"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","n_per_group","prop_de","n_exclusive","median_lib"
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"ctc_pipeline",1,1,3,0,0,639688.5
3910,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.758492040336822,"edger_default",1,1,3,0,0,639688.5
8104,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4194,1,"TMMwsp",TRUE,FALSE,0.841849137498619,"ablate_filter",1,1,3,0,0,639688.5
8243,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.16069371084674,"ablate_exclusive",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMM",TRUE,FALSE,1.23983382342237,"ablate_tmmwsp",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"ablate_priorcount",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"ablate_fdr",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"ablate_shrinkfloor",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"ablate_lowinput",1,1,3,0,0,639688.5
10277,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,4057,1,"TMMwsp",FALSE,FALSE,0.824772741654475,"batch_removed",1,1,3,0,0,639688.5
10277,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4057,1,"TMMwsp",FALSE,FALSE,1.2625742863434,"batch_ignored",1,1,3,0,0,639688.5
11517,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3274,1,"TMMwsp",TRUE,FALSE,1.22707745851281,"fix_filter",1,1,3,0,0,639688.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"ctc_pipeline",1,2,5,0,0,772540.5
4613,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.701006171668946,"edger_default",1,2,5,0,0,772540.5
8505,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3892,1,"TMMwsp",TRUE,FALSE,0.759118762134563,"ablate_filter",1,2,5,0,0,772540.5
9298,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.19222847440494,"ablate_exclusive",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMM",TRUE,FALSE,1.26486798368946,"ablate_tmmwsp",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"ablate_priorcount",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"ablate_fdr",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"ablate_shrinkfloor",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"ablate_lowinput",1,2,5,0,0,772540.5
10659,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3883,1,"TMMwsp",FALSE,FALSE,0.915037166955742,"batch_removed",1,2,5,0,0,772540.5
10659,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3883,1,"TMMwsp",FALSE,FALSE,1.12061002058532,"batch_ignored",1,2,5,0,0,772540.5
12886,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3588,1,"TMMwsp",TRUE,FALSE,1.24708675687913,"fix_filter",1,2,5,0,0,772540.5
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"ctc_pipeline",1,3,8,0,0,992885
4494,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.641845105978851,"edger_default",1,3,8,0,0,992885
7897,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3403,1,"TMMwsp",TRUE,FALSE,0.676801269049691,"ablate_filter",1,3,8,0,0,992885
8054,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07172474370629,"ablate_exclusive",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMM",TRUE,FALSE,1.12858876724414,"ablate_tmmwsp",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"ablate_priorcount",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"ablate_fdr",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"ablate_shrinkfloor",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"ablate_lowinput",1,3,8,0,0,992885
9990,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3402,1,"TMMwsp",FALSE,FALSE,0.919801505047925,"batch_removed",1,3,8,0,0,992885
9990,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3402,1,"TMMwsp",FALSE,FALSE,1.05131733007245,"batch_ignored",1,3,8,0,0,992885
11447,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3393,1,"TMMwsp",TRUE,FALSE,1.1127958204858,"fix_filter",1,3,8,0,0,992885
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"ctc_pipeline",2,1,3,0,0,1051127
4854,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.831761459558598,"edger_default",2,1,3,0,0,1051127
8974,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4120,1,"TMMwsp",TRUE,FALSE,0.890291481076683,"ablate_filter",2,1,3,0,0,1051127
8979,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.20087176011541,"ablate_exclusive",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMM",TRUE,FALSE,1.25694471521174,"ablate_tmmwsp",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"ablate_priorcount",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"ablate_fdr",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"ablate_shrinkfloor",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"ablate_lowinput",2,1,3,0,0,1051127
10956,30,0,30,0,NA,0,1,0.1,NA,NA,NA,0,0,4006,1,"TMMwsp",FALSE,FALSE,0.809921353586311,"batch_removed",2,1,3,0,0,1051127
10956,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4006,1,"TMMwsp",FALSE,FALSE,1.22072536436318,"batch_ignored",2,1,3,0,0,1051127
12202,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3223,1,"TMMwsp",TRUE,FALSE,1.24398899251484,"fix_filter",2,1,3,0,0,1051127
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"ctc_pipeline",2,2,5,0,0,866201
5294,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.736523223367273,"edger_default",2,2,5,0,0,866201
9532,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4238,1,"TMMwsp",TRUE,FALSE,0.824601094242611,"ablate_filter",2,2,5,0,0,866201
9689,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.14223493859373,"ablate_exclusive",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMM",TRUE,FALSE,1.21365360265886,"ablate_tmmwsp",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"ablate_priorcount",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"ablate_fdr",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"ablate_shrinkfloor",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"ablate_lowinput",2,2,5,0,0,866201
11306,10,0,10,0,NA,0,1,0.1,NA,NA,NA,0,0,4214,1,"TMMwsp",FALSE,FALSE,0.873651062404905,"batch_removed",2,2,5,0,0,866201
11306,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4214,1,"TMMwsp",FALSE,FALSE,1.12253286737406,"batch_ignored",2,2,5,0,0,866201
13415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3726,1,"TMMwsp",TRUE,FALSE,1.21382573698753,"fix_filter",2,2,5,0,0,866201
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"ctc_pipeline",2,3,8,0,0,847467
3579,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.611856205556456,"edger_default",2,3,8,0,0,847467
7345,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3766,1,"TMMwsp",TRUE,FALSE,0.671157197082677,"ablate_filter",2,3,8,0,0,847467
7048,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.13155825850288,"ablate_exclusive",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMM",TRUE,FALSE,1.20187144237388,"ablate_tmmwsp",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"ablate_priorcount",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"ablate_fdr",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"ablate_shrinkfloor",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"ablate_lowinput",2,3,8,0,0,847467
9399,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3766,1,"TMMwsp",FALSE,FALSE,0.966864545856775,"batch_removed",2,3,8,0,0,847467
9399,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3766,1,"TMMwsp",FALSE,FALSE,1.12242565331909,"batch_ignored",2,3,8,0,0,847467
10806,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3758,1,"TMMwsp",TRUE,FALSE,1.1942235308607,"fix_filter",2,3,8,0,0,847467
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"ctc_pipeline",3,1,3,0,0,1341517.5
5936,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.752469747569535,"edger_default",3,1,3,0,0,1341517.5
10111,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4175,1,"TMMwsp",TRUE,FALSE,0.814823939327256,"ablate_filter",3,1,3,0,0,1341517.5
10105,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.01830716303897,"ablate_exclusive",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMM",TRUE,FALSE,1.0844063976715,"ablate_tmmwsp",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"ablate_priorcount",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"ablate_fdr",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"ablate_shrinkfloor",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"ablate_lowinput",3,1,3,0,0,1341517.5
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4021,1,"TMMwsp",FALSE,FALSE,0.727559549910357,"batch_removed",3,1,3,0,0,1341517.5
11950,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,4021,1,"TMMwsp",FALSE,FALSE,1.09738196144739,"batch_ignored",3,1,3,0,0,1341517.5
13242,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3137,1,"TMMwsp",TRUE,FALSE,1.07081954589148,"fix_filter",3,1,3,0,0,1341517.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"ctc_pipeline",3,2,5,0,0,1073739.5
4868,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.728625612614448,"edger_default",3,2,5,0,0,1073739.5
8735,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3867,1,"TMMwsp",TRUE,FALSE,0.792376749587515,"ablate_filter",3,2,5,0,0,1073739.5
9277,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.19197395275699,"ablate_exclusive",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMM",TRUE,FALSE,1.25807004091043,"ablate_tmmwsp",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"ablate_priorcount",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"ablate_fdr",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"ablate_shrinkfloor",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"ablate_lowinput",3,2,5,0,0,1073739.5
10649,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3863,1,"TMMwsp",FALSE,FALSE,0.90062141237513,"batch_removed",3,2,5,0,0,1073739.5
10649,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3863,1,"TMMwsp",FALSE,FALSE,1.12615555463919,"batch_ignored",3,2,5,0,0,1073739.5
12861,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3584,1,"TMMwsp",TRUE,FALSE,1.25167325879858,"fix_filter",3,2,5,0,0,1073739.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"ctc_pipeline",3,3,8,0,0,962166.5
2909,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.677161366370576,"edger_default",3,3,8,0,0,962166.5
6858,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3949,1,"TMMwsp",TRUE,FALSE,0.759786702642531,"ablate_filter",3,3,8,0,0,962166.5
5857,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.20698306174532,"ablate_exclusive",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMM",TRUE,FALSE,1.28791246848056,"ablate_tmmwsp",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"ablate_priorcount",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"ablate_fdr",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"ablate_shrinkfloor",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"ablate_lowinput",3,3,8,0,0,962166.5
8554,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3949,1,"TMMwsp",FALSE,FALSE,1.0596887642143,"batch_removed",3,3,8,0,0,962166.5
8554,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3949,1,"TMMwsp",FALSE,FALSE,1.2040503932529,"batch_ignored",3,3,8,0,0,962166.5
9805,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3948,1,"TMMwsp",TRUE,FALSE,1.28152149533391,"fix_filter",3,3,8,0,0,962166.5
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"ctc_pipeline",4,1,3,0,0,647284
4228,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.749904669776979,"edger_default",4,1,3,0,0,647284
8339,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4111,1,"TMMwsp",TRUE,FALSE,0.802811134089423,"ablate_filter",4,1,3,0,0,647284
8646,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.15935549006853,"ablate_exclusive",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMM",TRUE,FALSE,1.24991715236344,"ablate_tmmwsp",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"ablate_priorcount",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"ablate_fdr",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"ablate_shrinkfloor",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"ablate_lowinput",4,1,3,0,0,647284
10538,21,0,21,0,NA,0,1,0.1,NA,NA,NA,0,0,4008,1,"TMMwsp",FALSE,FALSE,0.802801115223792,"batch_removed",4,1,3,0,0,647284
10538,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4008,1,"TMMwsp",FALSE,FALSE,1.21205300612778,"batch_ignored",4,1,3,0,0,647284
11835,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.20349006382403,"fix_filter",4,1,3,0,0,647284
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"ctc_pipeline",4,2,5,0,0,1018810.5
5194,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.751391973572528,"edger_default",4,2,5,0,0,1018810.5
9378,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4184,1,"TMMwsp",TRUE,FALSE,0.842215383361799,"ablate_filter",4,2,5,0,0,1018810.5
9352,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.13982949723013,"ablate_exclusive",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMM",TRUE,FALSE,1.21467901167573,"ablate_tmmwsp",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"ablate_priorcount",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"ablate_fdr",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"ablate_shrinkfloor",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"ablate_lowinput",4,2,5,0,0,1018810.5
10935,18,0,18,0,NA,0,1,0.1,NA,NA,NA,0,0,4174,1,"TMMwsp",FALSE,FALSE,0.866424982092021,"batch_removed",4,2,5,0,0,1018810.5
10935,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4174,1,"TMMwsp",FALSE,FALSE,1.10576119839996,"batch_ignored",4,2,5,0,0,1018810.5
13041,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3689,1,"TMMwsp",TRUE,FALSE,1.21286360444123,"fix_filter",4,2,5,0,0,1018810.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"ctc_pipeline",4,3,8,0,0,944228.5
4140,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.610478555040598,"edger_default",4,3,8,0,0,944228.5
7652,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3512,1,"TMMwsp",TRUE,FALSE,0.653596536292088,"ablate_filter",4,3,8,0,0,944228.5
7634,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07428924478739,"ablate_exclusive",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMM",TRUE,FALSE,1.12989218831781,"ablate_tmmwsp",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"ablate_priorcount",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"ablate_fdr",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"ablate_shrinkfloor",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"ablate_lowinput",4,3,8,0,0,944228.5
9655,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3512,1,"TMMwsp",FALSE,FALSE,0.897596234678185,"batch_removed",4,3,8,0,0,944228.5
9655,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3512,1,"TMMwsp",FALSE,FALSE,1.0458662097858,"batch_ignored",4,3,8,0,0,944228.5
11143,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3509,1,"TMMwsp",TRUE,FALSE,1.12252410216622,"fix_filter",4,3,8,0,0,944228.5
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"ctc_pipeline",5,1,3,0,0,790905
4695,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.698870191627326,"edger_default",5,1,3,0,0,790905
8786,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4091,1,"TMMwsp",TRUE,FALSE,0.773555764245961,"ablate_filter",5,1,3,0,0,790905
9146,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.07269871838983,"ablate_exclusive",5,1,3,0,0,790905
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMM",TRUE,FALSE,1.14530220590345,"ablate_tmmwsp",5,1,3,0,0,790905
12296,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"ablate_priorcount",5,1,3,0,0,790905
12296,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3150,1,"TMMwsp",TRUE,FALSE,1.13783289332865,"ablate_fdr",5,1,3,0,0,790905
