"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","n_per_group","prop_de","n_exclusive","median_lib"
8285,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4121,1,"TMMwsp",TRUE,FALSE,0.9184755110152,"ablate_filter",39,1,3,0,0,850663.5
8214,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.25185996266025,"ablate_exclusive",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3287,1,"TMM",TRUE,FALSE,1.32312039450404,"ablate_tmmwsp",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3287,1,"TMMwsp",TRUE,FALSE,1.28045302284168,"ablate_priorcount",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3287,1,"TMMwsp",TRUE,FALSE,1.28045302284168,"ablate_fdr",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3287,1,"TMMwsp",TRUE,FALSE,1.28045302284168,"ablate_shrinkfloor",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3287,1,"TMMwsp",TRUE,FALSE,1.28045302284168,"ablate_lowinput",39,1,3,0,0,850663.5
10222,16,0,16,0,NA,0,1,0.1,NA,NA,NA,0,0,4052,1,"TMMwsp",FALSE,FALSE,0.90099043037301,"batch_removed",39,1,3,0,0,850663.5
10222,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4052,1,"TMMwsp",FALSE,FALSE,1.24777145473553,"batch_ignored",39,1,3,0,0,850663.5
11501,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3287,1,"TMMwsp",TRUE,FALSE,1.28045302284168,"fix_filter",39,1,3,0,0,850663.5
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"ctc_pipeline",39,2,5,0,0,991691
5097,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.702842854112231,"edger_default",39,2,5,0,0,991691
9007,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3910,1,"TMMwsp",TRUE,FALSE,0.778015490035873,"ablate_filter",39,2,5,0,0,991691
9624,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.15745579811769,"ablate_exclusive",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMM",TRUE,FALSE,1.22103626683634,"ablate_tmmwsp",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"ablate_priorcount",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"ablate_fdr",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"ablate_shrinkfloor",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"ablate_lowinput",39,2,5,0,0,991691
10910,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,3900,1,"TMMwsp",FALSE,FALSE,0.864126233381626,"batch_removed",39,2,5,0,0,991691
10910,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3900,1,"TMMwsp",FALSE,FALSE,1.09067994835345,"batch_ignored",39,2,5,0,0,991691
13166,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3542,1,"TMMwsp",TRUE,FALSE,1.22057309604867,"fix_filter",39,2,5,0,0,991691
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"ctc_pipeline",39,3,8,0,0,722645
4069,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.586448559939109,"edger_default",39,3,8,0,0,722645
7496,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3427,1,"TMMwsp",TRUE,FALSE,0.626501927548039,"ablate_filter",39,3,8,0,0,722645
7873,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.09069446314548,"ablate_exclusive",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMM",TRUE,FALSE,1.14754313376986,"ablate_tmmwsp",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"ablate_priorcount",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"ablate_fdr",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"ablate_shrinkfloor",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"ablate_lowinput",39,3,8,0,0,722645
9824,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,3427,1,"TMMwsp",FALSE,FALSE,0.937372763159631,"batch_removed",39,3,8,0,0,722645
9824,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3427,1,"TMMwsp",FALSE,FALSE,1.07062731497124,"batch_ignored",39,3,8,0,0,722645
11293,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3420,1,"TMMwsp",TRUE,FALSE,1.13541335549331,"fix_filter",39,3,8,0,0,722645
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"ctc_pipeline",40,1,3,0,0,913432
4581,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.706691331978914,"edger_default",40,1,3,0,0,913432
8756,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4175,1,"TMMwsp",TRUE,FALSE,0.79141357570818,"ablate_filter",40,1,3,0,0,913432
8893,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.06347749344807,"ablate_exclusive",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMM",TRUE,FALSE,1.13862940821622,"ablate_tmmwsp",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"ablate_priorcount",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"ablate_fdr",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"ablate_shrinkfloor",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"ablate_lowinput",40,1,3,0,0,913432
10931,11,0,11,0,NA,0,1,0.1,NA,NA,NA,0,0,4100,1,"TMMwsp",FALSE,FALSE,0.745005389022721,"batch_removed",40,1,3,0,0,913432
10931,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4100,1,"TMMwsp",FALSE,FALSE,1.19418143965058,"batch_ignored",40,1,3,0,0,913432
12126,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3233,1,"TMMwsp",TRUE,FALSE,1.13270832052953,"fix_filter",40,1,3,0,0,913432
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"ctc_pipeline",40,2,5,0,0,774252.5
4638,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.697171742747205,"edger_default",40,2,5,0,0,774252.5
8578,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3940,1,"TMMwsp",TRUE,FALSE,0.761275745881996,"ablate_filter",40,2,5,0,0,774252.5
9297,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.16251080686191,"ablate_exclusive",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMM",TRUE,FALSE,1.23991300865294,"ablate_tmmwsp",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"ablate_priorcount",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"ablate_fdr",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"ablate_shrinkfloor",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"ablate_lowinput",40,2,5,0,0,774252.5
10683,3,0,3,0,NA,0,1,0.1,NA,NA,NA,0,0,3934,1,"TMMwsp",FALSE,FALSE,0.89424666309742,"batch_removed",40,2,5,0,0,774252.5
10683,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3934,1,"TMMwsp",FALSE,FALSE,1.11273088147852,"batch_ignored",40,2,5,0,0,774252.5
12920,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3623,1,"TMMwsp",TRUE,FALSE,1.22302479128609,"fix_filter",40,2,5,0,0,774252.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"ctc_pipeline",40,3,8,0,0,864347.5
4089,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.601405600119378,"edger_default",40,3,8,0,0,864347.5
7617,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3528,1,"TMMwsp",TRUE,FALSE,0.645330200984938,"ablate_filter",40,3,8,0,0,864347.5
7541,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.06563491361486,"ablate_exclusive",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMM",TRUE,FALSE,1.12673613831511,"ablate_tmmwsp",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"ablate_priorcount",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"ablate_fdr",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"ablate_shrinkfloor",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"ablate_lowinput",40,3,8,0,0,864347.5
9664,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3528,1,"TMMwsp",FALSE,FALSE,0.909019224496809,"batch_removed",40,3,8,0,0,864347.5
9664,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3528,1,"TMMwsp",FALSE,FALSE,1.04759606409582,"batch_ignored",40,3,8,0,0,864347.5
11064,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3523,1,"TMMwsp",TRUE,FALSE,1.11580970795994,"fix_filter",40,3,8,0,0,864347.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"ctc_pipeline",41,1,3,0,0,923596.5
4905,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.820719205258234,"edger_default",41,1,3,0,0,923596.5
8944,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4039,1,"TMMwsp",TRUE,FALSE,0.854568888766261,"ablate_filter",41,1,3,0,0,923596.5
9401,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.19067875526166,"ablate_exclusive",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMM",TRUE,FALSE,1.25643213399108,"ablate_tmmwsp",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"ablate_priorcount",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"ablate_fdr",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"ablate_shrinkfloor",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"ablate_lowinput",41,1,3,0,0,923596.5
11179,18,0,18,0,NA,0,1,0.1,NA,NA,NA,0,0,3953,1,"TMMwsp",FALSE,FALSE,0.863953116098577,"batch_removed",41,1,3,0,0,923596.5
11179,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3953,1,"TMMwsp",FALSE,FALSE,1.1848564339005,"batch_ignored",41,1,3,0,0,923596.5
12590,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3189,1,"TMMwsp",TRUE,FALSE,1.21554624827712,"fix_filter",41,1,3,0,0,923596.5
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"ctc_pipeline",41,2,5,0,0,885398
4664,1,0,1,0,NA,0,1,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.747110577469903,"edger_default",41,2,5,0,0,885398
8623,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3959,1,"TMMwsp",TRUE,FALSE,0.81869643688097,"ablate_filter",41,2,5,0,0,885398
9038,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.21121596388534,"ablate_exclusive",41,2,5,0,0,885398
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMM",TRUE,FALSE,1.28397076889357,"ablate_tmmwsp",41,2,5,0,0,885398
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"ablate_priorcount",41,2,5,0,0,885398
12729,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"ablate_fdr",41,2,5,0,0,885398
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"ablate_shrinkfloor",41,2,5,0,0,885398
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"ablate_lowinput",41,2,5,0,0,885398
10476,7,0,7,0,NA,0,1,0.1,NA,NA,NA,0,0,3955,1,"TMMwsp",FALSE,FALSE,0.931024584037018,"batch_removed",41,2,5,0,0,885398
10476,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3955,1,"TMMwsp",FALSE,FALSE,1.14652618640087,"batch_ignored",41,2,5,0,0,885398
12729,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3691,1,"TMMwsp",TRUE,FALSE,1.27172855027622,"fix_filter",41,2,5,0,0,885398
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"ctc_pipeline",41,3,8,0,0,863687
4509,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.616182779923473,"edger_default",41,3,8,0,0,863687
8035,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3526,1,"TMMwsp",TRUE,FALSE,0.657846320746612,"ablate_filter",41,3,8,0,0,863687
8058,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.05686390281781,"ablate_exclusive",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMM",TRUE,FALSE,1.10631725151661,"ablate_tmmwsp",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"ablate_priorcount",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"ablate_fdr",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"ablate_shrinkfloor",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"ablate_lowinput",41,3,8,0,0,863687
10190,1,0,1,0,NA,0,1,0.1,NA,NA,NA,0,0,3526,1,"TMMwsp",FALSE,FALSE,0.918557662604184,"batch_removed",41,3,8,0,0,863687
10190,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3526,1,"TMMwsp",FALSE,FALSE,1.05193102471305,"batch_ignored",41,3,8,0,0,863687
11579,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3521,1,"TMMwsp",TRUE,FALSE,1.1012113903261,"fix_filter",41,3,8,0,0,863687
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"ctc_pipeline",42,1,3,0,0,830602
4231,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.759103318937817,"edger_default",42,1,3,0,0,830602
8415,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4184,1,"TMMwsp",TRUE,FALSE,0.832470971734946,"ablate_filter",42,1,3,0,0,830602
8651,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.15381162626637,"ablate_exclusive",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMM",TRUE,FALSE,1.24816813229353,"ablate_tmmwsp",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"ablate_priorcount",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"ablate_fdr",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"ablate_shrinkfloor",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"ablate_lowinput",42,1,3,0,0,830602
10692,41,0,41,0,NA,0,1,0.1,NA,NA,NA,0,0,4091,1,"TMMwsp",FALSE,FALSE,0.790202086289897,"batch_removed",42,1,3,0,0,830602
10692,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4091,1,"TMMwsp",FALSE,FALSE,1.21173856385142,"batch_ignored",42,1,3,0,0,830602
11950,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3299,1,"TMMwsp",TRUE,FALSE,1.21928798186821,"fix_filter",42,1,3,0,0,830602
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"ctc_pipeline",42,2,5,0,0,688559
4496,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.672369837876956,"edger_default",42,2,5,0,0,688559
8395,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3899,1,"TMMwsp",TRUE,FALSE,0.736034464873355,"ablate_filter",42,2,5,0,0,688559
9144,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.18174648992827,"ablate_exclusive",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMM",TRUE,FALSE,1.24969248336208,"ablate_tmmwsp",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"ablate_priorcount",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"ablate_fdr",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"ablate_shrinkfloor",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"ablate_lowinput",42,2,5,0,0,688559
10527,2,0,2,0,NA,0,1,0.1,NA,NA,NA,0,0,3890,1,"TMMwsp",FALSE,FALSE,0.902033492104012,"batch_removed",42,2,5,0,0,688559
10527,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3890,1,"TMMwsp",FALSE,FALSE,1.10952624110477,"batch_ignored",42,2,5,0,0,688559
12725,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3581,1,"TMMwsp",TRUE,FALSE,1.23946891956417,"fix_filter",42,2,5,0,0,688559
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"ctc_pipeline",42,3,8,0,0,642739.5
3820,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.576158814674598,"edger_default",42,3,8,0,0,642739.5
7318,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3498,1,"TMMwsp",TRUE,FALSE,0.623585947102451,"ablate_filter",42,3,8,0,0,642739.5
7707,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.09408929782432,"ablate_exclusive",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMM",TRUE,FALSE,1.15134110178718,"ablate_tmmwsp",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"ablate_priorcount",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"ablate_fdr",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"ablate_shrinkfloor",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"ablate_lowinput",42,3,8,0,0,642739.5
9766,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3498,1,"TMMwsp",FALSE,FALSE,0.947144197409239,"batch_removed",42,3,8,0,0,642739.5
9766,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3498,1,"TMMwsp",FALSE,FALSE,1.08095169036421,"batch_ignored",42,3,8,0,0,642739.5
11203,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3496,1,"TMMwsp",TRUE,FALSE,1.14363747956171,"fix_filter",42,3,8,0,0,642739.5
11727,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3293,1,"TMMwsp",TRUE,FALSE,1.22296825576527,"ctc_pipeline",43,1,3,0,0,593223
3961,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,0,NA,"TMM",TRUE,FALSE,0.732286056203291,"edger_default",43,1,3,0,0,593223
8175,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4214,1,"TMMwsp",TRUE,FALSE,0.817856063350595,"ablate_filter",43,1,3,0,0,593223
8434,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.1482719148569,"ablate_exclusive",43,1,3,0,0,593223
11727,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3293,1,"TMM",TRUE,FALSE,1.23984705571592,"ablate_tmmwsp",43,1,3,0,0,593223
11727,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3293,1,"TMMwsp",TRUE,FALSE,1.22296825576527,"ablate_priorcount",43,1,3,0,0,593223
11727,0,0,0,0,NA,NA,NA,0.05,NA,NA,NA,0,0,3293,1,"TMMwsp",TRUE,FALSE,1.22296825576527,"ablate_fdr",43,1,3,0,0,593223
11727,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3293,1,"TMMwsp",TRUE,FALSE,1.22296825576527,"ablate_shrinkfloor",43,1,3,0,0,593223
11727,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,3293,1,"TMMwsp",TRUE,FALSE,1.22296825576527,"ablate_lowinput",43,1,3,0,0,593223
10483,23,0,23,0,NA,0,1,0.1,NA,NA,NA,0,0,4096,1,"TMMwsp",FALSE,FALSE,0.817459848902164,"batch_removed",43,1,3,0,0,593223
10483,0,0,0,0,NA,NA,NA,0.1,NA,NA,NA,0,0,4096,1,"TMMwsp",FALSE,FALSE,1.25661703744242,"batch_ignored",43,1,3,0,0,593223
