"sample_id","leukocyte_score","epithelial_score","tissue_score","purity_score","purity_flag","type"
"DU145.5",-0.193533681662574,0.528171309837128,0.238885814425383,0.753083523771706,"high_purity","single cell from PCa cell line"
"LNCaP.1",-0.30828080393664,0.434332624724345,0.690812960577969,0.927577299719364,"high_purity","single cell from PCa cell line"
"LNCaP.2",-0.18914053492579,0.541626124542817,0.681143195876976,0.885806606984415,"high_purity","single cell from PCa cell line"
"LNCaP.3",-0.389778397623135,0.443588841813267,0.573304487770829,0.94383424663091,"high_purity","single cell from PCa cell line"
"LNCaP.4",-0.344240517902144,0.493145904342286,0.638762099042481,0.950943359133389,"high_purity","single cell from PCa cell line"
"LNCaP.5",-0.325712862533704,0.50421348448593,0.777248562509322,0.984351981446055,"high_purity","single cell from PCa cell line"
"LNCaP.D.1",-0.309144719668366,0.464918729470962,0.6049628024524,0.911678708043388,"high_purity","single cell from PCa cell line"
"LNCaP.D.2",-0.255374676987245,0.520762574350047,0.673175950072618,0.916583715399653,"high_purity","single cell from PCa cell line"
"LNCaP.D.3",-0.280364111493551,0.590099336365673,0.611321023640192,0.933647756288167,"high_purity","single cell from PCa cell line"
"LNCaP.D.4",-0.310637423439901,0.398814878552102,0.598156916958912,0.890913358656876,"high_purity","single cell from PCa cell line"
"LNCaP.D.5",-0.22741413930695,0.430806201111377,0.631249019541566,0.86081165992167,"high_purity","single cell from PCa cell line"
"LNCaP.R.1",-0.175942375217424,0.532215586991146,0.776059955150764,0.90336040826392,"high_purity","single cell from PCa cell line"
"LNCaP.R.2",-0.304329991273083,0.554855504940877,0.822064737524626,1,"high_purity","single cell from PCa cell line"
"LNCaP.R.3",-0.305315985408897,0.470587269830443,0.726228759728948,0.947100273376279,"high_purity","single cell from PCa cell line"
"LNCaP.R.4",-0.293290412149549,0.490597653057009,0.805024243812757,0.969300098825194,"high_purity","single cell from PCa cell line"
"LNCaP.R.5",-0.278499606697859,0.43983025749198,0.837022689540675,0.954941487122433,"high_purity","single cell from PCa cell line"
"PC3.1",-0.250117896369925,0.469670038790805,0.260975834716842,0.775878016884028,"high_purity","single cell from PCa cell line"
"PC3.2",-0.188211467401076,0.640573848606244,-0.322634200332042,0.616548547517102,"high_purity","single cell from PCa cell line"
"PC3.3",-0.377683035688068,0.39373351225927,0.19161839788948,0.80849598403429,"high_purity","single cell from PCa cell line"
"PC3.4",-0.319363854928004,0.471889238107802,0.183268769599705,0.794588259220265,"high_purity","single cell from PCa cell line"
"PC3.5",-0.256368703572479,0.320870223848079,-0.222883231876038,0.591710609991576,"high_purity","single cell from PCa cell line"
"VCaP.1",-0.294864389151576,0.475041702758556,0.702275713958653,0.935102194629628,"high_purity","single cell from PCa cell line"
"VCaP.2",-0.169177908768228,0.434517973551532,0.706264681207159,0.849602561667242,"high_purity","single cell from PCa cell line"
"VCaP.3",-0.159738779497454,0.440410379881638,0.718844610233086,0.849482015114882,"high_purity","single cell from PCa cell line"
"VCaP.4",-0.307268431400223,0.505972381351884,0.552647790137109,0.907220036048902,"high_purity","single cell from PCa cell line"
"VCaP.5",0.376250914180326,0.491726257650184,0.744413312047061,0.553969828008414,"high_purity","single cell from PCa cell line"
"Pr23.1.w1",0.419636263352632,0.24407338219061,0.361879726987641,0.341055866019632,"intermediate","white blood cell"
"Pr23.1.w2",0.560231890899583,0.259824966799515,0.402179386153126,0.274196289795837,"intermediate","white blood cell"
"HD1.1.w1",0.601966585919588,0.422694343273641,0.305941142768291,0.269195851546437,"intermediate","white blood cell"
"HD1.1.w2",0.745062953534303,0.288030878391762,0.542219614369401,0.214382010878067,"low_purity","white blood cell"
"HD1.1.w3",0.613602855185732,0.444642096914061,0.546805594873569,0.34033167740348,"intermediate","white blood cell"
