"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","batch_sd","batch_balanced","n_per_group","median_lib"
9285,47,46,1,1720,0.0267441860465116,0.978723404255319,0.0212765957446809,0.1,0.199147851522738,0,0,0,38,4086,0.990699951052374,"TMMwsp",FALSE,FALSE,1.52321806408521,"batch_ignored",13,3,0.7,TRUE,5,673167.5
13636,76,72,4,1720,0.0418604651162791,0.947368421052632,0.0526315789473684,0.1,0.209221291872448,0,0,0,68,2873,0.983988861816916,"TMMwsp",TRUE,FALSE,1.44034484947469,"ctc_pipeline",13,4,0,FALSE,5,783591
10563,879,231,648,1720,0.134302325581395,0.262798634812287,0.737201365187713,0.1,0.161575749685389,0,0.0026246719160105,0,68,4237,0.983950908661789,"TMMwsp",FALSE,FALSE,0.880971427786442,"batch_removed",13,4,0,FALSE,5,783591
10563,144,133,11,1720,0.0773255813953488,0.923611111111111,0.0763888888888889,0.1,0.240436005920403,0,0.0026246719160105,0,68,4237,0.983950908661789,"TMMwsp",FALSE,FALSE,1.04192582192327,"batch_ignored",13,4,0,FALSE,5,783591
13740,95,91,4,1720,0.052906976744186,0.957894736842105,0.0421052631578947,0.1,0.223175611211694,0,0,0,70,2849,0.983853983853984,"TMMwsp",TRUE,FALSE,1.39160736492469,"ctc_pipeline",13,5,0.35,FALSE,5,983005
10532,506,196,310,1720,0.113953488372093,0.387351778656126,0.612648221343874,0.1,0.188725967211621,0,0,0,70,4047,0.982703236965654,"TMMwsp",FALSE,FALSE,0.872453022201676,"batch_removed",13,5,0.35,FALSE,5,983005
10532,169,140,29,1720,0.0813953488372093,0.828402366863905,0.171597633136095,0.1,0.218977788022285,0,0,0,70,4047,0.982703236965654,"TMMwsp",FALSE,FALSE,1.09597613120528,"batch_ignored",13,5,0.35,FALSE,5,983005
13272,60,55,5,1720,0.0319767441860465,0.916666666666667,0.0833333333333333,0.1,0.181109882697005,0,0,0,73,2900,0.982068965517241,"TMMwsp",TRUE,FALSE,1.42734999382935,"ctc_pipeline",13,6,0.7,FALSE,5,976834
10285,1145,210,935,1720,0.122093023255814,0.183406113537118,0.816593886462882,0.1,0.133095418571089,0,0,0,73,4331,0.98314477026091,"TMMwsp",FALSE,FALSE,0.893708480049689,"batch_removed",13,6,0.7,FALSE,5,976834
10285,349,134,215,1720,0.077906976744186,0.383954154727794,0.616045845272206,0.1,0.166829933856489,0,0,0,73,4331,0.98314477026091,"TMMwsp",FALSE,FALSE,1.33608906216121,"batch_ignored",13,6,0.7,FALSE,5,976834
12596,132,130,2,1720,0.0755813953488372,0.984848484848485,0.0151515151515152,0.1,0.262131051423694,0,0.00256410256410256,0,66,3698,0.983775013520822,"TMMwsp",TRUE,FALSE,1.25146889832835,"ctc_pipeline",14,1,0,TRUE,5,886376
10413,198,165,33,1720,0.0959302325581395,0.833333333333333,0.166666666666667,0.1,0.243919109361249,0,0.00256410256410256,0,66,4022,0.983590253605172,"TMMwsp",FALSE,FALSE,0.92680804302173,"batch_removed",14,1,0,TRUE,5,886376
10413,152,142,10,1720,0.0825581395348837,0.93421052631579,0.0657894736842105,0.1,0.253955624559931,0,0.00256410256410256,0,66,4022,0.983590253605172,"TMMwsp",FALSE,FALSE,1.00354173358149,"batch_ignored",14,1,0,TRUE,5,886376
12541,128,122,6,1720,0.0709302325581395,0.953125,0.046875,0.1,0.268587550419258,0,0,0,64,3602,0.983342587451416,"TMMwsp",TRUE,FALSE,1.23102606786876,"ctc_pipeline",14,2,0.35,TRUE,5,781925
10379,176,146,30,1720,0.0848837209302326,0.829545454545455,0.170454545454545,0.1,0.245540643830295,0,0,0,64,3899,0.983585534752501,"TMMwsp",FALSE,FALSE,0.883194827629498,"batch_removed",14,2,0.35,TRUE,5,781925
10379,121,115,6,1720,0.0668604651162791,0.950413223140496,0.0495867768595041,0.1,0.260381059715209,0,0,0,64,3899,0.983585534752501,"TMMwsp",FALSE,FALSE,1.11061391653002,"batch_ignored",14,2,0.35,TRUE,5,781925
12816,124,122,2,1720,0.0709302325581395,0.983870967741935,0.0161290322580645,0.1,0.256533193705567,0,0,0,63,3745,0.983444592790387,"TMMwsp",TRUE,FALSE,1.21285347395272,"ctc_pipeline",14,3,0.7,TRUE,5,1027605.5
10559,176,143,33,1720,0.0831395348837209,0.8125,0.1875,0.1,0.231875497432626,0,0,0,63,4082,0.984566389024988,"TMMwsp",FALSE,FALSE,0.876020201401809,"batch_removed",14,3,0.7,TRUE,5,1027605.5
10559,80,80,0,1720,0.0465116279069767,1,0,0.1,0.238868159431376,0,0,0,63,4082,0.984566389024988,"TMMwsp",FALSE,FALSE,1.41548782942911,"batch_ignored",14,3,0.7,TRUE,5,1027605.5
14033,85,82,3,1720,0.0476744186046512,0.964705882352941,0.0352941176470588,0.1,0.237792458636344,0,0,0,70,2769,0.984109786926688,"TMMwsp",TRUE,FALSE,1.37532659156728,"ctc_pipeline",14,4,0,FALSE,5,737994
10737,828,242,586,1720,0.140697674418605,0.292270531400966,0.707729468599034,0.1,0.175499738073414,0,0,0,70,3855,0.982101167315175,"TMMwsp",FALSE,FALSE,0.888736573780868,"batch_removed",14,4,0,FALSE,5,737994
10737,157,151,6,1720,0.0877906976744186,0.961783439490446,0.0382165605095541,0.1,0.269929986999391,0,0,0,70,3855,0.982101167315175,"TMMwsp",FALSE,FALSE,0.985907816017647,"batch_ignored",14,4,0,FALSE,5,737994
13135,68,67,1,1720,0.038953488372093,0.985294117647059,0.0147058823529412,0.1,0.19374712190698,0,0,0,62,2922,0.984941820670773,"TMMwsp",TRUE,FALSE,1.50224940269209,"ctc_pipeline",14,5,0.35,FALSE,5,606471
9963,1192,244,948,1720,0.141860465116279,0.204697986577181,0.795302013422819,0.1,0.150996915094953,0.00833333333333333,0,1,62,4124,0.984966052376334,"TMMwsp",FALSE,FALSE,0.915057391842974,"batch_removed",14,5,0.35,FALSE,5,606471
9963,168,131,37,1720,0.0761627906976744,0.779761904761905,0.220238095238095,0.1,0.209986455952054,0,0.00268817204301075,0,62,4124,0.984966052376334,"TMMwsp",FALSE,FALSE,1.14125981966138,"batch_ignored",14,5,0.35,FALSE,5,606471
13456,87,84,3,1720,0.0488372093023256,0.96551724137931,0.0344827586206897,0.1,0.221153052346462,0,0,0,47,2905,0.987607573149742,"TMMwsp",TRUE,FALSE,1.35153960369505,"ctc_pipeline",14,6,0.7,FALSE,5,1023567.5
10311,626,192,434,1720,0.111627906976744,0.306709265175719,0.693290734824281,0.1,0.168721579933069,0,0,0,47,4104,0.9885477582846,"TMMwsp",FALSE,FALSE,0.837224904419353,"batch_removed",14,6,0.7,FALSE,5,1023567.5
10311,180,110,70,1720,0.063953488372093,0.611111111111111,0.388888888888889,0.1,0.181341081925583,0,0,0,47,4104,0.9885477582846,"TMMwsp",FALSE,FALSE,1.3186661241608,"batch_ignored",14,6,0.7,FALSE,5,1023567.5
12698,112,106,6,1720,0.0616279069767442,0.946428571428571,0.0535714285714286,0.1,0.237573282680897,0,0,0,45,3669,0.988280185336604,"TMMwsp",TRUE,FALSE,1.27482828968203,"ctc_pipeline",15,1,0,TRUE,5,644384
10405,219,160,59,1720,0.0930232558139535,0.730593607305936,0.269406392694064,0.1,0.216530495116504,0,0.00232558139534884,0,45,3976,0.988682092555332,"TMMwsp",FALSE,FALSE,0.93790459318198,"batch_removed",15,1,0,TRUE,5,644384
10405,137,125,12,1720,0.0726744186046512,0.912408759124088,0.0875912408759124,0.1,0.233899729691527,0,0.00232558139534884,0,45,3976,0.988682092555332,"TMMwsp",FALSE,FALSE,1.00361452643194,"batch_ignored",15,1,0,TRUE,5,644384
11996,103,102,1,1720,0.0593023255813954,0.990291262135922,0.00970873786407767,0.1,0.248990693059529,0,0,0,66,3703,0.982446664866325,"TMMwsp",TRUE,FALSE,1.28696360867637,"ctc_pipeline",15,2,0.35,TRUE,5,800860
9845,186,146,40,1720,0.0848837209302326,0.78494623655914,0.21505376344086,0.1,0.230035559449678,0,0,0,66,3969,0.983371126228269,"TMMwsp",FALSE,FALSE,0.947150757678162,"batch_removed",15,2,0.35,TRUE,5,800860
9845,100,98,2,1720,0.0569767441860465,0.98,0.02,0.1,0.240956372117159,0,0,0,66,3969,0.983371126228269,"TMMwsp",FALSE,FALSE,1.15053556574622,"batch_ignored",15,2,0.35,TRUE,5,800860
11782,95,91,4,1720,0.052906976744186,0.957894736842105,0.0421052631578947,0.1,0.233157050552904,0,0,0,55,3784,0.986257928118393,"TMMwsp",TRUE,FALSE,1.33588217778676,"ctc_pipeline",15,3,0.7,TRUE,5,765421
9693,116,102,14,1720,0.0593023255813954,0.879310344827586,0.120689655172414,0.1,0.209295389358578,0,0,0,55,4089,0.986549278552213,"TMMwsp",FALSE,FALSE,0.933312156127358,"batch_removed",15,3,0.7,TRUE,5,765421
9693,53,53,0,1720,0.0308139534883721,1,0,0.1,0.214799403782706,0,0,0,55,4089,0.986549278552213,"TMMwsp",FALSE,FALSE,1.52170760383275,"batch_ignored",15,3,0.7,TRUE,5,765421
12950,70,68,2,1720,0.0395348837209302,0.971428571428571,0.0285714285714286,0.1,0.214143931832857,0,0,0,58,3027,0.985794516022464,"TMMwsp",TRUE,FALSE,1.53310181763777,"ctc_pipeline",15,4,0,FALSE,5,669438.5
9901,567,186,381,1720,0.108139534883721,0.328042328042328,0.671957671957672,0.1,0.167013170496148,0,0,0,58,4228,0.986281929990539,"TMMwsp",FALSE,FALSE,0.933420509320322,"batch_removed",15,4,0,FALSE,5,669438.5
9901,126,115,11,1720,0.0668604651162791,0.912698412698413,0.0873015873015873,0.1,0.241387072074652,0,0,0,58,4228,0.986281929990539,"TMMwsp",FALSE,FALSE,1.07605892849817,"batch_ignored",15,4,0,FALSE,5,669438.5
13145,84,81,3,1720,0.047093023255814,0.964285714285714,0.0357142857142857,0.1,0.222800546101111,0,0.00245098039215686,0,66,2845,0.984182776801406,"TMMwsp",TRUE,FALSE,1.45179584344552,"ctc_pipeline",15,5,0.35,FALSE,5,1183762.5
10021,544,203,341,1720,0.118023255813953,0.373161764705882,0.626838235294118,0.1,0.186669360363858,0.00833333333333333,0.00245098039215686,1,66,3983,0.983429575696711,"TMMwsp",FALSE,FALSE,0.898049439866465,"batch_removed",15,5,0.35,FALSE,5,1183762.5
10021,168,126,42,1720,0.0732558139534884,0.75,0.25,0.1,0.215595930825807,0,0.00245098039215686,0,66,3983,0.983429575696711,"TMMwsp",FALSE,FALSE,1.1347132720304,"batch_ignored",15,5,0.35,FALSE,5,1183762.5
12811,61,58,3,1720,0.0337209302325581,0.950819672131147,0.0491803278688525,0.1,0.203061021157776,0,0,0,51,2974,0.986550100874243,"TMMwsp",TRUE,FALSE,1.43792280558417,"ctc_pipeline",15,6,0.7,FALSE,5,919783.5
9828,599,187,412,1720,0.108720930232558,0.312186978297162,0.687813021702838,0.1,0.161626745167389,0.00833333333333333,0,1,51,4303,0.988147803857774,"TMMwsp",FALSE,FALSE,0.898283395750215,"batch_removed",15,6,0.7,FALSE,5,919783.5
9828,158,84,74,1720,0.0488372093023256,0.531645569620253,0.468354430379747,0.1,0.170293830653845,0.0166666666666667,0,2,51,4303,0.988147803857774,"TMMwsp",FALSE,FALSE,1.3809405542242,"batch_ignored",15,6,0.7,FALSE,5,919783.5
11795,114,112,2,1720,0.0651162790697674,0.982456140350877,0.0175438596491228,0.1,0.243563330898971,0,0,0,50,3814,0.987414787624541,"TMMwsp",TRUE,FALSE,1.37963805965401,"ctc_pipeline",16,1,0,TRUE,5,506707
9797,179,136,43,1720,0.0790697674418605,0.759776536312849,0.240223463687151,0.1,0.216090380540457,0,0,0,50,4134,0.987905176584422,"TMMwsp",FALSE,FALSE,1.01257874889397,"batch_removed",16,1,0,TRUE,5,506707
9797,146,133,13,1720,0.0773255813953488,0.910958904109589,0.089041095890411,0.1,0.236841958131087,0,0,0,50,4134,0.987905176584422,"TMMwsp",FALSE,FALSE,1.10742358151187,"batch_ignored",16,1,0,TRUE,5,506707
12015,116,112,4,1720,0.0651162790697674,0.96551724137931,0.0344827586206897,0.1,0.242225710266616,0,0,0,43,3816,0.989517819706499,"TMMwsp",TRUE,FALSE,1.36202756365576,"ctc_pipeline",16,2,0.35,TRUE,5,572468
9865,160,134,26,1720,0.077906976744186,0.8375,0.1625,0.1,0.221540626447165,0,0,0,43,4078,0.989455615497793,"TMMwsp",FALSE,FALSE,0.987814373612103,"batch_removed",16,2,0.35,TRUE,5,572468
9865,116,109,7,1720,0.0633720930232558,0.939655172413793,0.0603448275862069,0.1,0.234318755805597,0,0,0,43,4078,0.989455615497793,"TMMwsp",FALSE,FALSE,1.18828198765073,"batch_ignored",16,2,0.35,TRUE,5,572468
11658,113,107,6,1720,0.0622093023255814,0.946902654867257,0.0530973451327434,0.1,0.240547545338999,0,0,0,51,3866,0.986808070356958,"TMMwsp",TRUE,FALSE,1.36849710563914,"ctc_pipeline",16,3,0.7,TRUE,5,585685
9494,168,129,39,1720,0.075,0.767857142857143,0.232142857142857,0.1,0.213184627689971,0,0,0,51,4162,0.987746275828928,"TMMwsp",FALSE,FALSE,0.96778793633137,"batch_removed",16,3,0.7,TRUE,5,585685
9494,61,58,3,1720,0.0337209302325581,0.950819672131147,0.0491803278688525,0.1,0.221688332896243,0,0,0,51,4162,0.987746275828928,"TMMwsp",FALSE,FALSE,1.52984078608031,"batch_ignored",16,3,0.7,TRUE,5,585685
14126,111,107,4,1720,0.0622093023255814,0.963963963963964,0.036036036036036,0.1,0.230296498370205,0,0,0,70,2874,0.981210855949896,"TMMwsp",TRUE,FALSE,1.32628413064678,"ctc_pipeline",16,4,0,FALSE,5,802308
11038,498,208,290,1720,0.12093023255814,0.417670682730924,0.582329317269076,0.1,0.197580375324352,0,0,0,70,4161,0.983177120884403,"TMMwsp",FALSE,FALSE,0.848104669472377,"batch_removed",16,4,0,FALSE,5,802308
11038,162,149,13,1720,0.0866279069767442,0.919753086419753,0.0802469135802469,0.1,0.250026535419716,0,0,0,70,4161,0.983177120884403,"TMMwsp",FALSE,FALSE,0.980466782027796,"batch_ignored",16,4,0,FALSE,5,802308
13595,77,76,1,1720,0.0441860465116279,0.987012987012987,0.012987012987013,0.1,0.218161989355741,0,0,0,67,2870,0.97979094076655,"TMMwsp",TRUE,FALSE,1.4252617221862,"ctc_pipeline",16,5,0.35,FALSE,5,905955
10339,1069,243,826,1720,0.141279069767442,0.227315247895229,0.772684752104771,0.1,0.160991382234527,0,0.00235849056603774,0,67,4069,0.983534037847137,"TMMwsp",FALSE,FALSE,0.919342540310524,"batch_removed",16,5,0.35,FALSE,5,905955
10339,197,152,45,1720,0.0883720930232558,0.771573604060914,0.228426395939086,0.1,0.225703486115673,0,0,0,67,4069,0.983534037847137,"TMMwsp",FALSE,FALSE,1.08525054213774,"batch_ignored",16,5,0.35,FALSE,5,905955
12862,44,42,2,1720,0.0244186046511628,0.954545454545455,0.0454545454545455,0.1,0.184122668782072,0,0,0,57,2934,0.985344239945467,"TMMwsp",TRUE,FALSE,1.485625710463,"ctc_pipeline",16,6,0.7,FALSE,5,757860
9763,886,189,697,1720,0.109883720930233,0.213318284424379,0.786681715575621,0.1,0.136293715489177,0,0,0,57,4262,0.98662599718442,"TMMwsp",FALSE,FALSE,0.931690559423571,"batch_removed",16,6,0.7,FALSE,5,757860
9763,205,103,102,1720,0.0598837209302326,0.502439024390244,0.497560975609756,0.1,0.156417089818885,0,0,0,57,4262,0.98662599718442,"TMMwsp",FALSE,FALSE,1.40063068223391,"batch_ignored",16,6,0.7,FALSE,5,757860
13255,166,162,4,1720,0.0941860465116279,0.975903614457831,0.0240963855421687,0.1,0.288767591890298,0,0,0,80,3547,0.978573442345644,"TMMwsp",TRUE,FALSE,1.19447181161752,"ctc_pipeline",17,1,0,TRUE,5,1136633.5
11052,256,209,47,1720,0.121511627906977,0.81640625,0.18359375,0.1,0.271802429477941,0,0,0,80,3846,0.979199167966719,"TMMwsp",FALSE,FALSE,0.881389437067037,"batch_removed",17,1,0,TRUE,5,1136633.5
11052,185,177,8,1720,0.102906976744186,0.956756756756757,0.0432432432432432,0.1,0.284186083358337,0,0,0,80,3846,0.979199167966719,"TMMwsp",FALSE,FALSE,0.967722128232858,"batch_ignored",17,1,0,TRUE,5,1136633.5
12485,162,157,5,1720,0.0912790697674419,0.969135802469136,0.0308641975308642,0.1,0.268231713091553,0,0.00261096605744125,0,56,3661,0.985523081125376,"TMMwsp",TRUE,FALSE,1.25767851106125,"ctc_pipeline",17,2,0.35,TRUE,5,647981
10370,217,190,27,1720,0.11046511627907,0.875576036866359,0.124423963133641,0.1,0.252444742916394,0,0.00261096605744125,0,56,3970,0.985894206549118,"TMMwsp",FALSE,FALSE,0.923236683042947,"batch_removed",17,2,0.35,TRUE,5,647981
10370,156,150,6,1720,0.0872093023255814,0.961538461538462,0.0384615384615385,0.1,0.260143864515948,0,0.00261096605744125,0,56,3970,0.985894206549118,"TMMwsp",FALSE,FALSE,1.13808033631485,"batch_ignored",17,2,0.35,TRUE,5,647981
12235,122,121,1,1720,0.0703488372093023,0.991803278688525,0.00819672131147541,0.1,0.243584326691392,0,0,0,58,3755,0.984553928095872,"TMMwsp",TRUE,FALSE,1.23101458860299,"ctc_pipeline",17,3,0.7,TRUE,5,901897
10085,176,138,38,1720,0.0802325581395349,0.784090909090909,0.215909090909091,0.1,0.214231379680267,0,0,0,58,4038,0.985636453689946,"TMMwsp",FALSE,FALSE,0.90102505916346,"batch_removed",17,3,0.7,TRUE,5,901897
10085,65,65,0,1720,0.0377906976744186,1,0,0.1,0.225035458404831,0,0,0,58,4038,0.985636453689946,"TMMwsp",FALSE,FALSE,1.43138653360532,"batch_ignored",17,3,0.7,TRUE,5,901897
13041,73,71,2,1720,0.0412790697674419,0.972602739726027,0.0273972602739726,0.1,0.189267593794215,0,0.00252525252525253,0,66,2856,0.984943977591036,"TMMwsp",TRUE,FALSE,1.48693739023308,"ctc_pipeline",17,4,0,FALSE,5,1035120
9912,1329,255,1074,1720,0.148255813953488,0.191873589164786,0.808126410835214,0.1,0.149689350502362,0,0.00505050505050505,0,66,4015,0.983561643835616,"TMMwsp",FALSE,FALSE,0.922894986510793,"batch_removed",17,4,0,FALSE,5,1035120
9912,155,136,19,1720,0.0790697674418605,0.87741935483871,0.12258064516129,0.1,0.256646468449136,0,0.00505050505050505,0,66,4015,0.983561643835616,"TMMwsp",FALSE,FALSE,1.06319144153279,"batch_ignored",17,4,0,FALSE,5,1035120
13180,56,55,1,1720,0.0319767441860465,0.982142857142857,0.0178571428571429,0.1,0.189615464356085,0,0,0,61,2845,0.985588752196837,"TMMwsp",TRUE,FALSE,1.41707523794532,"ctc_pipeline",17,5,0.35,FALSE,5,902934
10018,960,215,745,1720,0.125,0.223958333333333,0.776041666666667,0.1,0.146342868432817,0,0.00492610837438424,0,61,4008,0.984780439121757,"TMMwsp",FALSE,FALSE,0.886518597693094,"batch_removed",17,5,0.35,FALSE,5,902934
10018,147,112,35,1720,0.0651162790697674,0.761904761904762,0.238095238095238,0.1,0.196586033575531,0,0,0,61,4008,0.984780439121757,"TMMwsp",FALSE,FALSE,1.08920181615943,"batch_ignored",17,5,0.35,FALSE,5,902934
12791,51,49,2,1720,0.0284883720930233,0.96078431372549,0.0392156862745098,0.1,0.175478725585955,0,0,0,47,2992,0.987967914438503,"TMMwsp",TRUE,FALSE,1.5175092793902,"ctc_pipeline",17,6,0.7,FALSE,5,707590.5
9737,1131,222,909,1720,0.12906976744186,0.196286472148541,0.803713527851459,0.1,0.14096746553199,0,0,0,47,4233,0.988896763524687,"TMMwsp",FALSE,FALSE,0.976689393740742,"batch_removed",17,6,0.7,FALSE,5,707590.5
9737,282,121,161,1720,0.0703488372093023,0.429078014184397,0.570921985815603,0.1,0.155339094909411,0,0,0,47,4233,0.988896763524687,"TMMwsp",FALSE,FALSE,1.38192796522692,"batch_ignored",17,6,0.7,FALSE,5,707590.5
12607,140,131,9,1720,0.0761627906976744,0.935714285714286,0.0642857142857143,0.1,0.266703604777851,0,0,0,53,3659,0.985788466794206,"TMMwsp",TRUE,FALSE,1.25543519749466,"ctc_pipeline",18,1,0,TRUE,5,841909.5
10470,210,169,41,1720,0.0982558139534884,0.804761904761905,0.195238095238095,0.1,0.249546822291862,0,0,0,53,3974,0.986663311524912,"TMMwsp",FALSE,FALSE,0.928797121819575,"batch_removed",18,1,0,TRUE,5,841909.5
10470,153,145,8,1720,0.0843023255813953,0.947712418300654,0.0522875816993464,0.1,0.261994420005178,0,0,0,53,3974,0.986663311524912,"TMMwsp",FALSE,FALSE,1.00651980331521,"batch_ignored",18,1,0,TRUE,5,841909.5
12693,140,133,7,1720,0.0773255813953488,0.95,0.05,0.1,0.257680257746818,0,0.00251256281407035,0,55,3767,0.98539952216618,"TMMwsp",TRUE,FALSE,1.22031376543237,"ctc_pipeline",18,2,0.35,TRUE,5,775654
10457,196,148,48,1720,0.086046511627907,0.755102040816326,0.244897959183673,0.1,0.227477432567395,0,0.00251256281407035,0,55,4084,0.986532810969638,"TMMwsp",FALSE,FALSE,0.920491041160158,"batch_removed",18,2,0.35,TRUE,5,775654
10457,126,118,8,1720,0.0686046511627907,0.936507936507937,0.0634920634920635,0.1,0.246400600845521,0,0.00251256281407035,0,55,4084,0.986532810969638,"TMMwsp",FALSE,FALSE,1.10165526773874,"batch_ignored",18,2,0.35,TRUE,5,775654
12775,153,142,11,1720,0.0825581395348837,0.928104575163399,0.0718954248366013,0.1,0.27533991409263,0,0.00512820512820513,0,67,3607,0.982256723038536,"TMMwsp",TRUE,FALSE,1.20416432294413,"ctc_pipeline",18,3,0.7,TRUE,5,1180510.5
10454,248,174,74,1720,0.101162790697674,0.701612903225806,0.298387096774194,0.1,0.242952393990199,0,0.00512820512820513,0,67,3892,0.9827852004111,"TMMwsp",FALSE,FALSE,0.887238152171596,"batch_removed",18,3,0.7,TRUE,5,1180510.5
10454,86,85,1,1720,0.0494186046511628,0.988372093023256,0.0116279069767442,0.1,0.248274634171377,0,0.00512820512820513,0,67,3892,0.9827852004111,"TMMwsp",FALSE,FALSE,1.39170999039656,"batch_ignored",18,3,0.7,TRUE,5,1180510.5
13662,79,74,5,1720,0.0430232558139535,0.936708860759494,0.0632911392405063,0.1,0.186103118618832,0,0,0,63,2788,0.982783357245337,"TMMwsp",TRUE,FALSE,1.38243433891699,"ctc_pipeline",18,4,0,FALSE,5,715154.5
10507,1241,238,1003,1720,0.138372093023256,0.191780821917808,0.808219178082192,0.1,0.149968459140111,0,0,0,63,3907,0.983875095981572,"TMMwsp",FALSE,FALSE,0.878827180421249,"batch_removed",18,4,0,FALSE,5,715154.5
10507,147,139,8,1720,0.0808139534883721,0.945578231292517,0.054421768707483,0.1,0.242365820010499,0,0,0,63,3907,0.983875095981572,"TMMwsp",FALSE,FALSE,0.997053940597285,"batch_ignored",18,4,0,FALSE,5,715154.5
13597,59,54,5,1720,0.0313953488372093,0.915254237288136,0.0847457627118644,0.1,0.200917950517155,0,0,0,62,2808,0.983618233618234,"TMMwsp",TRUE,FALSE,1.3831749765203,"ctc_pipeline",18,5,0.35,FALSE,5,966971.5
10379,1125,247,878,1720,0.143604651162791,0.219555555555556,0.780444444444444,0.1,0.150133355366977,0,0.00259067357512953,0,62,3984,0.984437751004016,"TMMwsp",FALSE,FALSE,0.87590854650685,"batch_removed",18,5,0.35,FALSE,5,966971.5
10379,193,139,54,1720,0.0808139534883721,0.72020725388601,0.27979274611399,0.1,0.208801441949351,0,0,0,62,3984,0.984437751004016,"TMMwsp",FALSE,FALSE,1.07784177002435,"batch_ignored",18,5,0.35,FALSE,5,966971.5
13343,92,90,2,1720,0.0523255813953488,0.978260869565217,0.0217391304347826,0.1,0.22569880799555,0,0.00253164556962025,0,55,2871,0.986415882967607,"TMMwsp",TRUE,FALSE,1.40360188295948,"ctc_pipeline",18,6,0.7,FALSE,5,863559.5
10038,724,227,497,1720,0.131976744186047,0.31353591160221,0.68646408839779,0.1,0.182542524893187,0,0.00506329113924051,0,55,4025,0.986335403726708,"TMMwsp",FALSE,FALSE,0.856795065173187,"batch_removed",18,6,0.7,FALSE,5,863559.5
10038,237,133,104,1720,0.0773255813953488,0.561181434599156,0.438818565400844,0.1,0.18879606083638,0,0.00253164556962025,0,55,4025,0.986335403726708,"TMMwsp",FALSE,FALSE,1.32782921538271,"batch_ignored",18,6,0.7,FALSE,5,863559.5
12378,110,104,6,1720,0.0604651162790698,0.945454545454545,0.0545454545454545,0.1,0.251062291747872,0,0.0024390243902439,0,58,3641,0.984344960175776,"TMMwsp",TRUE,FALSE,1.29868078469287,"ctc_pipeline",19,1,0,TRUE,5,652435.5
10193,185,147,38,1720,0.0854651162790698,0.794594594594595,0.205405405405405,0.1,0.23274590495637,0,0.0024390243902439,0,58,3972,0.98539778449144,"TMMwsp",FALSE,FALSE,0.966531768072501,"batch_removed",19,1,0,TRUE,5,652435.5
10193,136,126,10,1720,0.0732558139534884,0.926470588235294,0.0735294117647059,0.1,0.248444312213197,0,0.0048780487804878,0,58,3972,0.98539778449144,"TMMwsp",FALSE,FALSE,1.03694204155953,"batch_ignored",19,1,0,TRUE,5,652435.5
12724,132,129,3,1720,0.075,0.977272727272727,0.0227272727272727,0.1,0.253472569950825,0,0,0,58,3613,0.985053971768613,"TMMwsp",TRUE,FALSE,1.23381209929134,"ctc_pipeline",19,2,0.35,TRUE,5,1028652.5
10494,203,163,40,1720,0.0947674418604651,0.80295566502463,0.197044334975369,0.1,0.236526058482631,0,0,0,58,3914,0.985181400102197,"TMMwsp",FALSE,FALSE,0.896412384023396,"batch_removed",19,2,0.35,TRUE,5,1028652.5
10494,137,127,10,1720,0.0738372093023256,0.927007299270073,0.072992700729927,0.1,0.246221532135294,0,0,0,58,3914,0.985181400102197,"TMMwsp",FALSE,FALSE,1.111168766009,"batch_ignored",19,2,0.35,TRUE,5,1028652.5
12131,127,124,3,1720,0.072093023255814,0.976377952755906,0.0236220472440945,0.1,0.243463869198054,0,0,0,55,3781,0.98598254430045,"TMMwsp",TRUE,FALSE,1.28168299821054,"ctc_pipeline",19,3,0.7,TRUE,5,708515
9825,205,148,57,1720,0.086046511627907,0.721951219512195,0.278048780487805,0.1,0.206749711525064,0,0,0,55,4063,0.986463204528673,"TMMwsp",FALSE,FALSE,0.916030189866679,"batch_removed",19,3,0.7,TRUE,5,708515
9825,84,83,1,1720,0.0482558139534884,0.988095238095238,0.0119047619047619,0.1,0.21750156000145,0,0,0,55,4063,0.986463204528673,"TMMwsp",FALSE,FALSE,1.45406514149029,"batch_ignored",19,3,0.7,TRUE,5,708515
14633,113,109,4,1720,0.0633720930232558,0.964601769911504,0.0353982300884956,0.1,0.239324573267709,0,0.0026246719160105,0,79,2592,0.979552469135803,"TMMwsp",TRUE,FALSE,1.24663842363041,"ctc_pipeline",19,4,0,FALSE,5,1152148
11503,760,242,518,1720,0.140697674418605,0.318421052631579,0.681578947368421,0.1,0.190228819339854,0,0.0026246719160105,0,79,3752,0.978944562899787,"TMMwsp",FALSE,FALSE,0.797854065713048,"batch_removed",19,4,0,FALSE,5,1152148
11503,175,167,8,1720,0.097093023255814,0.954285714285714,0.0457142857142857,0.1,0.275527129894817,0,0.0026246719160105,0,79,3752,0.978944562899787,"TMMwsp",FALSE,FALSE,0.92799226026323,"batch_ignored",19,4,0,FALSE,5,1152148
