"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","n_per_group","median_lib"
12218,108,106,2,1720,0.0616279069767442,0.981481481481482,0.0185185185185185,0.05,0.245535484344938,0,0,0,56,3695,0.985385656292287,"TMMwsp",TRUE,FALSE,1.31277331365804,"ablate_fdr",3,2,5,751965.5
12218,128,122,6,1720,0.0709302325581395,0.953125,0.046875,0.1,0.245298304505145,0,0,0,56,3695,0.985385656292287,"TMMwsp",TRUE,FALSE,1.31277331365804,"ablate_shrinkfloor",3,2,5,751965.5
12218,128,122,6,1720,0.0709302325581395,0.953125,0.046875,0.1,0.245713095084905,0,0,0,56,3695,0.985385656292287,"TMMwsp",TRUE,FALSE,1.31277331365804,"ablate_lowinput",3,2,5,751965.5
10000,186,148,38,1720,0.086046511627907,0.795698924731183,0.204301075268817,0.1,0.221377958170915,0,0,0,56,3977,0.985919034448076,"TMMwsp",FALSE,FALSE,0.945497174858346,"batch_removed",3,2,5,751965.5
10000,123,114,9,1720,0.0662790697674419,0.926829268292683,0.0731707317073171,0.1,0.235615116005787,0,0,0,56,3977,0.985919034448076,"TMMwsp",FALSE,FALSE,1.16044010047926,"batch_ignored",3,2,5,751965.5
12218,128,122,6,1720,0.0709302325581395,0.953125,0.046875,0.1,0.245567379221167,0,0,0,56,3695,0.985385656292287,"TMMwsp",TRUE,FALSE,1.31277331365804,"fix_filter",3,2,5,751965.5
11242,266,251,15,1720,0.14593023255814,0.943609022556391,0.056390977443609,0.1,0.32315970933332,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"ctc_pipeline",3,3,8,893290.5
4157,214,207,7,1720,0.120348837209302,0.967289719626168,0.0327102803738318,0.05,0.240688987998404,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.61408728592439,"edger_default",3,3,8,893290.5
7778,228,218,10,1720,0.126744186046512,0.956140350877193,0.043859649122807,0.1,0.283659948847721,0,0.00247524752475248,0,108,3621,0.970173985086993,"TMMwsp",TRUE,FALSE,0.661743130502615,"ablate_filter",3,3,8,893290.5
7632,274,253,21,1720,0.147093023255814,0.923357664233577,0.0766423357664234,0.1,0.287129964338219,0,0.00495049504950495,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.08121238206296,"ablate_exclusive",3,3,8,893290.5
11242,264,250,14,1720,0.145348837209302,0.946969696969697,0.053030303030303,0.1,0.323073974491994,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMM",TRUE,FALSE,1.14404991294988,"ablate_tmmwsp",3,3,8,893290.5
11242,266,251,15,1720,0.14593023255814,0.943609022556391,0.056390977443609,0.1,0.323846210013098,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"ablate_priorcount",3,3,8,893290.5
11242,242,236,6,1720,0.137209302325581,0.975206611570248,0.0247933884297521,0.05,0.323158733210396,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"ablate_fdr",3,3,8,893290.5
11242,266,251,15,1720,0.14593023255814,0.943609022556391,0.056390977443609,0.1,0.323348363241618,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"ablate_shrinkfloor",3,3,8,893290.5
11242,266,251,15,1720,0.14593023255814,0.943609022556391,0.056390977443609,0.1,0.323469646730565,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"ablate_lowinput",3,3,8,893290.5
9812,297,252,45,1720,0.146511627906977,0.848484848484849,0.151515151515152,0.1,0.298156724898517,0,0.00495049504950495,0,108,3622,0.970182219768084,"TMMwsp",FALSE,FALSE,0.923245978509483,"batch_removed",3,3,8,893290.5
9812,236,225,11,1720,0.130813953488372,0.953389830508475,0.0466101694915254,0.1,0.310178660642432,0,0.00247524752475248,0,108,3622,0.970182219768084,"TMMwsp",FALSE,FALSE,1.06384723809226,"batch_ignored",3,3,8,893290.5
11242,266,251,15,1720,0.14593023255814,0.943609022556391,0.056390977443609,0.1,0.323513428751937,0,0.00247524752475248,0,108,3610,0.970083102493075,"TMMwsp",TRUE,FALSE,1.13283311711693,"fix_filter",3,3,8,893290.5
11629,55,53,2,1720,0.0308139534883721,0.963636363636364,0.0363636363636364,0.1,0.187034710381132,0,0,0,35,3314,0.991249245624623,"TMMwsp",TRUE,FALSE,1.21076681673724,"ctc_pipeline",4,1,3,743856.5
4313,62,59,3,1720,0.0343023255813954,0.951612903225806,0.0483870967741935,0.05,0.174879410473727,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.782286889988802,"edger_default",4,1,3,743856.5
8484,61,59,2,1720,0.0343023255813954,0.967213114754098,0.0327868852459016,0.1,0.186257215131807,0,0,0,35,4171,0.991608726923999,"TMMwsp",TRUE,FALSE,0.846675287897512,"ablate_filter",4,1,3,743856.5
