"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","lib_lo","lib_hi","n_per_group","median_lib"
17191,719,665,54,1720,0.386627906976744,0.924895688456189,0.0751043115438109,0.1,0.60995656729515,1,0.087281795511222,2,120,1988,0.998993963782696,"TMMwsp",TRUE,FALSE,0.381512417149178,"ablate_filter",7,5,2e+07,6e+07,5,38454141.5
8451,49,47,2,1720,0.0273255813953488,0.959183673469388,0.0408163265306122,0.1,0.166128760720836,0,0,0,12,3696,0.996753246753247,"TMMwsp",TRUE,FALSE,1.79482364929738,"ctc_pipeline",8,1,1e+05,3e+05,5,192687
8451,49,47,2,1720,0.0273255813953488,0.959183673469388,0.0408163265306122,0.1,0.166890164682757,0,0,0,12,3696,0.996753246753247,"TMMwsp",TRUE,FALSE,1.79482364929738,"fix_filter",8,1,1e+05,3e+05,5,192687
5755,51,50,1,1720,0.0290697674418605,0.980392156862745,0.0196078431372549,0.1,0.165703007240374,0,0,0,12,3942,0.996955859969559,"TMMwsp",TRUE,FALSE,1.0938564957229,"ablate_filter",8,1,1e+05,3e+05,5,192687
11337,86,86,0,1720,0.05,1,0,0.1,0.229241698623438,0,0,0,46,3743,0.987977558108469,"TMMwsp",TRUE,FALSE,1.37148726550987,"ctc_pipeline",8,2,3e+05,9e+05,5,566120
11337,86,86,0,1720,0.05,1,0,0.1,0.229089491452109,0,0,0,46,3743,0.987977558108469,"TMMwsp",TRUE,FALSE,1.37148726550987,"fix_filter",8,2,3e+05,9e+05,5,566120
7660,97,97,0,1720,0.0563953488372093,1,0,0.1,0.220298337977013,0,0,0,46,4019,0.9885543667579,"TMMwsp",TRUE,FALSE,0.854119794619056,"ablate_filter",8,2,3e+05,9e+05,5,566120
14052,193,185,8,1720,0.107558139534884,0.958549222797927,0.0414507772020725,0.1,0.305887794899839,0,0,0,94,3369,0.978628673196794,"TMMwsp",TRUE,FALSE,1.05268568964568,"ctc_pipeline",8,3,1e+06,3e+06,5,2495191
14052,193,185,8,1720,0.107558139534884,0.958549222797927,0.0414507772020725,0.1,0.305639149187371,0,0,0,94,3369,0.978628673196794,"TMMwsp",TRUE,FALSE,1.05268568964568,"fix_filter",8,3,1e+06,3e+06,5,2495191
9916,197,188,9,1720,0.109302325581395,0.954314720812183,0.0456852791878173,0.1,0.290248782885449,0,0,0,94,3699,0.974587726412544,"TMMwsp",TRUE,FALSE,0.702402265964148,"ablate_filter",8,3,1e+06,3e+06,5,2495191
17800,429,398,31,1720,0.231395348837209,0.927738927738928,0.0722610722610723,0.1,0.495176684307917,0.15,0.0077120822622108,0,118,2051,0.986835689907362,"TMMwsp",TRUE,FALSE,0.63637921632435,"ctc_pipeline",8,4,5e+06,1.5e+07,5,10313736.5
17607,431,400,31,1720,0.232558139534884,0.928074245939675,0.0719257540603248,0.1,0.494971403568889,0.158333333333333,0.0077120822622108,0,118,2295,0.987799564270152,"TMMwsp",TRUE,FALSE,0.63129635638398,"fix_filter",8,4,5e+06,1.5e+07,5,10313736.5
14212,449,411,38,1720,0.238953488372093,0.915367483296214,0.0846325167037862,0.1,0.472519775263287,0.133333333333333,0.0077120822622108,4,118,2594,0.96029298380879,"TMMwsp",TRUE,FALSE,0.479009174799414,"ablate_filter",8,4,5e+06,1.5e+07,5,10313736.5
18738,665,619,46,1720,0.359883720930233,0.930827067669173,0.0691729323308271,0.1,0.604214265529406,0.983333333333333,0.0585241730279898,0,120,866,1,"TMMwsp",TRUE,FALSE,0.460531692657617,"ctc_pipeline",8,5,2e+07,6e+07,5,33560198.5
18355,670,623,47,1720,0.362209302325581,0.929850746268657,0.0701492537313433,0.1,0.604039352402343,0.983333333333333,0.0585241730279898,0,120,1771,1,"TMMwsp",TRUE,FALSE,0.448189116721305,"fix_filter",8,5,2e+07,6e+07,5,33560198.5
16845,689,634,55,1720,0.368604651162791,0.920174165457184,0.0798258345428157,0.1,0.596640340681249,0.983333333333333,0.0585241730279898,5,120,1911,0.996860282574568,"TMMwsp",TRUE,FALSE,0.394373076409054,"ablate_filter",8,5,2e+07,6e+07,5,33560198.5
6879,30,30,0,1720,0.0174418604651163,1,0,0.1,0.148818955298465,0,0,0,18,3480,0.994827586206897,"TMMwsp",TRUE,FALSE,1.95761571182757,"ctc_pipeline",9,1,1e+05,3e+05,5,160036.5
6879,30,30,0,1720,0.0174418604651163,1,0,0.1,0.148638925348113,0,0,0,18,3480,0.994827586206897,"TMMwsp",TRUE,FALSE,1.95761571182757,"fix_filter",9,1,1e+05,3e+05,5,160036.5
4741,32,31,1,1720,0.0180232558139535,0.96875,0.03125,0.1,0.143891509624981,0,0,0,18,3644,0.995060373216246,"TMMwsp",TRUE,FALSE,1.21532309800838,"ablate_filter",9,1,1e+05,3e+05,5,160036.5
11755,113,108,5,1720,0.0627906976744186,0.955752212389381,0.0442477876106195,0.1,0.236204386058082,0,0,0,42,3736,0.988758029978587,"TMMwsp",TRUE,FALSE,1.37546105859363,"ctc_pipeline",9,2,3e+05,9e+05,5,517564.5
11755,113,108,5,1720,0.0627906976744186,0.955752212389381,0.0442477876106195,0.1,0.23664266305969,0,0,0,42,3736,0.988758029978587,"TMMwsp",TRUE,FALSE,1.37546105859363,"fix_filter",9,2,3e+05,9e+05,5,517564.5
7830,121,115,6,1720,0.0668604651162791,0.950413223140496,0.0495867768595041,0.1,0.226788601668014,0,0,0,42,4011,0.989528795811518,"TMMwsp",TRUE,FALSE,0.830313119640157,"ablate_filter",9,2,3e+05,9e+05,5,517564.5
14373,218,211,7,1720,0.122674418604651,0.967889908256881,0.0321100917431193,0.1,0.329623790935224,0,0,0,96,3214,0.973553204729309,"TMMwsp",TRUE,FALSE,1.05519169672529,"ctc_pipeline",9,3,1e+06,3e+06,5,1804852.5
14373,218,211,7,1720,0.122674418604651,0.967889908256881,0.0321100917431193,0.1,0.329935917630219,0,0,0,96,3214,0.973553204729309,"TMMwsp",TRUE,FALSE,1.05519169672529,"fix_filter",9,3,1e+06,3e+06,5,1804852.5
9803,237,229,8,1720,0.133139534883721,0.966244725738397,0.0337552742616034,0.1,0.316023641723925,0,0,0,96,3517,0.972704009098664,"TMMwsp",TRUE,FALSE,0.667067339693308,"ablate_filter",9,3,1e+06,3e+06,5,1804852.5
17629,391,374,17,1720,0.217441860465116,0.956521739130435,0.0434782608695652,0.1,0.483673963046622,0.191666666666667,0.0163170163170163,1,120,2231,0.990138951142985,"TMMwsp",TRUE,FALSE,0.653152081763854,"ctc_pipeline",9,4,5e+06,1.5e+07,5,10948584
17373,393,376,17,1720,0.218604651162791,0.956743002544529,0.0432569974554707,0.1,0.483774002460824,0.191666666666667,0.0163170163170163,1,120,2535,0.989349112426036,"TMMwsp",TRUE,FALSE,0.645357902928169,"fix_filter",9,4,5e+06,1.5e+07,5,10948584
14123,403,384,19,1720,0.223255813953488,0.952853598014888,0.0471464019851117,0.1,0.474667587130509,0.2,0.0163170163170163,8,120,2861,0.964348130024467,"TMMwsp",TRUE,FALSE,0.492675078667077,"ablate_filter",9,4,5e+06,1.5e+07,5,10948584
18883,755,687,68,1720,0.399418604651163,0.909933774834437,0.0900662251655629,0.1,0.620938065031956,0.991666666666667,0.0723981900452489,0,120,712,1,"TMMwsp",TRUE,FALSE,0.421910635072428,"ctc_pipeline",9,5,2e+07,6e+07,5,40251109.5
18501,765,694,71,1720,0.403488372093023,0.90718954248366,0.0928104575163399,0.1,0.62064278524664,0.991666666666667,0.0746606334841629,0,120,1737,0.999424294761082,"TMMwsp",TRUE,FALSE,0.41067522122048,"fix_filter",9,5,2e+07,6e+07,5,40251109.5
17379,779,702,77,1720,0.408139534883721,0.901155327342747,0.0988446726572529,0.1,0.61535874569071,1,0.0746606334841629,3,120,1867,0.998393144081414,"TMMwsp",TRUE,FALSE,0.372812931985018,"ablate_filter",9,5,2e+07,6e+07,5,40251109.5
9348,45,43,2,1720,0.025,0.955555555555556,0.0444444444444444,0.1,0.17867943686203,0,0,0,20,3792,0.994725738396624,"TMMwsp",TRUE,FALSE,1.62926184040089,"ctc_pipeline",10,1,1e+05,3e+05,5,223177.5
9348,45,43,2,1720,0.025,0.955555555555556,0.0444444444444444,0.1,0.178089812324866,0,0,0,20,3792,0.994725738396624,"TMMwsp",TRUE,FALSE,1.62926184040089,"fix_filter",10,1,1e+05,3e+05,5,223177.5
6363,46,43,3,1720,0.025,0.934782608695652,0.0652173913043478,0.1,0.159284685905364,0,0,0,20,4026,0.995032290114257,"TMMwsp",TRUE,FALSE,1.00471584431425,"ablate_filter",10,1,1e+05,3e+05,5,223177.5
11714,117,115,2,1720,0.0668604651162791,0.982905982905983,0.0170940170940171,0.1,0.237228107991086,0,0,0,51,3775,0.987284768211921,"TMMwsp",TRUE,FALSE,1.38458564640266,"ctc_pipeline",10,2,3e+05,9e+05,5,480830
11714,117,115,2,1720,0.0668604651162791,0.982905982905983,0.0170940170940171,0.1,0.237121336331129,0,0,0,51,3775,0.987284768211921,"TMMwsp",TRUE,FALSE,1.38458564640266,"fix_filter",10,2,3e+05,9e+05,5,480830
7719,126,121,5,1720,0.0703488372093023,0.96031746031746,0.0396825396825397,0.1,0.224988751085272,0,0,0,51,4073,0.98747851706359,"TMMwsp",TRUE,FALSE,0.832924141902469,"ablate_filter",10,2,3e+05,9e+05,5,480830
14603,188,176,12,1720,0.102325581395349,0.936170212765957,0.0638297872340425,0.1,0.329600676753893,0,0,0,87,3184,0.977072864321608,"TMMwsp",TRUE,FALSE,1.05496210744316,"ctc_pipeline",10,3,1e+06,3e+06,5,2392421
14603,188,176,12,1720,0.102325581395349,0.936170212765957,0.0638297872340425,0.1,0.329601456553559,0,0,0,87,3184,0.977072864321608,"TMMwsp",TRUE,FALSE,1.05496210744316,"fix_filter",10,3,1e+06,3e+06,5,2392421
10203,199,186,13,1720,0.108139534883721,0.934673366834171,0.0653266331658292,0.1,0.312149666683642,0,0,0,87,3515,0.97524893314367,"TMMwsp",TRUE,FALSE,0.682345158024124,"ablate_filter",10,3,1e+06,3e+06,5,2392421
17750,381,357,24,1720,0.207558139534884,0.937007874015748,0.062992125984252,0.1,0.478377115490658,0.0666666666666667,0.0291970802919708,1,119,2206,0.989573889392566,"TMMwsp",TRUE,FALSE,0.658962472228496,"ctc_pipeline",10,4,5e+06,1.5e+07,5,8944137
17537,383,358,25,1720,0.208139534883721,0.934725848563969,0.0652741514360313,0.1,0.478427087436776,0.0666666666666667,0.0291970802919708,1,119,2466,0.988240064882401,"TMMwsp",TRUE,FALSE,0.653205158876795,"fix_filter",10,4,5e+06,1.5e+07,5,8944137
14182,392,359,33,1720,0.208720930232558,0.915816326530612,0.0841836734693878,0.1,0.461005355189081,0.0666666666666667,0.0267639902676399,3,119,2834,0.964008468595625,"TMMwsp",TRUE,FALSE,0.50146792143372,"ablate_filter",10,4,5e+06,1.5e+07,5,8944137
18663,661,607,54,1720,0.352906976744186,0.918305597579425,0.0816944024205749,0.1,0.598880986688538,0.983333333333333,0.06,0,120,967,1,"TMMwsp",TRUE,FALSE,0.468666885647841,"ctc_pipeline",10,5,2e+07,6e+07,5,32332181.5
18281,668,612,56,1720,0.355813953488372,0.916167664670659,0.0838323353293413,0.1,0.598825561578951,0.983333333333333,0.06,0,120,1963,1,"TMMwsp",TRUE,FALSE,0.456548911817001,"fix_filter",10,5,2e+07,6e+07,5,32332181.5
16613,697,630,67,1720,0.366279069767442,0.903873744619799,0.0961262553802009,0.1,0.592495470083897,0.983333333333333,0.06,5,120,2123,0.996702779086199,"TMMwsp",TRUE,FALSE,0.395899719689118,"ablate_filter",10,5,2e+07,6e+07,5,32332181.5
8880,65,62,3,1720,0.036046511627907,0.953846153846154,0.0461538461538462,0.1,0.178463693036574,0,0,0,19,3766,0.994954859267127,"TMMwsp",TRUE,FALSE,1.67376909485486,"ctc_pipeline",11,1,1e+05,3e+05,5,200608.5
8880,65,62,3,1720,0.036046511627907,0.953846153846154,0.0461538461538462,0.1,0.178570161099664,0,0,0,19,3766,0.994954859267127,"TMMwsp",TRUE,FALSE,1.67376909485486,"fix_filter",11,1,1e+05,3e+05,5,200608.5
6088,77,72,5,1720,0.0418604651162791,0.935064935064935,0.0649350649350649,0.1,0.172994232571164,0,0,0,19,4002,0.995252373813094,"TMMwsp",TRUE,FALSE,1.02485348453318,"ablate_filter",11,1,1e+05,3e+05,5,200608.5
12012,96,93,3,1720,0.0540697674418605,0.96875,0.03125,0.1,0.224290456640636,0,0,0,49,3694,0.987547374120195,"TMMwsp",TRUE,FALSE,1.33025217507614,"ctc_pipeline",11,2,3e+05,9e+05,5,590501.5
12012,96,93,3,1720,0.0540697674418605,0.96875,0.03125,0.1,0.224163286824954,0,0,0,49,3694,0.987547374120195,"TMMwsp",TRUE,FALSE,1.33025217507614,"fix_filter",11,2,3e+05,9e+05,5,590501.5
8086,109,102,7,1720,0.0593023255813954,0.935779816513762,0.0642201834862385,0.1,0.211896191866815,0,0,0,49,3977,0.987679155142067,"TMMwsp",TRUE,FALSE,0.829595493652006,"ablate_filter",11,2,3e+05,9e+05,5,590501.5
14134,167,162,5,1720,0.0941860465116279,0.970059880239521,0.029940119760479,0.1,0.287621596496122,0,0,0,97,3307,0.973994557000302,"TMMwsp",TRUE,FALSE,1.10674903182129,"ctc_pipeline",11,3,1e+06,3e+06,5,2125176
14134,167,162,5,1720,0.0941860465116279,0.970059880239521,0.029940119760479,0.1,0.287607084420764,0,0,0,97,3307,0.973994557000302,"TMMwsp",TRUE,FALSE,1.10674903182129,"fix_filter",11,3,1e+06,3e+06,5,2125176
9687,184,176,8,1720,0.102325581395349,0.956521739130435,0.0434782608695652,0.1,0.278346944297709,0,0,0,97,3611,0.973137635004154,"TMMwsp",TRUE,FALSE,0.707694163940858,"ablate_filter",11,3,1e+06,3e+06,5,2125176
17516,382,350,32,1720,0.203488372093023,0.916230366492147,0.0837696335078534,0.1,0.467314999401941,0.108333333333333,0.0177664974619289,0,116,2305,0.980043383947939,"TMMwsp",TRUE,FALSE,0.685618831701631,"ctc_pipeline",11,4,5e+06,1.5e+07,5,7596682
17320,384,351,33,1720,0.20406976744186,0.9140625,0.0859375,0.1,0.467364936950995,0.108333333333333,0.0177664974619289,0,116,2500,0.9808,"TMMwsp",TRUE,FALSE,0.679727922592496,"fix_filter",11,4,5e+06,1.5e+07,5,7596682
13322,406,365,41,1720,0.212209302325581,0.899014778325123,0.100985221674877,0.1,0.440699880948899,0.0916666666666667,0.0177664974619289,10,116,2815,0.959147424511545,"TMMwsp",TRUE,FALSE,0.484462497415111,"ablate_filter",11,4,5e+06,1.5e+07,5,7596682
18574,679,638,41,1720,0.37093023255814,0.939617083946981,0.0603829160530191,0.1,0.608197135104185,0.991666666666667,0.0673316708229426,0,120,790,0.99873417721519,"TMMwsp",TRUE,FALSE,0.462532723239856,"ctc_pipeline",11,5,2e+07,6e+07,5,42707191
18118,690,645,45,1720,0.375,0.934782608695652,0.0652173913043478,0.1,0.60743837159162,0.991666666666667,0.0698254364089776,0,120,1990,0.999497487437186,"TMMwsp",TRUE,FALSE,0.447463878910655,"fix_filter",11,5,2e+07,6e+07,5,42707191
16957,703,653,50,1720,0.379651162790698,0.928876244665718,0.0711237553342817,0.1,0.601940933481332,0.991666666666667,0.0723192019950125,1,120,2104,0.999049429657795,"TMMwsp",TRUE,FALSE,0.40210294232924,"ablate_filter",11,5,2e+07,6e+07,5,42707191
8525,55,54,1,1720,0.0313953488372093,0.981818181818182,0.0181818181818182,0.1,0.180757498952485,0,0,0,13,3711,0.996496901104823,"TMMwsp",TRUE,FALSE,1.70773809977963,"ctc_pipeline",12,1,1e+05,3e+05,5,151078.5
8525,55,54,1,1720,0.0313953488372093,0.981818181818182,0.0181818181818182,0.1,0.180102415497404,0,0,0,13,3711,0.996496901104823,"TMMwsp",TRUE,FALSE,1.70773809977963,"fix_filter",12,1,1e+05,3e+05,5,151078.5
5693,58,57,1,1720,0.0331395348837209,0.982758620689655,0.0172413793103448,0.1,0.169465784419624,0,0,0,13,3948,0.996707193515704,"TMMwsp",TRUE,FALSE,0.988545450736457,"ablate_filter",12,1,1e+05,3e+05,5,151078.5
11136,88,84,4,1720,0.0488372093023256,0.954545454545455,0.0454545454545455,0.1,0.215746201712396,0,0,0,59,3787,0.984420385529443,"TMMwsp",TRUE,FALSE,1.49208442987683,"ctc_pipeline",12,2,3e+05,9e+05,5,573230
11136,88,84,4,1720,0.0488372093023256,0.954545454545455,0.0454545454545455,0.1,0.215746552768811,0,0,0,59,3787,0.984420385529443,"TMMwsp",TRUE,FALSE,1.49208442987683,"fix_filter",12,2,3e+05,9e+05,5,573230
7502,95,89,6,1720,0.0517441860465116,0.936842105263158,0.0631578947368421,0.1,0.204580729569348,0,0,0,59,4046,0.985417696490361,"TMMwsp",TRUE,FALSE,0.93424824662866,"ablate_filter",12,2,3e+05,9e+05,5,573230
14364,208,202,6,1720,0.117441860465116,0.971153846153846,0.0288461538461538,0.1,0.321518177799132,0,0.00491400491400491,0,94,3169,0.975386557273588,"TMMwsp",TRUE,FALSE,1.03642332052665,"ctc_pipeline",12,3,1e+06,3e+06,5,1785311
14364,208,202,6,1720,0.117441860465116,0.971153846153846,0.0288461538461538,0.1,0.32154808099901,0,0.00491400491400491,0,94,3169,0.975386557273588,"TMMwsp",TRUE,FALSE,1.03642332052665,"fix_filter",12,3,1e+06,3e+06,5,1785311
9991,211,205,6,1720,0.119186046511628,0.971563981042654,0.028436018957346,0.1,0.309213121755124,0,0.00491400491400491,0,94,3475,0.97294964028777,"TMMwsp",TRUE,FALSE,0.672963039356265,"ablate_filter",12,3,1e+06,3e+06,5,1785311
17720,444,419,25,1720,0.243604651162791,0.943693693693694,0.0563063063063063,0.1,0.510051895257671,0.25,0.0276381909547739,0,119,2038,0.990186457311089,"TMMwsp",TRUE,FALSE,0.631207010845406,"ctc_pipeline",12,4,5e+06,1.5e+07,5,10134290.5
17491,449,422,27,1720,0.245348837209302,0.939866369710468,0.0601336302895323,0.1,0.510204943355514,0.266666666666667,0.0276381909547739,0,119,2274,0.989445910290237,"TMMwsp",TRUE,FALSE,0.624951467724915,"fix_filter",12,4,5e+06,1.5e+07,5,10134290.5
14239,482,446,36,1720,0.259302325581395,0.925311203319502,0.0746887966804979,0.1,0.496532613403431,0.258333333333333,0.0276381909547739,14,119,2570,0.962645914396887,"TMMwsp",TRUE,FALSE,0.479444314459273,"ablate_filter",12,4,5e+06,1.5e+07,5,10134290.5
18621,697,654,43,1720,0.380232558139535,0.938307030129125,0.0616929698708752,0.1,0.612481894132762,0.991666666666667,0.0776942355889724,0,120,965,1,"TMMwsp",TRUE,FALSE,0.462296626148314,"ctc_pipeline",12,5,2e+07,6e+07,5,36587039
18204,704,656,48,1720,0.381395348837209,0.931818181818182,0.0681818181818182,0.1,0.612597469306345,0.991666666666667,0.0802005012531328,0,120,1969,1,"TMMwsp",TRUE,FALSE,0.449099007327576,"fix_filter",12,5,2e+07,6e+07,5,36587039
16838,714,663,51,1720,0.38546511627907,0.928571428571429,0.0714285714285714,0.1,0.607358890754213,0.991666666666667,0.0802005012531328,1,120,2122,0.999057492931197,"TMMwsp",TRUE,FALSE,0.399177183965248,"ablate_filter",12,5,2e+07,6e+07,5,36587039
8118,41,39,2,1720,0.0226744186046512,0.951219512195122,0.048780487804878,0.1,0.165596494399105,0,0,0,15,3726,0.99597423510467,"TMMwsp",TRUE,FALSE,1.82173117347116,"ctc_pipeline",13,1,1e+05,3e+05,5,197359.5
8118,41,39,2,1720,0.0226744186046512,0.951219512195122,0.048780487804878,0.1,0.165456878351761,0,0,0,15,3726,0.99597423510467,"TMMwsp",TRUE,FALSE,1.82173117347116,"fix_filter",13,1,1e+05,3e+05,5,197359.5
5619,46,43,3,1720,0.025,0.934782608695652,0.0652173913043478,0.1,0.162401873698743,0,0,0,15,3951,0.996203492786636,"TMMwsp",TRUE,FALSE,1.11138223160627,"ablate_filter",13,1,1e+05,3e+05,5,197359.5
10860,78,78,0,1720,0.0453488372093023,1,0,0.1,0.220781988726443,0,0,0,51,3817,0.986900707361802,"TMMwsp",TRUE,FALSE,1.44802143543267,"ctc_pipeline",13,2,3e+05,9e+05,5,648231
10860,78,78,0,1720,0.0453488372093023,1,0,0.1,0.221296599942711,0,0,0,51,3817,0.986900707361802,"TMMwsp",TRUE,FALSE,1.44802143543267,"fix_filter",13,2,3e+05,9e+05,5,648231
7382,90,89,1,1720,0.0517441860465116,0.988888888888889,0.0111111111111111,0.1,0.213889070879087,0,0,0,51,4071,0.987472365512159,"TMMwsp",TRUE,FALSE,0.916310323546261,"ablate_filter",13,2,3e+05,9e+05,5,648231
13917,164,158,6,1720,0.0918604651162791,0.963414634146341,0.0365853658536585,0.1,0.291101251280324,0,0,0,74,3430,0.981049562682216,"TMMwsp",TRUE,FALSE,1.08769668055426,"ctc_pipeline",13,3,1e+06,3e+06,5,1563604
13917,164,158,6,1720,0.0918604651162791,0.963414634146341,0.0365853658536585,0.1,0.291140947621571,0,0,0,74,3430,0.981049562682216,"TMMwsp",TRUE,FALSE,1.08769668055426,"fix_filter",13,3,1e+06,3e+06,5,1563604
9370,177,168,9,1720,0.0976744186046512,0.949152542372881,0.0508474576271186,0.1,0.272742751186985,0,0,0,74,3782,0.980433632998414,"TMMwsp",TRUE,FALSE,0.670987013379494,"ablate_filter",13,3,1e+06,3e+06,5,1563604
17640,410,388,22,1720,0.225581395348837,0.946341463414634,0.0536585365853659,0.1,0.501143744805205,0.183333333333333,0.0131233595800525,1,119,2171,0.986181483187471,"TMMwsp",TRUE,FALSE,0.675930461286626,"ctc_pipeline",13,4,5e+06,1.5e+07,5,10255434.5
17408,414,391,23,1720,0.227325581395349,0.944444444444444,0.0555555555555556,0.1,0.501360576453498,0.191666666666667,0.0131233595800525,2,119,2446,0.986099754701554,"TMMwsp",TRUE,FALSE,0.669037113598087,"fix_filter",13,4,5e+06,1.5e+07,5,10255434.5
14004,423,396,27,1720,0.230232558139535,0.936170212765957,0.0638297872340425,0.1,0.485222297169724,0.183333333333333,0.0131233595800525,7,119,2730,0.964468864468864,"TMMwsp",TRUE,FALSE,0.507293324501843,"ablate_filter",13,4,5e+06,1.5e+07,5,10255434.5
18751,686,641,45,1720,0.372674418604651,0.934402332361516,0.065597667638484,0.1,0.606414942602199,0.991666666666667,0.0681265206812652,0,120,783,1,"TMMwsp",TRUE,FALSE,0.447985721212918,"ctc_pipeline",13,5,2e+07,6e+07,5,43376215.5
18376,688,643,45,1720,0.373837209302326,0.934593023255814,0.065406976744186,0.1,0.606322805586398,0.991666666666667,0.0681265206812652,0,120,1889,1,"TMMwsp",TRUE,FALSE,0.435736318278515,"fix_filter",13,5,2e+07,6e+07,5,43376215.5
17305,701,652,49,1720,0.37906976744186,0.930099857346648,0.0699001426533524,0.1,0.599658607671947,1,0.0705596107055961,3,120,2015,0.998511166253102,"TMMwsp",TRUE,FALSE,0.396621683942637,"ablate_filter",13,5,2e+07,6e+07,5,43376215.5
8523,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.174189098986341,0,0,0,14,3707,0.996223361208524,"TMMwsp",TRUE,FALSE,1.7585471699787,"ctc_pipeline",14,1,1e+05,3e+05,5,185162
8523,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.17349005312056,0,0,0,14,3707,0.996223361208524,"TMMwsp",TRUE,FALSE,1.7585471699787,"fix_filter",14,1,1e+05,3e+05,5,185162
5806,56,55,1,1720,0.0319767441860465,0.982142857142857,0.0178571428571429,0.1,0.168551625581299,0,0,0,14,3928,0.996435845213849,"TMMwsp",TRUE,FALSE,1.09120329334732,"ablate_filter",14,1,1e+05,3e+05,5,185162
11593,96,95,1,1720,0.0552325581395349,0.989583333333333,0.0104166666666667,0.1,0.228899596507481,0,0,0,49,3771,0.987271280827367,"TMMwsp",TRUE,FALSE,1.34519269233713,"ctc_pipeline",14,2,3e+05,9e+05,5,537941
11593,96,95,1,1720,0.0552325581395349,0.989583333333333,0.0104166666666667,0.1,0.228084092738022,0,0,0,49,3771,0.987271280827367,"TMMwsp",TRUE,FALSE,1.34519269233713,"fix_filter",14,2,3e+05,9e+05,5,537941
7723,106,104,2,1720,0.0604651162790698,0.981132075471698,0.0188679245283019,0.1,0.22014021854591,0,0,0,49,4062,0.98793697685869,"TMMwsp",TRUE,FALSE,0.799166074727375,"ablate_filter",14,2,3e+05,9e+05,5,537941
14796,211,202,9,1720,0.117441860465116,0.957345971563981,0.042654028436019,0.1,0.332007747314091,0,0.00245098039215686,0,101,3132,0.973818646232439,"TMMwsp",TRUE,FALSE,1.00374590709005,"ctc_pipeline",14,3,1e+06,3e+06,5,2150947
14796,211,202,9,1720,0.117441860465116,0.957345971563981,0.042654028436019,0.1,0.332070877048493,0,0.00245098039215686,0,101,3132,0.973818646232439,"TMMwsp",TRUE,FALSE,1.00374590709005,"fix_filter",14,3,1e+06,3e+06,5,2150947
10605,223,209,14,1720,0.121511627906977,0.937219730941704,0.062780269058296,0.1,0.312844381173693,0,0.00245098039215686,0,101,3449,0.970716149608582,"TMMwsp",TRUE,FALSE,0.684532317923457,"ablate_filter",14,3,1e+06,3e+06,5,2150947
17393,421,397,24,1720,0.230813953488372,0.942992874109264,0.0570071258907363,0.1,0.492934186225001,0.05,0.00797872340425532,0,119,1940,0.979896907216495,"TMMwsp",TRUE,FALSE,0.654492260762931,"ctc_pipeline",14,4,5e+06,1.5e+07,5,7110389
17393,421,397,24,1720,0.230813953488372,0.942992874109264,0.0570071258907363,0.1,0.492915452247601,0.05,0.00797872340425532,0,119,1940,0.979896907216495,"TMMwsp",TRUE,FALSE,0.654492260762931,"fix_filter",14,4,5e+06,1.5e+07,5,7110389
13241,440,409,31,1720,0.237790697674419,0.929545454545455,0.0704545454545455,0.1,0.475535533381889,0.05,0.00797872340425532,1,119,2266,0.950573698146514,"TMMwsp",TRUE,FALSE,0.471358498146014,"ablate_filter",14,4,5e+06,1.5e+07,5,7110389
18546,701,642,59,1720,0.373255813953488,0.91583452211127,0.0841654778887304,0.1,0.596115257700617,0.991666666666667,0.043010752688172,0,120,885,1,"TMMwsp",TRUE,FALSE,0.468209086313744,"ctc_pipeline",14,5,2e+07,6e+07,5,31744219.5
18143,706,647,59,1720,0.376162790697674,0.91643059490085,0.0835694050991501,0.1,0.595331885887644,0.991666666666667,0.043010752688172,0,120,1936,1,"TMMwsp",TRUE,FALSE,0.456294352607786,"fix_filter",14,5,2e+07,6e+07,5,31744219.5
16459,716,654,62,1720,0.380232558139535,0.91340782122905,0.0865921787709497,0.1,0.5899242354906,0.991666666666667,0.043010752688172,5,120,2066,0.997095837366893,"TMMwsp",TRUE,FALSE,0.392276143585273,"ablate_filter",14,5,2e+07,6e+07,5,31744219.5
8754,35,33,2,1720,0.0191860465116279,0.942857142857143,0.0571428571428571,0.1,0.167607244060639,0,0,0,16,3751,0.995734470807785,"TMMwsp",TRUE,FALSE,1.73534494512702,"ctc_pipeline",15,1,1e+05,3e+05,5,155474
8754,35,33,2,1720,0.0191860465116279,0.942857142857143,0.0571428571428571,0.1,0.167957494062079,0,0,0,16,3751,0.995734470807785,"TMMwsp",TRUE,FALSE,1.73534494512702,"fix_filter",15,1,1e+05,3e+05,5,155474
5886,42,39,3,1720,0.0226744186046512,0.928571428571429,0.0714285714285714,0.1,0.165421804844247,0,0,0,16,3979,0.995978889168133,"TMMwsp",TRUE,FALSE,1.07640190550504,"ablate_filter",15,1,1e+05,3e+05,5,155474
