"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","exclusive_cpm","n_per_group","median_lib"
5034,165,152,13,1720,0.0883720930232558,0.921212121212121,0.0787878787878788,0.05,0.233160548884867,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.748678563111657,"edger_default",25,4,2,5,1090683.5
12375,117,115,2,1720,0.0668604651162791,0.982905982905983,0.0170940170940171,0.1,0.274038707448144,0,0,0,111,3675,0.981768707482993,"TMMwsp",TRUE,FALSE,1.34467492474474,"ctc_pipeline",25,5,5,5,643860.5
8700,135,129,6,1720,0.075,0.955555555555556,0.0444444444444444,0.1,0.26273394888375,0,0,0,44,0,NA,"TMMwsp",TRUE,FALSE,1.28142996379723,"ablate_exclusive",25,5,5,5,643860.5
4036,134,128,6,1720,0.0744186046511628,0.955223880597015,0.0447761194029851,0.05,0.214036344927744,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.723678929594642,"edger_default",25,5,5,5,643860.5
13038,165,159,6,1720,0.0924418604651163,0.963636363636364,0.0363636363636364,0.1,0.329875191490402,0.05,0,0,120,3543,0.989839119390347,"TMMwsp",TRUE,FALSE,1.23415654276526,"ctc_pipeline",25,6,10,5,886866
9495,184,173,11,1720,0.100581395348837,0.940217391304348,0.0597826086956522,0.1,0.310748955742601,0.075,0,0,84,0,NA,"TMMwsp",TRUE,FALSE,1.17891881373993,"ablate_exclusive",25,6,10,5,886866
4735,164,157,7,1720,0.0912790697674419,0.957317073170732,0.0426829268292683,0.05,0.2432027052554,0.0416666666666667,0,0,13,0,NA,"TMM",TRUE,FALSE,0.673446133316567,"edger_default",25,6,10,5,886866
13092,227,217,10,1720,0.126162790697674,0.955947136563877,0.0440528634361234,0.1,0.348594932212433,0.575,0,3,120,3448,0.996519721577726,"TMMwsp",TRUE,FALSE,1.22964374407578,"ctc_pipeline",25,7,20,5,789902.5
9644,241,228,13,1720,0.132558139534884,0.946058091286307,0.053941908713693,0.1,0.33455279202871,0.583333333333333,0,0,108,0,NA,"TMMwsp",TRUE,FALSE,1.1750017897928,"ablate_exclusive",25,7,20,5,789902.5
4983,214,204,10,1720,0.118604651162791,0.953271028037383,0.0467289719626168,0.05,0.274030099701976,0.425,0,0,54,0,NA,"TMM",TRUE,FALSE,0.705995707242857,"edger_default",25,7,20,5,789902.5
13035,300,285,15,1720,0.165697674418605,0.95,0.05,0.1,0.350064568738545,0.983333333333333,0.00236406619385343,0,120,3556,1,"TMMwsp",TRUE,FALSE,1.19343163208842,"ctc_pipeline",25,8,50,5,933725.5
9479,315,296,19,1720,0.172093023255814,0.93968253968254,0.0603174603174603,0.1,0.342042185773598,0.991666666666667,0.00236406619385343,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.13682176300493,"ablate_exclusive",25,8,50,5,933725.5
5056,298,280,18,1720,0.162790697674419,0.939597315436242,0.0604026845637584,0.05,0.308503097081304,0.983333333333333,0,0,119,0,NA,"TMM",TRUE,FALSE,0.690955519618952,"edger_default",25,8,50,5,933725.5
12455,147,142,5,1720,0.0825581395348837,0.965986394557823,0.0340136054421769,0.1,0.253826059906242,0,0,0,19,3656,0.99480306345733,"TMMwsp",TRUE,FALSE,1.25741931190854,"ctc_pipeline",26,1,0.1,5,969652
8799,154,146,8,1720,0.0848837209302326,0.948051948051948,0.051948051948052,0.1,0.244445816937543,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.1929417357459,"ablate_exclusive",26,1,0.1,5,969652
4574,145,137,8,1720,0.0796511627906977,0.944827586206897,0.0551724137931034,0.05,0.220284740030504,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.744436283051073,"edger_default",26,1,0.1,5,969652
12100,94,90,4,1720,0.0523255813953488,0.957446808510638,0.0425531914893617,0.1,0.226966085602368,0,0,0,47,3734,0.987948580610605,"TMMwsp",TRUE,FALSE,1.35450822371379,"ctc_pipeline",26,2,0.5,5,877905.5
8366,108,99,9,1720,0.0575581395348837,0.916666666666667,0.0833333333333333,0.1,0.211731887853285,0,0,0,2,0,NA,"TMMwsp",TRUE,FALSE,1.27692598709655,"ablate_exclusive",26,2,0.5,5,877905.5
4262,110,104,6,1720,0.0604651162790698,0.945454545454545,0.0545454545454545,0.05,0.198316735446664,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.799957442327258,"edger_default",26,2,0.5,5,877905.5
12981,154,147,7,1720,0.0854651162790698,0.954545454545455,0.0454545454545455,0.1,0.275816146306008,0,0,0,75,3627,0.98014888337469,"TMMwsp",TRUE,FALSE,1.21932597666897,"ctc_pipeline",26,3,1,5,1173431.5
9354,172,160,12,1720,0.0930232558139535,0.930232558139535,0.0697674418604651,0.1,0.258600032953867,0,0,0,3,0,NA,"TMMwsp",TRUE,FALSE,1.16472925321682,"ablate_exclusive",26,3,1,5,1173431.5
5226,160,153,7,1720,0.088953488372093,0.95625,0.04375,0.05,0.238046325887436,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.769837864749531,"edger_default",26,3,1,5,1173431.5
12940,168,160,8,1720,0.0930232558139535,0.952380952380952,0.0476190476190476,0.1,0.285077050711442,0,0,0,97,3584,0.977399553571429,"TMMwsp",TRUE,FALSE,1.24529889924139,"ctc_pipeline",26,4,2,5,1024026.5
9356,182,170,12,1720,0.0988372093023256,0.934065934065934,0.0659340659340659,0.1,0.268667877583592,0,0,0,16,0,NA,"TMMwsp",TRUE,FALSE,1.18792811860765,"ablate_exclusive",26,4,2,5,1024026.5
4868,171,163,8,1720,0.0947674418604651,0.953216374269006,0.0467836257309941,0.05,0.245945803893946,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.713484135827344,"edger_default",26,4,2,5,1024026.5
12904,121,112,9,1720,0.0651162790697674,0.925619834710744,0.0743801652892562,0.1,0.263440562460184,0,0,0,115,3588,0.979654403567447,"TMMwsp",TRUE,FALSE,1.24622157001339,"ctc_pipeline",26,5,5,5,831322
9316,136,123,13,1720,0.0715116279069767,0.904411764705882,0.0955882352941176,0.1,0.245988897991086,0,0,0,42,0,NA,"TMMwsp",TRUE,FALSE,1.19057004122044,"ablate_exclusive",26,5,5,5,831322
4836,124,115,9,1720,0.0668604651162791,0.92741935483871,0.0725806451612903,0.05,0.214033993119734,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.726499386866122,"edger_default",26,5,5,5,831322
12765,131,126,5,1720,0.0732558139534884,0.961832061068702,0.0381679389312977,0.1,0.298595454611437,0.00833333333333333,0.00244498777506112,0,120,3815,0.99213630406291,"TMMwsp",TRUE,FALSE,1.29068671772442,"ctc_pipeline",26,6,10,5,516173
8950,149,141,8,1720,0.0819767441860465,0.946308724832215,0.0536912751677852,0.1,0.279869174918892,0.025,0.00244498777506112,0,90,0,NA,"TMMwsp",TRUE,FALSE,1.22356209559414,"ablate_exclusive",26,6,10,5,516173
3898,134,128,6,1720,0.0744186046511628,0.955223880597015,0.0447761194029851,0.05,0.216742614467334,0.00833333333333333,0.00244498777506112,0,4,0,NA,"TMM",TRUE,FALSE,0.668440230507311,"edger_default",26,6,10,5,516173
12926,233,223,10,1720,0.129651162790698,0.957081545064378,0.0429184549356223,0.1,0.34201277864904,0.6,0.0048780487804878,1,119,3644,0.996706915477497,"TMMwsp",TRUE,FALSE,1.2311756714296,"ctc_pipeline",26,7,20,5,924645
9282,251,239,12,1720,0.138953488372093,0.952191235059761,0.047808764940239,0.1,0.325746283664865,0.65,0.0048780487804878,0,107,0,NA,"TMMwsp",TRUE,FALSE,1.17482827167085,"ablate_exclusive",26,7,20,5,924645
5143,222,213,9,1720,0.123837209302326,0.959459459459459,0.0405405405405405,0.05,0.279801274171816,0.5,0.0024390243902439,0,70,0,NA,"TMM",TRUE,FALSE,0.776023732290298,"edger_default",26,7,20,5,924645
13100,319,307,12,1720,0.178488372093023,0.962382445141066,0.0376175548589342,0.1,0.36454720153356,1,0,0,120,3432,1,"TMMwsp",TRUE,FALSE,1.1936500858533,"ctc_pipeline",26,8,50,5,973060.5
9668,334,315,19,1720,0.183139534883721,0.94311377245509,0.0568862275449102,0.1,0.349133795579726,1,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.14041153457168,"ablate_exclusive",26,8,50,5,973060.5
5127,321,306,15,1720,0.177906976744186,0.953271028037383,0.0467289719626168,0.05,0.325924449592574,1,0,0,120,0,NA,"TMM",TRUE,FALSE,0.680498717640667,"edger_default",26,8,50,5,973060.5
12723,132,130,2,1720,0.0755813953488372,0.984848484848485,0.0151515151515152,0.1,0.252840946699115,0,0,0,13,3663,0.996450996450996,"TMMwsp",TRUE,FALSE,1.2270784834321,"ctc_pipeline",27,1,0.1,5,827854
9060,138,135,3,1720,0.0784883720930233,0.978260869565217,0.0217391304347826,0.1,0.242595965588258,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.1676368542638,"ablate_exclusive",27,1,0.1,5,827854
4511,130,126,4,1720,0.0732558139534884,0.969230769230769,0.0307692307692308,0.05,0.214105020666741,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.682024142236361,"edger_default",27,1,0.1,5,827854
12384,122,119,3,1720,0.0691860465116279,0.975409836065574,0.0245901639344262,0.1,0.237667251964464,0,0,0,41,3740,0.98903743315508,"TMMwsp",TRUE,FALSE,1.27242931565962,"ctc_pipeline",27,2,0.5,5,831454
8644,132,128,4,1720,0.0744186046511628,0.96969696969697,0.0303030303030303,0.1,0.226336243919631,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.20550942577424,"ablate_exclusive",27,2,0.5,5,831454
4327,128,125,3,1720,0.0726744186046512,0.9765625,0.0234375,0.05,0.21004153154908,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.712253731771212,"edger_default",27,2,0.5,5,831454
12721,129,127,2,1720,0.0738372093023256,0.984496124031008,0.0155038759689922,0.1,0.273789099915044,0,0,0,76,3779,0.9812119608362,"TMMwsp",TRUE,FALSE,1.24208403074598,"ctc_pipeline",27,3,1,5,951065.5
8942,142,138,4,1720,0.0802325581395349,0.971830985915493,0.028169014084507,0.1,0.25847808157202,0,0,0,5,0,NA,"TMMwsp",TRUE,FALSE,1.17059811284177,"ablate_exclusive",27,3,1,5,951065.5
4566,139,135,4,1720,0.0784883720930233,0.971223021582734,0.0287769784172662,0.05,0.223244300208357,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.714444467081399,"edger_default",27,3,1,5,951065.5
12859,107,105,2,1720,0.061046511627907,0.981308411214953,0.0186915887850467,0.1,0.239609258662527,0,0,0,94,3749,0.978927714057082,"TMMwsp",TRUE,FALSE,1.29409856229766,"ctc_pipeline",27,4,2,5,906228
9110,115,111,4,1720,0.0645348837209302,0.965217391304348,0.0347826086956522,0.1,0.228705679900033,0,0,0,15,0,NA,"TMMwsp",TRUE,FALSE,1.22225284973968,"ablate_exclusive",27,4,2,5,906228
4683,108,105,3,1720,0.061046511627907,0.972222222222222,0.0277777777777778,0.05,0.201330581362754,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.746421798855203,"edger_default",27,4,2,5,906228
12705,138,130,8,1720,0.0755813953488372,0.942028985507246,0.0579710144927536,0.1,0.299483363438085,0.00833333333333333,0,0,109,3609,0.982266555832641,"TMMwsp",TRUE,FALSE,1.26627215505903,"ctc_pipeline",27,5,5,5,931087
9096,157,147,10,1720,0.0854651162790698,0.936305732484076,0.0636942675159236,0.1,0.277919087527614,0.025,0,0,45,0,NA,"TMMwsp",TRUE,FALSE,1.20194961652313,"ablate_exclusive",27,5,5,5,931087
4598,144,136,8,1720,0.0790697674418605,0.944444444444444,0.0555555555555556,0.05,0.231583828634534,0.00833333333333333,0,0,2,0,NA,"TMM",TRUE,FALSE,0.721708625526318,"edger_default",27,5,5,5,931087
12430,153,146,7,1720,0.0848837209302326,0.954248366013072,0.0457516339869281,0.1,0.316588890353587,0.0583333333333333,0,0,116,3612,0.99031007751938,"TMMwsp",TRUE,FALSE,1.29423804007238,"ctc_pipeline",27,6,10,5,993392
8818,171,160,11,1720,0.0930232558139535,0.935672514619883,0.064327485380117,0.1,0.291446051863681,0.0833333333333333,0,0,81,0,NA,"TMMwsp",TRUE,FALSE,1.2316659360378,"ablate_exclusive",27,6,10,5,993392
4533,149,145,4,1720,0.0843023255813953,0.973154362416107,0.0268456375838926,0.05,0.233252804311568,0.0333333333333333,0,0,7,0,NA,"TMM",TRUE,FALSE,0.755602919378897,"edger_default",27,6,10,5,993392
12830,255,239,16,1720,0.138953488372093,0.937254901960784,0.0627450980392157,0.1,0.338278184469716,0.716666666666667,0,1,120,3584,0.998883928571429,"TMMwsp",TRUE,FALSE,1.21226752234799,"ctc_pipeline",27,7,20,5,781910
9246,282,259,23,1720,0.150581395348837,0.918439716312057,0.0815602836879433,0.1,0.320685979232492,0.758333333333333,0,0,116,0,NA,"TMMwsp",TRUE,FALSE,1.15708141022526,"ablate_exclusive",27,7,20,5,781910
4519,229,218,11,1720,0.126744186046512,0.951965065502183,0.0480349344978166,0.05,0.262215244021046,0.558333333333333,0,0,76,0,NA,"TMM",TRUE,FALSE,0.647854960143385,"edger_default",27,7,20,5,781910
12161,237,231,6,1720,0.134302325581395,0.974683544303797,0.0253164556962025,0.1,0.324178070399351,0.983333333333333,0,0,120,3730,1,"TMMwsp",TRUE,FALSE,1.32998139390733,"ctc_pipeline",27,8,50,5,749860.5
8431,252,242,10,1720,0.140697674418605,0.96031746031746,0.0396825396825397,0.1,0.312454871627954,0.991666666666667,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.26333360689396,"ablate_exclusive",27,8,50,5,749860.5
4107,244,236,8,1720,0.137209302325581,0.967213114754098,0.0327868852459016,0.05,0.282773441897502,0.975,0,0,117,0,NA,"TMM",TRUE,FALSE,0.725112798840784,"edger_default",27,8,50,5,749860.5
12569,132,124,8,1720,0.072093023255814,0.93939393939394,0.0606060606060606,0.1,0.252823806281204,0,0,0,11,3615,0.996957123098202,"TMMwsp",TRUE,FALSE,1.25641967010055,"ctc_pipeline",28,1,0.1,5,1040346
8954,142,134,8,1720,0.077906976744186,0.943661971830986,0.0563380281690141,0.1,0.246857645304273,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.20038540772048,"ablate_exclusive",28,1,0.1,5,1040346
4851,138,133,5,1720,0.0773255813953488,0.963768115942029,0.036231884057971,0.05,0.231940301286995,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.777247664305542,"edger_default",28,1,0.1,5,1040346
12311,103,97,6,1720,0.0563953488372093,0.941747572815534,0.058252427184466,0.1,0.233885433416955,0,0,0,28,3772,0.992576882290562,"TMMwsp",TRUE,FALSE,1.31747656167289,"ctc_pipeline",28,2,0.5,5,977178
8539,112,106,6,1720,0.0616279069767442,0.946428571428571,0.0535714285714286,0.1,0.222325202361265,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.24017037720901,"ablate_exclusive",28,2,0.5,5,977178
4487,111,108,3,1720,0.0627906976744186,0.972972972972973,0.027027027027027,0.05,0.203514231797541,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.793943153663515,"edger_default",28,2,0.5,5,977178
12703,134,133,1,1720,0.0773255813953488,0.992537313432836,0.00746268656716418,0.1,0.254184612649069,0,0,0,69,3589,0.982446363889663,"TMMwsp",TRUE,FALSE,1.25197062073264,"ctc_pipeline",28,3,1,5,871964.5
9114,153,144,9,1720,0.0837209302325581,0.941176470588235,0.0588235294117647,0.1,0.243916424785733,0,0,0,6,0,NA,"TMMwsp",TRUE,FALSE,1.1912848376554,"ablate_exclusive",28,3,1,5,871964.5
4789,149,143,6,1720,0.0831395348837209,0.959731543624161,0.0402684563758389,0.05,0.224420713793922,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.732562340236811,"edger_default",28,3,1,5,871964.5
12676,138,130,8,1720,0.0755813953488372,0.942028985507246,0.0579710144927536,0.1,0.269765719172781,0,0,0,82,3694,0.979967514889009,"TMMwsp",TRUE,FALSE,1.2470641350983,"ctc_pipeline",28,4,2,5,979285.5
8982,154,145,9,1720,0.0843023255813953,0.941558441558442,0.0584415584415584,0.1,0.24945086956451,0,0,0,8,0,NA,"TMMwsp",TRUE,FALSE,1.19025285713081,"ablate_exclusive",28,4,2,5,979285.5
4908,140,133,7,1720,0.0773255813953488,0.95,0.05,0.05,0.215653979375811,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.768563663669235,"edger_default",28,4,2,5,979285.5
12267,120,116,4,1720,0.0674418604651163,0.966666666666667,0.0333333333333333,0.1,0.261220236460255,0,0,0,103,3880,0.980154639175258,"TMMwsp",TRUE,FALSE,1.28780550454131,"ctc_pipeline",28,5,5,5,479806
8387,136,130,6,1720,0.0755813953488372,0.955882352941177,0.0441176470588235,0.1,0.239651454301588,0,0,0,26,0,NA,"TMMwsp",TRUE,FALSE,1.22693646753146,"ablate_exclusive",28,5,5,5,479806
3762,129,124,5,1720,0.072093023255814,0.961240310077519,0.0387596899224806,0.05,0.207277500694486,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.674586167523282,"edger_default",28,5,5,5,479806
12442,146,139,7,1720,0.0808139534883721,0.952054794520548,0.047945205479452,0.1,0.314047614785079,0.141666666666667,0,0,120,3674,0.993467610234077,"TMMwsp",TRUE,FALSE,1.25473238729501,"ctc_pipeline",28,6,10,5,1093959.5
8768,174,164,10,1720,0.0953488372093023,0.942528735632184,0.0574712643678161,0.1,0.296535197479263,0.208333333333333,0,0,96,0,NA,"TMMwsp",TRUE,FALSE,1.19332967510668,"ablate_exclusive",28,6,10,5,1093959.5
4821,152,146,6,1720,0.0848837209302326,0.960526315789474,0.0394736842105263,0.05,0.244467315132897,0.15,0,0,32,0,NA,"TMM",TRUE,FALSE,0.789393287401209,"edger_default",28,6,10,5,1093959.5
12799,207,197,10,1720,0.11453488372093,0.951690821256039,0.0483091787439614,0.1,0.333498444983154,0.425,0,0,120,3548,0.998308906426156,"TMMwsp",TRUE,FALSE,1.25331461969979,"ctc_pipeline",28,7,20,5,687213
9251,243,226,17,1720,0.131395348837209,0.930041152263374,0.0699588477366255,0.1,0.321218449102782,0.55,0,0,114,0,NA,"TMMwsp",TRUE,FALSE,1.2001820717217,"ablate_exclusive",28,7,20,5,687213
4535,199,187,12,1720,0.108720930232558,0.939698492462312,0.0603015075376884,0.05,0.256260753674633,0.325,0,0,47,0,NA,"TMM",TRUE,FALSE,0.698652175712948,"edger_default",28,7,20,5,687213
12902,271,261,10,1720,0.151744186046512,0.96309963099631,0.03690036900369,0.1,0.331798125126435,1,0,1,120,3585,0.999721059972106,"TMMwsp",TRUE,FALSE,1.20736371503212,"ctc_pipeline",28,8,50,5,983591.5
9317,293,277,16,1720,0.161046511627907,0.945392491467577,0.0546075085324232,0.1,0.319455332347444,0.991666666666667,0,0,119,0,NA,"TMMwsp",TRUE,FALSE,1.14829681901695,"ablate_exclusive",28,8,50,5,983591.5
5060,278,268,10,1720,0.155813953488372,0.964028776978417,0.0359712230215827,0.05,0.294263835774252,0.966666666666667,0,0,116,0,NA,"TMM",TRUE,FALSE,0.732845195960854,"edger_default",28,8,50,5,983591.5
12513,141,132,9,1720,0.0767441860465116,0.936170212765957,0.0638297872340425,0.1,0.256197542200501,0,0,0,4,3711,0.998922123416869,"TMMwsp",TRUE,FALSE,1.28072630009366,"ctc_pipeline",29,1,0.1,5,713064
8802,154,145,9,1720,0.0843023255813953,0.941558441558442,0.0584415584415584,0.1,0.24573899581309,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.21299195914848,"ablate_exclusive",29,1,0.1,5,713064
4537,143,137,6,1720,0.0796511627906977,0.958041958041958,0.041958041958042,0.05,0.224878630192538,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.747213451019619,"edger_default",29,1,0.1,5,713064
11862,105,99,6,1720,0.0575581395348837,0.942857142857143,0.0571428571428571,0.1,0.228188146929226,0,0,0,32,3700,0.991351351351351,"TMMwsp",TRUE,FALSE,1.34391578910108,"ctc_pipeline",29,2,0.5,5,709434
8162,129,118,11,1720,0.0686046511627907,0.914728682170543,0.0852713178294574,0.1,0.215632618419434,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.28559826392526,"ablate_exclusive",29,2,0.5,5,709434
3873,119,112,7,1720,0.0651162790697674,0.941176470588235,0.0588235294117647,0.05,0.198128511168552,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.764785360328096,"edger_default",29,2,0.5,5,709434
12610,142,139,3,1720,0.0808139534883721,0.97887323943662,0.0211267605633803,0.1,0.25166446923571,0,0.0024390243902439,0,63,3691,0.983473313465186,"TMMwsp",TRUE,FALSE,1.26978131946854,"ctc_pipeline",29,3,1,5,816961.5
8919,149,143,6,1720,0.0831395348837209,0.959731543624161,0.0402684563758389,0.1,0.241553891095644,0,0.0024390243902439,0,2,0,NA,"TMMwsp",TRUE,FALSE,1.20799297772508,"ablate_exclusive",29,3,1,5,816961.5
4489,140,133,7,1720,0.0773255813953488,0.95,0.05,0.05,0.22448949473196,0,0.0024390243902439,0,0,0,NA,"TMM",TRUE,FALSE,0.727865013990261,"edger_default",29,3,1,5,816961.5
12606,159,151,8,1720,0.0877906976744186,0.949685534591195,0.050314465408805,0.1,0.275153661908939,0,0,0,85,3673,0.979036210182412,"TMMwsp",TRUE,FALSE,1.22051730689096,"ctc_pipeline",29,4,2,5,829963.5
8933,174,162,12,1720,0.0941860465116279,0.931034482758621,0.0689655172413793,0.1,0.255135765862893,0,0,0,8,0,NA,"TMMwsp",TRUE,FALSE,1.16069267092149,"ablate_exclusive",29,4,2,5,829963.5
4624,159,153,6,1720,0.088953488372093,0.962264150943396,0.0377358490566038,0.05,0.231018530130417,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.705557957152569,"edger_default",29,4,2,5,829963.5
12769,110,108,2,1720,0.0627906976744186,0.981818181818182,0.0181818181818182,0.1,0.271940868197889,0,0,0,114,3641,0.980774512496567,"TMMwsp",TRUE,FALSE,1.25923834115132,"ctc_pipeline",29,5,5,5,794554
9128,126,121,5,1720,0.0703488372093023,0.96031746031746,0.0396825396825397,0.1,0.249212815582603,0,0,0,44,0,NA,"TMMwsp",TRUE,FALSE,1.19491813485838,"ablate_exclusive",29,5,5,5,794554
4662,120,116,4,1720,0.0674418604651163,0.966666666666667,0.0333333333333333,0.05,0.207845482890585,0,0,0,1,0,NA,"TMM",TRUE,FALSE,0.72734979784857,"edger_default",29,5,5,5,794554
12211,121,114,7,1720,0.0662790697674419,0.942148760330578,0.0578512396694215,0.1,0.281772451596105,0.0416666666666667,0,0,118,3775,0.986490066225166,"TMMwsp",TRUE,FALSE,1.32091308041235,"ctc_pipeline",29,6,10,5,658943
8436,141,133,8,1720,0.0773255813953488,0.943262411347518,0.0567375886524823,0.1,0.255029337921015,0.0666666666666667,0,0,67,0,NA,"TMMwsp",TRUE,FALSE,1.26012742161107,"ablate_exclusive",29,6,10,5,658943
3841,119,114,5,1720,0.0662790697674419,0.957983193277311,0.0420168067226891,0.05,0.197287091880855,0.025,0,0,3,0,NA,"TMM",TRUE,FALSE,0.697898205948727,"edger_default",29,6,10,5,658943
12026,155,148,7,1720,0.086046511627907,0.954838709677419,0.0451612903225806,0.1,0.304223169862502,0.425,0,2,120,3675,0.993197278911565,"TMMwsp",TRUE,FALSE,1.3694357311465,"ctc_pipeline",29,7,20,5,627106.5
8351,180,170,10,1720,0.0988372093023256,0.944444444444444,0.0555555555555556,0.1,0.289864006510146,0.491666666666667,0,0,95,0,NA,"TMMwsp",TRUE,FALSE,1.30779791822379,"ablate_exclusive",29,7,20,5,627106.5
3778,124,122,2,1720,0.0709302325581395,0.983870967741935,0.0161290322580645,0.05,0.217902445754969,0.15,0,0,22,0,NA,"TMM",TRUE,FALSE,0.760563498857909,"edger_default",29,7,20,5,627106.5
13493,340,315,25,1720,0.183139534883721,0.926470588235294,0.0735294117647059,0.1,0.35053325482083,1,0,0,120,3496,1,"TMMwsp",TRUE,FALSE,1.16938831386717,"ctc_pipeline",29,8,50,5,1151357.5
9997,353,325,28,1720,0.188953488372093,0.920679886685552,0.0793201133144476,0.1,0.343909195863377,1,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.1129067855036,"ablate_exclusive",29,8,50,5,1151357.5
5428,322,303,19,1720,0.176162790697674,0.940993788819876,0.0590062111801242,0.05,0.312772485400154,1,0,0,120,0,NA,"TMM",TRUE,FALSE,0.689235229338917,"edger_default",29,8,50,5,1151357.5
12140,103,101,2,1720,0.0587209302325581,0.980582524271845,0.0194174757281553,0.1,0.236457563919055,0,0,0,5,3763,0.998671272920542,"TMMwsp",TRUE,FALSE,1.31042846442268,"ctc_pipeline",30,1,0.1,5,669706
8377,108,106,2,1720,0.0616279069767442,0.981481481481482,0.0185185185185185,0.1,0.23292748744589,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.23243910603029,"ablate_exclusive",30,1,0.1,5,669706
4011,110,108,2,1720,0.0627906976744186,0.981818181818182,0.0181818181818182,0.05,0.206151137641068,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.713613826102461,"edger_default",30,1,0.1,5,669706
12578,133,132,1,1720,0.0767441860465116,0.992481203007519,0.0075187969924812,0.1,0.259724122856169,0,0,0,40,3606,0.988907376594565,"TMMwsp",TRUE,FALSE,1.26185968735485,"ctc_pipeline",30,2,0.5,5,687666
8972,140,139,1,1720,0.0808139534883721,0.992857142857143,0.00714285714285714,0.1,0.242919103836913,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.2103541176231,"ablate_exclusive",30,2,0.5,5,687666
4392,133,133,0,1720,0.0773255813953488,1,0,0.05,0.218178527343909,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.703450201858655,"edger_default",30,2,0.5,5,687666
13061,112,106,6,1720,0.0616279069767442,0.946428571428571,0.0535714285714286,0.1,0.275327464253487,0,0,0,68,3561,0.982308340353833,"TMMwsp",TRUE,FALSE,1.20687378841043,"ctc_pipeline",30,3,1,5,1082771
9500,123,116,7,1720,0.0674418604651163,0.943089430894309,0.056910569105691,0.1,0.255993345300556,0,0,0,5,0,NA,"TMMwsp",TRUE,FALSE,1.15311403185827,"ablate_exclusive",30,3,1,5,1082771
5152,117,113,4,1720,0.0656976744186046,0.965811965811966,0.0341880341880342,0.05,0.23023487514577,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.711036603445925,"edger_default",30,3,1,5,1082771
13491,157,150,7,1720,0.0872093023255814,0.955414012738854,0.0445859872611465,0.1,0.273281258622984,0,0.00503778337531486,0,91,3510,0.97948717948718,"TMMwsp",TRUE,FALSE,1.18964976502844,"ctc_pipeline",30,4,2,5,1034485.5
9981,172,162,10,1720,0.0941860465116279,0.941860465116279,0.0581395348837209,0.1,0.256237641040846,0,0.00503778337531486,0,19,0,NA,"TMMwsp",TRUE,FALSE,1.13600921963791,"ablate_exclusive",30,4,2,5,1034485.5
5372,167,159,8,1720,0.0924418604651163,0.952095808383233,0.0479041916167665,0.05,0.231680495356231,0,0.00503778337531486,0,0,0,NA,"TMM",TRUE,FALSE,0.687026602119305,"edger_default",30,4,2,5,1034485.5
12310,116,108,8,1720,0.0627906976744186,0.931034482758621,0.0689655172413793,0.1,0.251826300151155,0,0,0,112,3825,0.984575163398693,"TMMwsp",TRUE,FALSE,1.31520747886681,"ctc_pipeline",30,5,5,5,740997.5
