"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","exclusive_cpm","n_per_group","median_lib"
4397,137,128,9,1720,0.0744186046511628,0.934306569343066,0.0656934306569343,0.05,0.227903555800332,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.75196951280334,"edger_default",14,1,0.1,5,797037.5
12452,137,132,5,1720,0.0767441860465116,0.963503649635037,0.0364963503649635,0.1,0.261567756663318,0,0,0,45,3523,0.987226795344877,"TMMwsp",TRUE,FALSE,1.23494341679507,"ctc_pipeline",14,2,0.5,5,756276.5
8929,152,142,10,1720,0.0825581395348837,0.93421052631579,0.0657894736842105,0.1,0.251166385738001,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.17481188171702,"ablate_exclusive",14,2,0.5,5,756276.5
4371,144,138,6,1720,0.0802325581395349,0.958333333333333,0.0416666666666667,0.05,0.221323875876821,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.664628241967323,"edger_default",14,2,0.5,5,756276.5
13042,146,140,6,1720,0.0813953488372093,0.958904109589041,0.0410958904109589,0.1,0.27077663395935,0,0,0,57,3682,0.985062466051059,"TMMwsp",TRUE,FALSE,1.22343297462038,"ctc_pipeline",14,3,1,5,1019108
9360,160,149,11,1720,0.0866279069767442,0.93125,0.06875,0.1,0.257011122572962,0,0,0,2,0,NA,"TMMwsp",TRUE,FALSE,1.16537097353361,"ablate_exclusive",14,3,1,5,1019108
5108,150,143,7,1720,0.0831395348837209,0.953333333333333,0.0466666666666667,0.05,0.227838134861462,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.743501009150814,"edger_default",14,3,1,5,1019108
12331,127,123,4,1720,0.0715116279069767,0.968503937007874,0.031496062992126,0.1,0.268431233149618,0,0,0,79,3633,0.97963115882191,"TMMwsp",TRUE,FALSE,1.31213233385718,"ctc_pipeline",14,4,2,5,579189
8698,140,135,5,1720,0.0784883720930233,0.964285714285714,0.0357142857142857,0.1,0.252844192278943,0,0,0,5,0,NA,"TMMwsp",TRUE,FALSE,1.24724660713651,"ablate_exclusive",14,4,2,5,579189
4241,132,129,3,1720,0.075,0.977272727272727,0.0227272727272727,0.05,0.225934189120497,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.719179503970209,"edger_default",14,4,2,5,579189
12252,97,94,3,1720,0.0546511627906977,0.969072164948454,0.0309278350515464,0.1,0.26274789112305,0,0,0,110,3771,0.98196764783877,"TMMwsp",TRUE,FALSE,1.31710623783959,"ctc_pipeline",14,5,5,5,584628.5
8481,117,108,9,1720,0.0627906976744186,0.923076923076923,0.0769230769230769,0.1,0.242543092935936,0.00833333333333333,0,0,42,0,NA,"TMMwsp",TRUE,FALSE,1.2514483521884,"ablate_exclusive",14,5,5,5,584628.5
3704,105,95,10,1720,0.0552325581395349,0.904761904761905,0.0952380952380952,0.05,0.197815779000757,0,0,0,1,0,NA,"TMM",TRUE,FALSE,0.671584456679261,"edger_default",14,5,5,5,584628.5
12793,135,133,2,1720,0.0773255813953488,0.985185185185185,0.0148148148148148,0.1,0.321331915235812,0.0333333333333333,0,0,119,3602,0.990838423098279,"TMMwsp",TRUE,FALSE,1.25352392471093,"ctc_pipeline",14,6,10,5,1087715
9191,161,155,6,1720,0.0901162790697674,0.962732919254658,0.0372670807453416,0.1,0.2998833146921,0.125,0,0,86,0,NA,"TMMwsp",TRUE,FALSE,1.19318028211376,"ablate_exclusive",14,6,10,5,1087715
5023,137,133,4,1720,0.0773255813953488,0.970802919708029,0.0291970802919708,0.05,0.242547201138667,0.0333333333333333,0,0,15,0,NA,"TMM",TRUE,FALSE,0.770691865238671,"edger_default",14,6,10,5,1087715
13382,296,277,19,1720,0.161046511627907,0.935810810810811,0.0641891891891892,0.1,0.356647280006003,0.75,0,1,120,3413,0.998828010547905,"TMMwsp",TRUE,FALSE,1.17845200687021,"ctc_pipeline",14,7,20,5,1071513
9969,321,298,23,1720,0.173255813953488,0.928348909657321,0.0716510903426791,0.1,0.347708212229368,0.8,0,0,116,0,NA,"TMMwsp",TRUE,FALSE,1.12304252447975,"ablate_exclusive",14,7,20,5,1071513
5373,283,270,13,1720,0.156976744186047,0.954063604240283,0.0459363957597173,0.05,0.315761059324665,0.716666666666667,0,0,97,0,NA,"TMM",TRUE,FALSE,0.691834485419169,"edger_default",14,7,20,5,1071513
12300,255,249,6,1720,0.144767441860465,0.976470588235294,0.0235294117647059,0.1,0.327773296889043,0.983333333333333,0.00268096514745308,1,120,3662,0.999180775532496,"TMMwsp",TRUE,FALSE,1.29134812471199,"ctc_pipeline",14,8,50,5,705350
8638,277,261,16,1720,0.151744186046512,0.942238267148014,0.0577617328519856,0.1,0.318544065962889,0.975,0.00268096514745308,0,117,0,NA,"TMMwsp",TRUE,FALSE,1.21340608150849,"ablate_exclusive",14,8,50,5,705350
4427,266,255,11,1720,0.148255813953488,0.958646616541353,0.0413533834586466,0.05,0.294439313949273,0.941666666666667,0.00268096514745308,0,114,0,NA,"TMM",TRUE,FALSE,0.744955081576641,"edger_default",14,8,50,5,705350
12388,101,96,5,1720,0.0558139534883721,0.95049504950495,0.0495049504950495,0.1,0.23153542303532,0,0,0,11,3600,0.996944444444444,"TMMwsp",TRUE,FALSE,1.28431427418287,"ctc_pipeline",15,1,0.1,5,724072.5
8788,111,105,6,1720,0.061046511627907,0.945945945945946,0.0540540540540541,0.1,0.223278486899471,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.21733889801855,"ablate_exclusive",15,1,0.1,5,724072.5
4393,108,103,5,1720,0.0598837209302326,0.953703703703704,0.0462962962962963,0.05,0.199733301767949,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.743422585156718,"edger_default",15,1,0.1,5,724072.5
11960,107,104,3,1720,0.0604651162790698,0.97196261682243,0.0280373831775701,0.1,0.248458628779539,0,0,0,43,3675,0.988571428571429,"TMMwsp",TRUE,FALSE,1.28334747932311,"ctc_pipeline",15,2,0.5,5,795247.5
8285,124,118,6,1720,0.0686046511627907,0.951612903225806,0.0483870967741935,0.1,0.234969020947474,0,0,0,1,0,NA,"TMMwsp",TRUE,FALSE,1.22087863521065,"ablate_exclusive",15,2,0.5,5,795247.5
4063,113,109,4,1720,0.0633720930232558,0.964601769911504,0.0353982300884956,0.05,0.205654961766959,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.739719402544326,"edger_default",15,2,0.5,5,795247.5
12095,114,112,2,1720,0.0651162790697674,0.982456140350877,0.0175438596491228,0.1,0.246251324818154,0,0,0,64,3684,0.982899022801303,"TMMwsp",TRUE,FALSE,1.31490978806354,"ctc_pipeline",15,3,1,5,800447
8411,131,127,4,1720,0.0738372093023256,0.969465648854962,0.0305343511450382,0.1,0.234472469794015,0,0,0,1,0,NA,"TMMwsp",TRUE,FALSE,1.24736824184652,"ablate_exclusive",15,3,1,5,800447
4149,114,110,4,1720,0.063953488372093,0.964912280701754,0.0350877192982456,0.05,0.201117571744692,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.727953106098701,"edger_default",15,3,1,5,800447
11994,100,99,1,1720,0.0575581395348837,0.99,0.01,0.1,0.23693429218384,0,0,0,79,3774,0.981981981981982,"TMMwsp",TRUE,FALSE,1.34016114669965,"ctc_pipeline",15,4,2,5,927956
8220,124,117,7,1720,0.0680232558139535,0.943548387096774,0.0564516129032258,0.1,0.225313480128498,0,0,0,11,0,NA,"TMMwsp",TRUE,FALSE,1.27228653677608,"ablate_exclusive",15,4,2,5,927956
4215,113,111,2,1720,0.0645348837209302,0.982300884955752,0.0176991150442478,0.05,0.195988316323246,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.790137670255422,"edger_default",15,4,2,5,927956
12282,129,125,4,1720,0.0726744186046512,0.968992248062015,0.0310077519379845,0.1,0.286654244069688,0.00833333333333333,0.00245098039215686,0,110,3712,0.984375,"TMMwsp",TRUE,FALSE,1.26636635904344,"ctc_pipeline",15,5,5,5,1154966.5
8570,150,137,13,1720,0.0796511627906977,0.913333333333333,0.0866666666666667,0.1,0.26498071407259,0.00833333333333333,0.00245098039215686,0,52,0,NA,"TMMwsp",TRUE,FALSE,1.19057718302536,"ablate_exclusive",15,5,5,5,1154966.5
4623,139,132,7,1720,0.0767441860465116,0.949640287769784,0.0503597122302158,0.05,0.227650724372271,0,0.00245098039215686,0,4,0,NA,"TMM",TRUE,FALSE,0.778630011594823,"edger_default",15,5,5,5,1154966.5
11920,128,121,7,1720,0.0703488372093023,0.9453125,0.0546875,0.1,0.287132484059089,0.108333333333333,0,0,117,3796,0.98840885142255,"TMMwsp",TRUE,FALSE,1.31066489244645,"ctc_pipeline",15,6,10,5,939442.5
8124,156,144,12,1720,0.0837209302325581,0.923076923076923,0.0769230769230769,0.1,0.264218693343405,0.15,0,0,73,0,NA,"TMMwsp",TRUE,FALSE,1.23813162440758,"ablate_exclusive",15,6,10,5,939442.5
4074,139,131,8,1720,0.0761627906976744,0.942446043165468,0.0575539568345324,0.05,0.215807886565451,0.0916666666666667,0,0,15,0,NA,"TMM",TRUE,FALSE,0.749554953841086,"edger_default",15,6,10,5,939442.5
12068,172,162,10,1720,0.0941860465116279,0.941860465116279,0.0581395348837209,0.1,0.311477650752387,0.325,0.0026246719160105,0,120,3725,0.99758389261745,"TMMwsp",TRUE,FALSE,1.32209593293378,"ctc_pipeline",15,7,20,5,617485.5
8343,188,178,10,1720,0.103488372093023,0.946808510638298,0.0531914893617021,0.1,0.300484670262634,0.383333333333333,0.0026246719160105,0,111,0,NA,"TMMwsp",TRUE,FALSE,1.2527783045914,"ablate_exclusive",15,7,20,5,617485.5
3911,157,150,7,1720,0.0872093023255814,0.955414012738854,0.0445859872611465,0.05,0.233668440603736,0.241666666666667,0.0026246719160105,0,43,0,NA,"TMM",TRUE,FALSE,0.703839804313914,"edger_default",15,7,20,5,617485.5
12938,305,296,9,1720,0.172093023255814,0.970491803278689,0.0295081967213115,0.1,0.353994496205535,1,0,0,120,3535,1,"TMMwsp",TRUE,FALSE,1.21393877398054,"ctc_pipeline",15,8,50,5,877433
9403,327,312,15,1720,0.181395348837209,0.954128440366973,0.0458715596330275,0.1,0.34107400124378,1,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.15549784793923,"ablate_exclusive",15,8,50,5,877433
4875,305,297,8,1720,0.172674418604651,0.973770491803279,0.0262295081967213,0.05,0.311099193775876,1,0,0,120,0,NA,"TMM",TRUE,FALSE,0.696550355445507,"edger_default",15,8,50,5,877433
12715,134,127,7,1720,0.0738372093023256,0.947761194029851,0.0522388059701493,0.1,0.268818952998204,0,0,0,6,3470,0.998270893371758,"TMMwsp",TRUE,FALSE,1.22231726323638,"ctc_pipeline",16,1,0.1,5,997383
9245,146,138,8,1720,0.0802325581395349,0.945205479452055,0.0547945205479452,0.1,0.258346249737309,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.1648675492787,"ablate_exclusive",16,1,0.1,5,997383
4779,134,128,6,1720,0.0744186046511628,0.955223880597015,0.0447761194029851,0.05,0.23520550895649,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.709539519408275,"edger_default",16,1,0.1,5,997383
11975,115,111,4,1720,0.0645348837209302,0.965217391304348,0.0347826086956522,0.1,0.243492345129817,0,0,0,23,3758,0.993879723257052,"TMMwsp",TRUE,FALSE,1.3594440662185,"ctc_pipeline",16,2,0.5,5,568221.5
8217,134,128,6,1720,0.0744186046511628,0.955223880597015,0.0447761194029851,0.1,0.232864767654517,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.29433589582825,"ablate_exclusive",16,2,0.5,5,568221.5
3749,134,130,4,1720,0.0755813953488372,0.970149253731343,0.0298507462686567,0.05,0.205567052908057,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.715454405616404,"edger_default",16,2,0.5,5,568221.5
11804,111,107,4,1720,0.0622093023255814,0.963963963963964,0.036036036036036,0.1,0.240528378854909,0,0,0,53,3742,0.985836451095671,"TMMwsp",TRUE,FALSE,1.37889638079562,"ctc_pipeline",16,3,1,5,561012.5
8062,126,119,7,1720,0.0691860465116279,0.944444444444444,0.0555555555555556,0.1,0.225899553393501,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.31008275379588,"ablate_exclusive",16,3,1,5,561012.5
3767,115,114,1,1720,0.0662790697674419,0.991304347826087,0.00869565217391304,0.05,0.203579415246321,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.759836219404209,"edger_default",16,3,1,5,561012.5
13172,146,140,6,1720,0.0813953488372093,0.958904109589041,0.0410958904109589,0.1,0.278395088902189,0,0,0,87,3634,0.980462300495322,"TMMwsp",TRUE,FALSE,1.20581126353253,"ctc_pipeline",16,4,2,5,889107
9538,156,149,7,1720,0.0866279069767442,0.955128205128205,0.0448717948717949,0.1,0.264482919160482,0,0,0,16,0,NA,"TMMwsp",TRUE,FALSE,1.14543653355433,"ablate_exclusive",16,4,2,5,889107
5012,143,138,5,1720,0.0802325581395349,0.965034965034965,0.034965034965035,0.05,0.238142313986495,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.696206229947685,"edger_default",16,4,2,5,889107
12579,138,130,8,1720,0.0755813953488372,0.942028985507246,0.0579710144927536,0.1,0.287635250488299,0,0,0,117,3643,0.981334065330771,"TMMwsp",TRUE,FALSE,1.28983065647789,"ctc_pipeline",16,5,5,5,897557.5
8936,158,145,13,1720,0.0843023255813953,0.917721518987342,0.0822784810126582,0.1,0.26986865741433,0,0,0,49,0,NA,"TMMwsp",TRUE,FALSE,1.23531920887372,"ablate_exclusive",16,5,5,5,897557.5
4584,152,142,10,1720,0.0825581395348837,0.93421052631579,0.0657894736842105,0.05,0.232722614980844,0,0,0,2,0,NA,"TMM",TRUE,FALSE,0.76122106974829,"edger_default",16,5,5,5,897557.5
12232,87,85,2,1720,0.0494186046511628,0.977011494252874,0.0229885057471264,0.1,0.278143414852892,0.00833333333333333,0,0,118,3815,0.991612057667104,"TMMwsp",TRUE,FALSE,1.33246321402076,"ctc_pipeline",16,6,10,5,727572
8417,106,102,4,1720,0.0593023255813954,0.962264150943396,0.0377358490566038,0.1,0.26331404345362,0.0416666666666667,0,0,86,0,NA,"TMMwsp",TRUE,FALSE,1.26108769456685,"ablate_exclusive",16,6,10,5,727572
4122,98,94,4,1720,0.0546511627906977,0.959183673469388,0.0408163265306122,0.05,0.198071168206008,0.0333333333333333,0,0,11,0,NA,"TMM",TRUE,FALSE,0.78285130743513,"edger_default",16,6,10,5,727572
13179,295,285,10,1720,0.165697674418605,0.966101694915254,0.0338983050847458,0.1,0.362467231213981,0.775,0,1,120,3558,0.997470489038786,"TMMwsp",TRUE,FALSE,1.16903285994298,"ctc_pipeline",16,7,20,5,1112324
9621,314,301,13,1720,0.175,0.95859872611465,0.0414012738853503,0.1,0.350084989422884,0.791666666666667,0,0,111,0,NA,"TMMwsp",TRUE,FALSE,1.10918952183699,"ablate_exclusive",16,7,20,5,1112324
5366,277,268,9,1720,0.155813953488372,0.967509025270758,0.0324909747292419,0.05,0.303301424040518,0.616666666666667,0,0,82,0,NA,"TMM",TRUE,FALSE,0.711375013425503,"edger_default",16,7,20,5,1112324
12977,287,275,12,1720,0.159883720930233,0.958188153310105,0.0418118466898955,0.1,0.345944734496876,1,0,0,120,3372,1,"TMMwsp",TRUE,FALSE,1.21544149832272,"ctc_pipeline",16,8,50,5,1025478
9605,308,292,16,1720,0.169767441860465,0.948051948051948,0.051948051948052,0.1,0.335021459325598,1,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.1596990223411,"ablate_exclusive",16,8,50,5,1025478
5089,289,277,12,1720,0.161046511627907,0.958477508650519,0.041522491349481,0.05,0.299745453432732,1,0,0,120,0,NA,"TMM",TRUE,FALSE,0.70880499809359,"edger_default",16,8,50,5,1025478
12329,132,131,1,1720,0.0761627906976744,0.992424242424242,0.00757575757575758,0.1,0.268155380862986,0,0,0,10,3673,0.99727742989382,"TMMwsp",TRUE,FALSE,1.33653293367799,"ctc_pipeline",17,1,0.1,5,894320.5
8656,142,139,3,1720,0.0808139534883721,0.97887323943662,0.0211267605633803,0.1,0.25489054511471,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.28010322479154,"ablate_exclusive",17,1,0.1,5,894320.5
4667,135,134,1,1720,0.077906976744186,0.992592592592593,0.00740740740740741,0.05,0.228119908651471,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.83586511115454,"edger_default",17,1,0.1,5,894320.5
12482,159,154,5,1720,0.0895348837209302,0.968553459119497,0.0314465408805031,0.1,0.266376507823121,0,0.00261096605744125,0,35,3629,0.990355469826398,"TMMwsp",TRUE,FALSE,1.27629000412023,"ctc_pipeline",17,2,0.5,5,647981
8853,181,168,13,1720,0.0976744186046512,0.92817679558011,0.0718232044198895,0.1,0.257499153707599,0,0.00261096605744125,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.21819294663668,"ablate_exclusive",17,2,0.5,5,647981
4276,170,160,10,1720,0.0930232558139535,0.941176470588235,0.0588235294117647,0.05,0.226602385416843,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.703039344026653,"edger_default",17,2,0.5,5,647981
12467,133,126,7,1720,0.0732558139534884,0.947368421052632,0.0526315789473684,0.1,0.255147139513103,0,0,0,66,3654,0.981937602627258,"TMMwsp",TRUE,FALSE,1.21516694595928,"ctc_pipeline",17,3,1,5,855893
8813,144,134,10,1720,0.077906976744186,0.930555555555556,0.0694444444444444,0.1,0.242348767999349,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.15759338949414,"ablate_exclusive",17,3,1,5,855893
4728,142,133,9,1720,0.0773255813953488,0.936619718309859,0.0633802816901408,0.05,0.219991172167785,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.73292335124189,"edger_default",17,3,1,5,855893
11528,101,97,4,1720,0.0563953488372093,0.96039603960396,0.0396039603960396,0.1,0.246170308204317,0,0.00252525252525253,0,74,3800,0.981842105263158,"TMMwsp",TRUE,FALSE,1.39597058725769,"ctc_pipeline",17,4,2,5,696540.5
7728,111,103,8,1720,0.0598837209302326,0.927927927927928,0.0720720720720721,0.1,0.229468588005351,0,0.00252525252525253,0,5,0,NA,"TMMwsp",TRUE,FALSE,1.32178514130282,"ablate_exclusive",17,4,2,5,696540.5
3671,110,103,7,1720,0.0598837209302326,0.936363636363636,0.0636363636363636,0.05,0.203115126920508,0,0.00252525252525253,0,0,0,NA,"TMM",TRUE,FALSE,0.776732382288233,"edger_default",17,4,2,5,696540.5
12297,97,93,4,1720,0.0540697674418605,0.958762886597938,0.0412371134020619,0.1,0.266334201520921,0,0,0,115,3766,0.982740308019118,"TMMwsp",TRUE,FALSE,1.29822303024321,"ctc_pipeline",17,5,5,5,874109.5
8531,111,105,6,1720,0.061046511627907,0.945945945945946,0.0540540540540541,0.1,0.238406999511492,0,0,0,50,0,NA,"TMMwsp",TRUE,FALSE,1.23143043832824,"ablate_exclusive",17,5,5,5,874109.5
4351,111,104,7,1720,0.0604651162790698,0.936936936936937,0.0630630630630631,0.05,0.194244349267312,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.766953105487232,"edger_default",17,5,5,5,874109.5
12246,115,109,6,1720,0.0633720930232558,0.947826086956522,0.0521739130434783,0.1,0.26856119675764,0.00833333333333333,0,0,117,3907,0.988482211415408,"TMMwsp",TRUE,FALSE,1.32669191088345,"ctc_pipeline",17,6,10,5,709061
8339,137,124,13,1720,0.072093023255814,0.905109489051095,0.0948905109489051,0.1,0.251577521964375,0.0166666666666667,0,0,72,0,NA,"TMMwsp",TRUE,FALSE,1.25655904637395,"ablate_exclusive",17,6,10,5,709061
4090,117,109,8,1720,0.0633720930232558,0.931623931623932,0.0683760683760684,0.05,0.202352976947595,0.00833333333333333,0,0,3,0,NA,"TMM",TRUE,FALSE,0.768154664186479,"edger_default",17,6,10,5,709061
13206,236,224,12,1720,0.130232558139535,0.949152542372881,0.0508474576271186,0.1,0.352031422071753,0.575,0,0,120,3522,0.999148211243612,"TMMwsp",TRUE,FALSE,1.23923536310952,"ctc_pipeline",17,7,20,5,921414
9684,254,240,14,1720,0.13953488372093,0.94488188976378,0.0551181102362205,0.1,0.340717892955045,0.641666666666667,0,0,117,0,NA,"TMMwsp",TRUE,FALSE,1.1865442802058,"ablate_exclusive",17,7,20,5,921414
5056,232,221,11,1720,0.128488372093023,0.952586206896552,0.0474137931034483,0.05,0.289898588670629,0.541666666666667,0,0,78,0,NA,"TMM",TRUE,FALSE,0.72199595726194,"edger_default",17,7,20,5,921414
12800,328,306,22,1720,0.177906976744186,0.932926829268293,0.0670731707317073,0.1,0.362699466661088,1,0,0,120,3504,1,"TMMwsp",TRUE,FALSE,1.22412231149024,"ctc_pipeline",17,8,50,5,1229229.5
9296,355,323,32,1720,0.187790697674419,0.909859154929577,0.0901408450704225,0.1,0.355737210310623,1,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.17036368272042,"ablate_exclusive",17,8,50,5,1229229.5
5150,323,305,18,1720,0.177325581395349,0.944272445820433,0.0557275541795666,0.05,0.330963023737374,0.983333333333333,0,0,118,0,NA,"TMM",TRUE,FALSE,0.76213467594038,"edger_default",17,8,50,5,1229229.5
13188,171,160,11,1720,0.0930232558139535,0.935672514619883,0.064327485380117,0.1,0.27128554182541,0,0,0,17,3423,0.99503359626059,"TMMwsp",TRUE,FALSE,1.15093301190987,"ctc_pipeline",18,1,0.1,5,1164351
9765,179,167,12,1720,0.097093023255814,0.932960893854749,0.0670391061452514,0.1,0.262657236198897,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.10060387162378,"ablate_exclusive",18,1,0.1,5,1164351
5469,170,161,9,1720,0.0936046511627907,0.947058823529412,0.0529411764705882,0.05,0.237800723673469,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.715062833436358,"edger_default",18,1,0.1,5,1164351
12576,124,116,8,1720,0.0674418604651163,0.935483870967742,0.0645161290322581,0.1,0.258961587517856,0,0,0,23,3634,0.993670886075949,"TMMwsp",TRUE,FALSE,1.23564912329293,"ctc_pipeline",18,2,0.5,5,791739
8942,141,131,10,1720,0.0761627906976744,0.929078014184397,0.0709219858156028,0.1,0.244481389430182,0,0,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.17723807670232,"ablate_exclusive",18,2,0.5,5,791739
4731,130,123,7,1720,0.0715116279069767,0.946153846153846,0.0538461538461538,0.05,0.214301238210939,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.742926150180606,"edger_default",18,2,0.5,5,791739
13115,157,152,5,1720,0.0883720930232558,0.968152866242038,0.0318471337579618,0.1,0.277091490875856,0,0.00256410256410256,0,73,3567,0.981777403980936,"TMMwsp",TRUE,FALSE,1.20455475870936,"ctc_pipeline",18,3,1,5,1161590
9548,167,159,8,1720,0.0924418604651163,0.952095808383233,0.0479041916167665,0.1,0.264968480902555,0,0.00256410256410256,0,8,0,NA,"TMMwsp",TRUE,FALSE,1.15082347596149,"ablate_exclusive",18,3,1,5,1161590
5418,159,153,6,1720,0.088953488372093,0.962264150943396,0.0377358490566038,0.05,0.236973782164914,0,0.00256410256410256,0,0,0,NA,"TMM",TRUE,FALSE,0.759233295563178,"edger_default",18,3,1,5,1161590
13216,141,131,10,1720,0.0761627906976744,0.929078014184397,0.0709219858156028,0.1,0.26753966466877,0,0,0,94,3589,0.977152410142101,"TMMwsp",TRUE,FALSE,1.20943354803282,"ctc_pipeline",18,4,2,5,991341.5
9627,159,145,14,1720,0.0843023255813953,0.911949685534591,0.0880503144654088,0.1,0.247831869382359,0,0,0,12,0,NA,"TMMwsp",TRUE,FALSE,1.15897949099023,"ablate_exclusive",18,4,2,5,991341.5
5234,152,139,13,1720,0.0808139534883721,0.914473684210526,0.0855263157894737,0.05,0.222736853682952,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.744315107497363,"edger_default",18,4,2,5,991341.5
12772,139,132,7,1720,0.0767441860465116,0.949640287769784,0.0503597122302158,0.1,0.278599888995159,0,0.00518134715025907,0,119,3798,0.983149025803054,"TMMwsp",TRUE,FALSE,1.25943841895215,"ctc_pipeline",18,5,5,5,934093.5
8974,154,146,8,1720,0.0848837209302326,0.948051948051948,0.051948051948052,0.1,0.258566345674936,0,0.00518134715025907,0,55,0,NA,"TMMwsp",TRUE,FALSE,1.19470792508615,"ablate_exclusive",18,5,5,5,934093.5
4767,142,135,7,1720,0.0784883720930233,0.950704225352113,0.0492957746478873,0.05,0.219269305700969,0,0,0,0,0,NA,"TMM",TRUE,FALSE,0.770789203617383,"edger_default",18,5,5,5,934093.5
12700,138,133,5,1720,0.0773255813953488,0.963768115942029,0.036231884057971,0.1,0.316373611193209,0.0583333333333333,0.00253164556962025,1,119,3686,0.989148128052089,"TMMwsp",TRUE,FALSE,1.2756606823127,"ctc_pipeline",18,6,10,5,862811.5
9014,165,154,11,1720,0.0895348837209302,0.933333333333333,0.0666666666666667,0.1,0.292823505208725,0.0666666666666667,0.00253164556962025,0,79,0,NA,"TMMwsp",TRUE,FALSE,1.21899569568355,"ablate_exclusive",18,6,10,5,862811.5
4701,145,141,4,1720,0.0819767441860465,0.972413793103448,0.0275862068965517,0.05,0.234030312142971,0.0333333333333333,0.00253164556962025,0,11,0,NA,"TMM",TRUE,FALSE,0.771828513689146,"edger_default",18,6,10,5,862811.5
12431,204,195,9,1720,0.113372093023256,0.955882352941177,0.0441176470588235,0.1,0.335772466324207,0.583333333333333,0,3,120,3627,0.994485800937414,"TMMwsp",TRUE,FALSE,1.29804072668646,"ctc_pipeline",18,7,20,5,956381.5
8804,228,214,14,1720,0.124418604651163,0.93859649122807,0.0614035087719298,0.1,0.317217861275301,0.608333333333333,0,0,100,0,NA,"TMMwsp",TRUE,FALSE,1.24211990815103,"ablate_exclusive",18,7,20,5,956381.5
4635,201,193,8,1720,0.112209302325581,0.960199004975124,0.0398009950248756,0.05,0.264269249503838,0.525,0,0,71,0,NA,"TMM",TRUE,FALSE,0.775422952962839,"edger_default",18,7,20,5,956381.5
12689,283,267,16,1720,0.155232558139535,0.943462897526502,0.0565371024734982,0.1,0.329721001166428,0.975,0,0,120,3552,1,"TMMwsp",TRUE,FALSE,1.23290781355446,"ctc_pipeline",18,8,50,5,814985.5
9137,293,274,19,1720,0.159302325581395,0.935153583617747,0.0648464163822526,0.1,0.316959175960416,0.975,0,0,120,0,NA,"TMMwsp",TRUE,FALSE,1.17372979303836,"ablate_exclusive",18,8,50,5,814985.5
4798,272,262,10,1720,0.152325581395349,0.963235294117647,0.0367647058823529,0.05,0.286290310805673,0.975,0,0,118,0,NA,"TMM",TRUE,FALSE,0.71680131980202,"edger_default",18,8,50,5,814985.5
11648,106,100,6,1720,0.0581395348837209,0.943396226415094,0.0566037735849057,0.1,0.23302391853891,0,0.0024390243902439,0,6,3655,0.998358413132695,"TMMwsp",TRUE,FALSE,1.36340967193816,"ctc_pipeline",19,1,0.1,5,632452.5
7993,119,111,8,1720,0.0645348837209302,0.932773109243697,0.0672268907563025,0.1,0.225752349188363,0,0.0024390243902439,0,0,0,NA,"TMMwsp",TRUE,FALSE,1.28811040716819,"ablate_exclusive",19,1,0.1,5,632452.5
3871,117,108,9,1720,0.0627906976744186,0.923076923076923,0.0769230769230769,0.05,0.199920595104086,0,0.0024390243902439,0,0,0,NA,"TMM",TRUE,FALSE,0.77473178033876,"edger_default",19,1,0.1,5,632452.5
