"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","purity_cond_diff","purity_mean","purity_sd","n_per_group","median_lib"
17154,63,62,1,1720,0.036046511627907,0.984126984126984,0.0158730158730159,0.1,0.198279210266635,0,0,0,86,2339,0.989739204788371,"TMMwsp",TRUE,FALSE,1.36503682498962,"purity_covariate",15,1,0,0.6,0.15,5,1133122.5
15173,42,38,4,1720,0.022093023255814,0.904761904761905,0.0952380952380952,0.1,0.143034320608287,0,0,0,66,3771,0.991514187218244,"TMMwsp",TRUE,FALSE,0.945740647153781,"purity_filtered",15,1,0,0.6,0.15,5,1133122.5
15244,35,35,0,1720,0.0203488372093023,1,0,0.1,0.169917390193388,0,0,0,76,3699,0.98999729656664,"TMMwsp",TRUE,FALSE,1.51945739289667,"purity_ignored",15,2,0.1,0.6,0.15,5,808888
16293,38,36,2,1720,0.0209302325581395,0.947368421052632,0.0526315789473684,0.1,0.163695913877483,0,0,0,80,2703,0.989271180170181,"TMMwsp",TRUE,FALSE,1.46004159970401,"purity_covariate",15,2,0.1,0.6,0.15,5,808888
14607,35,34,1,1720,0.0197674418604651,0.971428571428571,0.0285714285714286,0.1,0.167949991813559,0,0,0,72,4014,0.989785749875436,"TMMwsp",TRUE,FALSE,1.31608289540941,"purity_filtered",15,2,0.1,0.6,0.15,5,808888
15357,23,23,0,1720,0.0133720930232558,1,0,0.1,0.146784018091532,0,0,0,88,3658,0.986604702022963,"TMMwsp",TRUE,FALSE,1.61223871354017,"purity_ignored",15,3,0.2,0.6,0.15,5,855570.5
16520,36,34,2,1720,0.0197674418604651,0.944444444444444,0.0555555555555556,0.1,0.157263614002524,0,0,0,94,2682,0.9862043251305,"TMMwsp",TRUE,FALSE,1.51309990741527,"purity_covariate",15,3,0.2,0.6,0.15,5,855570.5
16081,25,25,0,1720,0.0145348837209302,1,0,0.1,0.158335107559651,0,0,0,89,2869,0.98710352039038,"TMMwsp",TRUE,FALSE,1.61131897149677,"purity_filtered",15,3,0.2,0.6,0.15,5,855570.5
15016,215,78,137,1720,0.0453488372093023,0.362790697674419,0.637209302325581,0.1,0.125447652260281,0,0.0048661800486618,0,86,3631,0.988432938584412,"TMMwsp",TRUE,FALSE,1.46413149949048,"purity_ignored",15,4,0.3,0.6,0.15,5,823782
16144,9,9,0,1720,0.00523255813953488,1,0,0.1,0.128480303380061,0,0,0,92,2657,0.988709070380128,"TMMwsp",TRUE,FALSE,1.52001482825611,"purity_covariate",15,4,0.3,0.6,0.15,5,823782
15016,215,78,137,1720,0.0453488372093023,0.362790697674419,0.637209302325581,0.1,0.125466797097431,0,0.0048661800486618,0,86,3631,0.988432938584412,"TMMwsp",TRUE,FALSE,1.46413149949048,"purity_filtered",15,4,0.3,0.6,0.15,5,823782
15767,68,39,29,1720,0.0226744186046512,0.573529411764706,0.426470588235294,0.1,0.122580931137523,0,0.00245098039215686,0,91,3537,0.988973706530958,"TMMwsp",TRUE,FALSE,1.71297641841069,"purity_ignored",15,5,0.4,0.6,0.15,5,1182123.5
16775,18,17,1,1720,0.00988372093023256,0.944444444444444,0.0555555555555556,0.1,0.131908307685623,0,0,0,100,2482,0.989121676067687,"TMMwsp",TRUE,FALSE,1.41364181995521,"purity_covariate",15,5,0.4,0.6,0.15,5,1182123.5
15767,68,39,29,1720,0.0226744186046512,0.573529411764706,0.426470588235294,0.1,0.122586298885172,0,0.00245098039215686,0,91,3537,0.988973706530958,"TMMwsp",TRUE,FALSE,1.71297641841069,"purity_filtered",15,5,0.4,0.6,0.15,5,1182123.5
15312,46,46,0,1720,0.0267441860465116,1,0,0.1,0.194047258789013,0,0,0,76,3516,0.989761092150171,"TMMwsp",TRUE,FALSE,1.67154857532794,"purity_ignored",16,1,0,0.6,0.15,5,710382.5
16489,61,60,1,1720,0.0348837209302326,0.983606557377049,0.0163934426229508,0.1,0.199124152306258,0,0,0,79,2615,0.987762906309751,"TMMwsp",TRUE,FALSE,1.5023893444911,"purity_covariate",16,1,0,0.6,0.15,5,710382.5
13996,14,14,0,1720,0.00813953488372093,1,0,0.1,0.151187806060096,0,0,0,55,3717,0.992198009147162,"TMMwsp",FALSE,FALSE,1.69151964400209,"purity_filtered",16,1,0,0.6,0.15,5,710382.5
14831,20,20,0,1720,0.0116279069767442,1,0,0.1,0.182515080949743,0,0,0,73,3881,0.990208709095594,"TMMwsp",TRUE,FALSE,1.7973748408207,"purity_ignored",16,2,0.1,0.6,0.15,5,619670.5
16044,48,48,0,1720,0.027906976744186,1,0,0.1,0.179380530097263,0,0,0,78,2931,0.991129307403616,"TMMwsp",TRUE,FALSE,1.57965425874667,"purity_covariate",16,2,0.1,0.6,0.15,5,619670.5
14831,20,20,0,1720,0.0116279069767442,1,0,0.1,0.182831641526715,0,0,0,73,3881,0.990208709095594,"TMMwsp",TRUE,FALSE,1.7973748408207,"purity_filtered",16,2,0.1,0.6,0.15,5,619670.5
14792,40,39,1,1720,0.0226744186046512,0.975,0.025,0.1,0.170979557444127,0,0,0,86,3848,0.989864864864865,"TMMwsp",TRUE,FALSE,1.5832120807339,"purity_ignored",16,3,0.2,0.6,0.15,5,599316.5
15942,42,42,0,1720,0.0244186046511628,1,0,0.1,0.173795129376009,0,0,0,92,2844,0.989803094233474,"TMMwsp",TRUE,FALSE,1.52761118485457,"purity_covariate",16,3,0.2,0.6,0.15,5,599316.5
14480,41,41,0,1720,0.0238372093023256,1,0,0.1,0.175967903007289,0,0,0,80,4066,0.990162321692081,"TMMwsp",TRUE,FALSE,1.45246484441963,"purity_filtered",16,3,0.2,0.6,0.15,5,599316.5
16080,3488,364,3124,1720,0.211627906976744,0.104357798165138,0.895642201834862,0.1,0.111160973582753,0.15,0.13216957605985,0,93,3492,0.987972508591065,"TMMwsp",TRUE,FALSE,1.33271928698689,"purity_ignored",16,4,0.3,0.6,0.15,5,1164012
17038,7,6,1,1720,0.00348837209302326,0.857142857142857,0.142857142857143,0.1,0.1101591870939,0,0,0,100,2404,0.98585690515807,"TMMwsp",TRUE,FALSE,1.34241182566478,"purity_covariate",16,4,0.3,0.6,0.15,5,1164012
16080,3488,364,3124,1720,0.211627906976744,0.104357798165138,0.895642201834862,0.1,0.111292259867503,0.15,0.13216957605985,0,93,3492,0.987972508591065,"TMMwsp",TRUE,FALSE,1.33271928698689,"purity_filtered",16,4,0.3,0.6,0.15,5,1164012
16052,1451,179,1272,1720,0.10406976744186,0.123363197794624,0.876636802205376,0.1,0.109915327663893,0.05,0.0636792452830189,0,87,3499,0.989425550157188,"TMMwsp",TRUE,FALSE,1.81444179376483,"purity_ignored",16,5,0.4,0.6,0.15,5,1298545.5
17012,5,5,0,1720,0.00290697674418605,1,0,0.1,0.123674213207795,0,0,0,97,2428,0.989703459637562,"TMMwsp",TRUE,FALSE,1.76203501866709,"purity_covariate",16,5,0.4,0.6,0.15,5,1298545.5
15680,1708,205,1503,1720,0.119186046511628,0.120023419203747,0.879976580796253,0.1,0.107661472100552,0.075,0.089622641509434,0,88,3717,0.988162496637073,"TMMwsp",TRUE,FALSE,1.61743472213854,"purity_filtered",16,5,0.4,0.6,0.15,5,1298545.5
15881,68,65,3,1720,0.0377906976744186,0.955882352941177,0.0441176470588235,0.1,0.185261064616715,0,0,0,84,3230,0.986996904024768,"TMMwsp",TRUE,FALSE,1.37113052134213,"purity_ignored",17,1,0,0.6,0.15,5,1070021
16978,58,57,1,1720,0.0331395348837209,0.982758620689655,0.0172413793103448,0.1,0.189937537670064,0,0,0,89,2388,0.987437185929648,"TMMwsp",TRUE,FALSE,1.39241911002278,"purity_covariate",17,1,0,0.6,0.15,5,1070021
15499,55,55,0,1720,0.0319767441860465,1,0,0.1,0.1851280753102,0,0,0,79,3500,0.988,"TMMwsp",TRUE,FALSE,1.35960091212658,"purity_filtered",17,1,0,0.6,0.15,5,1070021
15296,83,71,12,1720,0.0412790697674419,0.855421686746988,0.144578313253012,0.1,0.177340071308039,0,0,0,77,3497,0.987989705461824,"TMMwsp",TRUE,FALSE,1.39813919648511,"purity_ignored",17,2,0.1,0.6,0.15,5,672863
16414,66,61,5,1720,0.0354651162790698,0.924242424242424,0.0757575757575758,0.1,0.181644715668334,0,0,0,85,2593,0.986502121095256,"TMMwsp",TRUE,FALSE,1.44351197409122,"purity_covariate",17,2,0.1,0.6,0.15,5,672863
15822,50,47,3,1720,0.0273255813953488,0.94,0.06,0.1,0.176869345525512,0,0,0,83,2919,0.986639260020555,"TMMwsp",TRUE,FALSE,1.39709778085098,"purity_filtered",17,2,0.1,0.6,0.15,5,672863
15574,440,126,314,1720,0.0732558139534884,0.286363636363636,0.713636363636364,0.1,0.143522473841595,0.025,0.0142857142857143,0,87,3590,0.988022284122563,"TMMwsp",TRUE,FALSE,1.33719654679333,"purity_ignored",17,3,0.2,0.6,0.15,5,879443
16604,8,8,0,1720,0.00465116279069767,1,0,0.1,0.124381917071223,0,0,0,93,2609,0.987734764277501,"TMMwsp",TRUE,FALSE,1.3562508161539,"purity_covariate",17,3,0.2,0.6,0.15,5,879443
15977,61,49,12,1720,0.0284883720930233,0.80327868852459,0.19672131147541,0.1,0.14584204385633,0,0,0,87,2938,0.988767869298843,"TMMwsp",TRUE,FALSE,1.33471266979432,"purity_filtered",17,3,0.2,0.6,0.15,5,879443
15669,3545,328,3217,1720,0.190697674418605,0.092524682651622,0.907475317348378,0.1,0.110450680630895,0.133333333333333,0.121212121212121,0,84,3756,0.991480298189563,"TMMwsp",TRUE,FALSE,1.6067670843378,"purity_ignored",17,4,0.3,0.6,0.15,5,1040786
16647,10,9,1,1720,0.00523255813953488,0.9,0.1,0.1,0.118265685667831,0,0,0,91,2613,0.991580558744738,"TMMwsp",TRUE,FALSE,1.60356913772544,"purity_covariate",17,4,0.3,0.6,0.15,5,1040786
15669,3545,328,3217,1720,0.190697674418605,0.092524682651622,0.907475317348378,0.1,0.110416254564687,0.133333333333333,0.121212121212121,0,84,3756,0.991480298189563,"TMMwsp",TRUE,FALSE,1.6067670843378,"purity_filtered",17,4,0.3,0.6,0.15,5,1040786
15152,104,45,59,1720,0.0261627906976744,0.432692307692308,0.567307692307692,0.1,0.113115537368643,0,0.00246305418719212,0,77,3884,0.990216271884655,"TMMwsp",TRUE,FALSE,1.72890574773461,"purity_ignored",17,5,0.4,0.6,0.15,5,752149.5
16163,24,22,2,1720,0.0127906976744186,0.916666666666667,0.0833333333333333,0.1,0.121518744999898,0,0,0,86,2789,0.988526353531732,"TMMwsp",TRUE,FALSE,1.6151409263043,"purity_covariate",17,5,0.4,0.6,0.15,5,752149.5
15152,104,45,59,1720,0.0261627906976744,0.432692307692308,0.567307692307692,0.1,0.113240609147632,0,0.00246305418719212,0,77,3884,0.990216271884655,"TMMwsp",TRUE,FALSE,1.72890574773461,"purity_filtered",17,5,0.4,0.6,0.15,5,752149.5
15549,58,58,0,1720,0.0337209302325581,1,0,0.1,0.187743995663397,0,0,0,73,3469,0.989910637071202,"TMMwsp",TRUE,FALSE,1.46523088667752,"purity_ignored",18,1,0,0.6,0.15,5,803512.5
16669,76,74,2,1720,0.0430232558139535,0.973684210526316,0.0263157894736842,0.1,0.188238416847369,0,0,0,81,2566,0.988308651597818,"TMMwsp",TRUE,FALSE,1.41127879681124,"purity_covariate",18,1,0,0.6,0.15,5,803512.5
14712,26,25,1,1720,0.0145348837209302,0.961538461538462,0.0384615384615385,0.1,0.137373381598254,0,0,0,59,3430,0.992419825072886,"TMMwsp",FALSE,FALSE,1.43537135440878,"purity_filtered",18,1,0,0.6,0.15,5,803512.5
15788,62,61,1,1720,0.0354651162790698,0.983870967741935,0.0161290322580645,0.1,0.214895783938934,0,0,0,78,3339,0.990416292303085,"TMMwsp",TRUE,FALSE,1.33310791260931,"purity_ignored",18,2,0.1,0.6,0.15,5,807447
16872,57,56,1,1720,0.0325581395348837,0.982456140350877,0.0175438596491228,0.1,0.205973202525705,0,0,0,88,2418,0.989247311827957,"TMMwsp",TRUE,FALSE,1.35071622392805,"purity_covariate",18,2,0.1,0.6,0.15,5,807447
14845,58,53,5,1720,0.0308139534883721,0.913793103448276,0.0862068965517241,0.1,0.187014749578291,0,0,0,69,3796,0.99104320337197,"TMMwsp",FALSE,FALSE,1.19304717498342,"purity_filtered",18,2,0.1,0.6,0.15,5,807447
15979,172,96,76,1720,0.0558139534883721,0.558139534883721,0.441860465116279,0.1,0.160244514116931,0,0.00769230769230769,0,85,3267,0.986225895316804,"TMMwsp",TRUE,FALSE,1.36356781948305,"purity_ignored",18,3,0.2,0.6,0.15,5,947659
17073,24,24,0,1720,0.013953488372093,1,0,0.1,0.152184311014711,0,0,0,95,2387,0.987850858818601,"TMMwsp",TRUE,FALSE,1.39458022821673,"purity_covariate",18,3,0.2,0.6,0.15,5,947659
15979,172,96,76,1720,0.0558139534883721,0.558139534883721,0.441860465116279,0.1,0.160409442383367,0,0.00769230769230769,0,85,3267,0.986225895316804,"TMMwsp",TRUE,FALSE,1.36356781948305,"purity_filtered",18,3,0.2,0.6,0.15,5,947659
15264,1823,224,1599,1720,0.130232558139535,0.122874382885354,0.877125617114646,0.1,0.108929345817566,0.0666666666666667,0.0742574257425743,0,88,3840,0.987760416666667,"TMMwsp",TRUE,FALSE,1.51318672310667,"purity_ignored",18,4,0.3,0.6,0.15,5,619551.5
16335,7,7,0,1720,0.00406976744186047,1,0,0.1,0.112844077826018,0,0,0,93,2781,0.988133764832794,"TMMwsp",TRUE,FALSE,1.57322842578461,"purity_covariate",18,4,0.3,0.6,0.15,5,619551.5
15264,1823,224,1599,1720,0.130232558139535,0.122874382885354,0.877125617114646,0.1,0.108963079201969,0.0666666666666667,0.0742574257425743,0,88,3840,0.987760416666667,"TMMwsp",TRUE,FALSE,1.51318672310667,"purity_filtered",18,4,0.3,0.6,0.15,5,619551.5
16035,1203,169,1034,1720,0.0982558139534884,0.1404821280133,0.8595178719867,0.1,0.119004082354543,0.025,0.0673575129533679,0,90,3321,0.990063233965673,"TMMwsp",TRUE,FALSE,1.41763732847633,"purity_ignored",18,5,0.4,0.6,0.15,5,1161420
17031,66,42,24,1720,0.0244186046511628,0.636363636363636,0.363636363636364,0.1,0.121856976785333,0,0,0,100,2333,0.990570081440206,"TMMwsp",TRUE,FALSE,1.37675455378658,"purity_covariate",18,5,0.4,0.6,0.15,5,1161420
16035,1203,169,1034,1720,0.0982558139534884,0.1404821280133,0.8595178719867,0.1,0.118967420255595,0.025,0.0673575129533679,0,90,3321,0.990063233965673,"TMMwsp",TRUE,FALSE,1.41763732847633,"purity_filtered",18,5,0.4,0.6,0.15,5,1161420
15782,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.175930798567653,0,0,0,75,3361,0.990181493603094,"TMMwsp",TRUE,FALSE,1.33811204918989,"purity_ignored",19,1,0,0.6,0.15,5,941729
16879,52,51,1,1720,0.0296511627906977,0.980769230769231,0.0192307692307692,0.1,0.174583162798195,0,0,0,81,2457,0.988603988603989,"TMMwsp",TRUE,FALSE,1.37597292858036,"purity_covariate",19,1,0,0.6,0.15,5,941729
15414,51,50,1,1720,0.0290697674418605,0.980392156862745,0.0196078431372549,0.1,0.179139171752493,0,0,0,73,3484,0.989667049368542,"TMMwsp",TRUE,FALSE,1.25461127935502,"purity_filtered",19,1,0,0.6,0.15,5,941729
15645,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.17183824842938,0,0,0,91,3512,0.990888382687927,"TMMwsp",TRUE,FALSE,1.34332459670505,"purity_ignored",19,2,0.1,0.6,0.15,5,953183.5
16753,43,43,0,1720,0.025,1,0,0.1,0.174351809249353,0,0,0,99,2565,0.989863547758285,"TMMwsp",TRUE,FALSE,1.38545591870979,"purity_covariate",19,2,0.1,0.6,0.15,5,953183.5
15108,46,46,0,1720,0.0267441860465116,1,0,0.1,0.174731003113767,0,0,0,88,3691,0.991330262801409,"TMMwsp",TRUE,FALSE,1.31752850647165,"purity_filtered",19,2,0.1,0.6,0.15,5,953183.5
15764,73,64,9,1720,0.0372093023255814,0.876712328767123,0.123287671232877,0.1,0.170091578746977,0,0,0,83,3398,0.987934078869923,"TMMwsp",TRUE,FALSE,1.45163432916781,"purity_ignored",19,3,0.2,0.6,0.15,5,954274
16802,61,60,1,1720,0.0348837209302326,0.983606557377049,0.0163934426229508,0.1,0.189306910227272,0,0,0,92,2489,0.986339895540378,"TMMwsp",TRUE,FALSE,1.3797992758116,"purity_covariate",19,3,0.2,0.6,0.15,5,954274
15764,73,64,9,1720,0.0372093023255814,0.876712328767123,0.123287671232877,0.1,0.170082223820237,0,0,0,83,3398,0.987934078869923,"TMMwsp",TRUE,FALSE,1.45163432916781,"purity_filtered",19,3,0.2,0.6,0.15,5,954274
15429,77,71,6,1720,0.0412790697674419,0.922077922077922,0.0779220779220779,0.1,0.191104880046362,0,0.0026246719160105,0,79,3506,0.99030233884769,"TMMwsp",TRUE,FALSE,1.45671573755305,"purity_ignored",19,4,0.3,0.6,0.15,5,733458.5
16513,61,57,4,1720,0.0331395348837209,0.934426229508197,0.0655737704918033,0.1,0.178138967682989,0,0.0026246719160105,0,85,2553,0.989815902859381,"TMMwsp",TRUE,FALSE,1.41353242762927,"purity_covariate",19,4,0.3,0.6,0.15,5,733458.5
15130,73,71,2,1720,0.0412790697674419,0.972602739726027,0.0273972602739726,0.1,0.204901822692057,0,0.0026246719160105,0,76,3683,0.990225359761064,"TMMwsp",TRUE,FALSE,1.34116518978009,"purity_filtered",19,4,0.3,0.6,0.15,5,733458.5
15793,3868,368,3500,1720,0.213953488372093,0.0951396070320579,0.904860392967942,0.1,0.0922007117875255,0.166666666666667,0.168831168831169,0,87,3740,0.98716577540107,"TMMwsp",TRUE,FALSE,1.62172028430501,"purity_ignored",19,5,0.4,0.6,0.15,5,882267
16710,6,4,2,1720,0.00232558139534884,0.666666666666667,0.333333333333333,0.1,0.117307614967134,0,0,0,93,2559,0.985932004689332,"TMMwsp",TRUE,FALSE,1.53019636263859,"purity_covariate",19,5,0.4,0.6,0.15,5,882267
15527,3490,342,3148,1720,0.198837209302326,0.0979942693409742,0.902005730659026,0.1,0.0955726474369505,0.125,0.135064935064935,0,84,3896,0.987422997946612,"TMMwsp",TRUE,FALSE,1.44804504911098,"purity_filtered",19,5,0.4,0.6,0.15,5,882267
15478,71,68,3,1720,0.0395348837209302,0.957746478873239,0.0422535211267606,0.1,0.19516433895565,0,0,0,85,3404,0.988249118683901,"TMMwsp",TRUE,FALSE,1.41486884774636,"purity_ignored",20,1,0,0.6,0.15,5,923608.5
16624,72,70,2,1720,0.0406976744186047,0.972222222222222,0.0277777777777778,0.1,0.191331060693939,0.00833333333333333,0,0,92,2548,0.987833594976452,"TMMwsp",TRUE,FALSE,1.43309759916246,"purity_covariate",20,1,0,0.6,0.15,5,923608.5
14271,21,21,0,1720,0.0122093023255814,1,0,0.1,0.156692930313579,0,0,0,69,3840,0.990104166666667,"TMMwsp",TRUE,FALSE,1.34779911183212,"purity_filtered",20,1,0,0.6,0.15,5,923608.5
15847,93,74,19,1720,0.0430232558139535,0.795698924731183,0.204301075268817,0.1,0.17724792252081,0,0,0,84,3263,0.988354275206865,"TMMwsp",TRUE,FALSE,1.32242921727717,"purity_ignored",20,2,0.1,0.6,0.15,5,966546
16925,19,17,2,1720,0.00988372093023256,0.894736842105263,0.105263157894737,0.1,0.134999873049603,0,0,0,93,2355,0.989384288747346,"TMMwsp",TRUE,FALSE,1.31647114275048,"purity_covariate",20,2,0.1,0.6,0.15,5,966546
15847,93,74,19,1720,0.0430232558139535,0.795698924731183,0.204301075268817,0.1,0.177257307831812,0,0,0,84,3263,0.988354275206865,"TMMwsp",TRUE,FALSE,1.32242921727717,"purity_filtered",20,2,0.1,0.6,0.15,5,966546
15964,366,113,253,1720,0.0656976744186046,0.308743169398907,0.691256830601093,0.1,0.144252285748727,0.025,0.010126582278481,0,99,3367,0.985149985149985,"TMMwsp",TRUE,FALSE,1.45390461194681,"purity_ignored",20,3,0.2,0.6,0.15,5,913204
16966,53,43,10,1720,0.025,0.811320754716981,0.188679245283019,0.1,0.153168377846282,0,0,0,106,2434,0.983566146261298,"TMMwsp",TRUE,FALSE,1.36715530815771,"purity_covariate",20,3,0.2,0.6,0.15,5,913204
15964,366,113,253,1720,0.0656976744186046,0.308743169398907,0.691256830601093,0.1,0.144250020333425,0.025,0.010126582278481,0,99,3367,0.985149985149985,"TMMwsp",TRUE,FALSE,1.45390461194681,"purity_filtered",20,3,0.2,0.6,0.15,5,913204
15711,74,32,42,1720,0.0186046511627907,0.432432432432432,0.567567567567568,0.1,0.116907896049683,0,0.00253164556962025,0,84,3707,0.988400323711896,"TMMwsp",TRUE,FALSE,1.71579294520606,"purity_ignored",20,4,0.3,0.6,0.15,5,796224
16802,22,21,1,1720,0.0122093023255814,0.954545454545455,0.0454545454545455,0.1,0.126730932569869,0,0,0,90,2638,0.989385898407885,"TMMwsp",TRUE,FALSE,1.53194681308663,"purity_covariate",20,4,0.3,0.6,0.15,5,796224
15711,74,32,42,1720,0.0186046511627907,0.432432432432432,0.567567567567568,0.1,0.116897851260689,0,0.00253164556962025,0,84,3707,0.988400323711896,"TMMwsp",TRUE,FALSE,1.71579294520606,"purity_filtered",20,4,0.3,0.6,0.15,5,796224
15354,623,112,511,1720,0.0651162790697674,0.179775280898876,0.820224719101124,0.1,0.117550749170317,0,0.0333333333333333,0,82,3701,0.989462307484464,"TMMwsp",TRUE,FALSE,1.60904390387617,"purity_ignored",20,5,0.4,0.6,0.15,5,1001074
16377,11,9,2,1720,0.00523255813953488,0.818181818181818,0.181818181818182,0.1,0.114495974523271,0,0,0,92,2655,0.988323917137476,"TMMwsp",TRUE,FALSE,1.44130743585147,"purity_covariate",20,5,0.4,0.6,0.15,5,1001074
15354,623,112,511,1720,0.0651162790697674,0.179775280898876,0.820224719101124,0.1,0.117434150770178,0,0.0333333333333333,0,82,3701,0.989462307484464,"TMMwsp",TRUE,FALSE,1.60904390387617,"purity_filtered",20,5,0.4,0.6,0.15,5,1001074
15262,81,58,23,1720,0.0337209302325581,0.716049382716049,0.283950617283951,0.1,0.152074638539202,0,0,0,77,3626,0.989520132377275,"TMMwsp",TRUE,FALSE,1.40492538740741,"purity_ignored",21,1,0,0.6,0.15,5,859150.5
16358,23,19,4,1720,0.011046511627907,0.826086956521739,0.173913043478261,0.1,0.138417533487837,0,0,0,86,2627,0.98743814236772,"TMMwsp",TRUE,FALSE,1.43252474373155,"purity_covariate",21,1,0,0.6,0.15,5,859150.5
15441,38,30,8,1720,0.0174418604651163,0.789473684210526,0.210526315789474,0.1,0.13685416737477,0,0,0,84,3174,0.988027725267801,"TMMwsp",FALSE,FALSE,1.52545046470423,"purity_filtered",21,1,0,0.6,0.15,5,859150.5
14954,33,33,0,1720,0.0191860465116279,1,0,0.1,0.188916040086701,0,0,0,71,3702,0.99054565099946,"TMMwsp",TRUE,FALSE,1.57035328960794,"purity_ignored",21,2,0.1,0.6,0.15,5,967163
16158,47,46,1,1720,0.0267441860465116,0.978723404255319,0.0212765957446809,0.1,0.189543107139139,0,0,0,79,2776,0.989553314121037,"TMMwsp",TRUE,FALSE,1.52729130236139,"purity_covariate",21,2,0.1,0.6,0.15,5,967163
15229,27,27,0,1720,0.0156976744186047,1,0,0.1,0.176145054144933,0,0,0,71,3236,0.989802224969098,"TMMwsp",TRUE,FALSE,1.4766506801123,"purity_filtered",21,2,0.1,0.6,0.15,5,967163
15384,51,45,6,1720,0.0261627906976744,0.88235294117647,0.117647058823529,0.1,0.168287046295932,0,0,0,74,3407,0.989433519225125,"TMMwsp",TRUE,FALSE,1.55915653270466,"purity_ignored",21,3,0.2,0.6,0.15,5,913230
16528,40,39,1,1720,0.0226744186046512,0.975,0.025,0.1,0.167712019040245,0,0,0,82,2471,0.988263860785107,"TMMwsp",TRUE,FALSE,1.41127417886891,"purity_covariate",21,3,0.2,0.6,0.15,5,913230
15384,51,45,6,1720,0.0261627906976744,0.88235294117647,0.117647058823529,0.1,0.168386264742651,0,0,0,74,3407,0.989433519225125,"TMMwsp",TRUE,FALSE,1.55915653270466,"purity_filtered",21,3,0.2,0.6,0.15,5,913230
15117,128,47,81,1720,0.0273255813953488,0.3671875,0.6328125,0.1,0.115493703593831,0,0.00735294117647059,0,83,3765,0.990172642762284,"TMMwsp",TRUE,FALSE,1.57273473938537,"purity_ignored",21,4,0.3,0.6,0.15,5,649853
16195,20,20,0,1720,0.0116279069767442,1,0,0.1,0.141531655877811,0,0,0,86,2743,0.990156762668611,"TMMwsp",TRUE,FALSE,1.55729262257954,"purity_covariate",21,4,0.3,0.6,0.15,5,649853
14896,100,46,54,1720,0.0267441860465116,0.46,0.54,0.1,0.124447993373471,0,0.00490196078431373,0,82,3889,0.989971715093855,"TMMwsp",TRUE,FALSE,1.42200835297327,"purity_filtered",21,4,0.3,0.6,0.15,5,649853
16091,2982,281,2701,1720,0.163372093023256,0.0942320590207914,0.905767940979209,0.1,0.105912688689893,0.0916666666666667,0.118357487922705,1,87,3358,0.989874925550923,"TMMwsp",TRUE,FALSE,1.45899278545036,"purity_ignored",21,5,0.4,0.6,0.15,5,993726.5
17038,59,28,31,1720,0.0162790697674419,0.474576271186441,0.525423728813559,0.1,0.103428568302548,0,0,0,95,2339,0.988884138520735,"TMMwsp",TRUE,FALSE,1.39443739943185,"purity_covariate",21,5,0.4,0.6,0.15,5,993726.5
16091,2982,281,2701,1720,0.163372093023256,0.0942320590207914,0.905767940979209,0.1,0.105884055470788,0.0916666666666667,0.118357487922705,1,87,3358,0.989874925550923,"TMMwsp",TRUE,FALSE,1.45899278545036,"purity_filtered",21,5,0.4,0.6,0.15,5,993726.5
14896,51,50,1,1720,0.0290697674418605,0.980392156862745,0.0196078431372549,0.1,0.178374416853969,0,0,0,79,3768,0.987526539278132,"TMMwsp",TRUE,FALSE,1.52669437910238,"purity_ignored",22,1,0,0.6,0.15,5,785194.5
16076,32,31,1,1720,0.0180232558139535,0.96875,0.03125,0.1,0.160087649319239,0,0,0,86,2826,0.985845718329795,"TMMwsp",TRUE,FALSE,1.56259639845266,"purity_covariate",22,1,0,0.6,0.15,5,785194.5
13889,35,34,1,1720,0.0197674418604651,0.971428571428571,0.0285714285714286,0.1,0.16429206107995,0,0,0,61,4306,0.991639572689271,"TMMwsp",FALSE,FALSE,1.51255955130157,"purity_filtered",22,1,0,0.6,0.15,5,785194.5
16232,57,54,3,1720,0.0313953488372093,0.947368421052632,0.0526315789473684,0.1,0.176103961798334,0,0,0,82,3232,0.989480198019802,"TMMwsp",TRUE,FALSE,1.38476093177755,"purity_ignored",22,2,0.1,0.6,0.15,5,1181930
17217,43,43,0,1720,0.025,1,0,0.1,0.181892664542518,0,0,0,87,2360,0.989406779661017,"TMMwsp",TRUE,FALSE,1.28906560788877,"purity_covariate",22,2,0.1,0.6,0.15,5,1181930
16108,13,13,0,1720,0.00755813953488372,1,0,0.1,0.159219861533503,0,0,0,81,3044,0.990144546649146,"TMMwsp",TRUE,FALSE,1.27599274044009,"purity_filtered",22,2,0.1,0.6,0.15,5,1181930
15438,2873,272,2601,1720,0.158139534883721,0.0946745562130177,0.905325443786982,0.1,0.115146828294153,0.0416666666666667,0.0951219512195122,0,80,3710,0.98921832884097,"TMMwsp",TRUE,FALSE,1.4353005442395,"purity_ignored",22,3,0.2,0.6,0.15,5,759953.5
