"n_tested","n_significant","true_positives","false_positives","n_true_de","sensitivity","precision","empirical_fdr","nominal_fdr","avg_precision","sens_exclusive","sens_low_abund","sig_excl_rescued","n_excl_kept","n_exclusive_added","excl_admit_fpr","norm_used","batch_in_model","shrink_applied","common_disp","arm","rep","scenario_row","purity_cond_diff","purity_mean","purity_sd","n_per_group","median_lib"
16210,26,24,2,1720,0.013953488372093,0.923076923076923,0.0769230769230769,0.1,0.136284127334152,0,0,0,89,2720,0.989338235294118,"TMMwsp",TRUE,FALSE,1.59033413139224,"purity_covariate",7,4,0.3,0.6,0.15,5,827457
15008,59,42,17,1720,0.0244186046511628,0.711864406779661,0.288135593220339,0.1,0.138599806249401,0,0,0,84,3673,0.989381976585897,"TMMwsp",TRUE,FALSE,1.67566255656951,"purity_filtered",7,4,0.3,0.6,0.15,5,827457
14820,30,29,1,1720,0.0168604651162791,0.966666666666667,0.0333333333333333,0.1,0.130273340305744,0,0,0,75,3892,0.990236382322713,"TMMwsp",TRUE,FALSE,1.80823849042199,"purity_ignored",7,5,0.4,0.6,0.15,5,483243
15988,30,30,0,1720,0.0174418604651163,1,0,0.1,0.135687942950746,0,0,0,84,2872,0.990598885793872,"TMMwsp",TRUE,FALSE,1.78862577231666,"purity_covariate",7,5,0.4,0.6,0.15,5,483243
14820,30,29,1,1720,0.0168604651162791,0.966666666666667,0.0333333333333333,0.1,0.130218537710578,0,0,0,75,3892,0.990236382322713,"TMMwsp",TRUE,FALSE,1.80823849042199,"purity_filtered",7,5,0.4,0.6,0.15,5,483243
15436,51,51,0,1720,0.0296511627906977,1,0,0.1,0.183367079482675,0,0,0,71,3481,0.989945417983338,"TMMwsp",TRUE,FALSE,1.54284352552025,"purity_ignored",8,1,0,0.6,0.15,5,955365
16559,74,72,2,1720,0.0418604651162791,0.972972972972973,0.027027027027027,0.1,0.181484497198374,0,0,0,78,2589,0.989957512553109,"TMMwsp",TRUE,FALSE,1.42577360544765,"purity_covariate",8,1,0,0.6,0.15,5,955365
15436,51,51,0,1720,0.0296511627906977,1,0,0.1,0.183356152014398,0,0,0,71,3481,0.989945417983338,"TMMwsp",TRUE,FALSE,1.54284352552025,"purity_filtered",8,1,0,0.6,0.15,5,955365
14682,62,58,4,1720,0.0337209302325581,0.935483870967742,0.0645161290322581,0.1,0.174313785494288,0,0.00251889168765743,0,84,3749,0.988530274739931,"TMMwsp",TRUE,FALSE,1.45688664163861,"purity_ignored",8,2,0.1,0.6,0.15,5,737087.5
15824,45,44,1,1720,0.0255813953488372,0.977777777777778,0.0222222222222222,0.1,0.180595856703014,0,0,0,89,2790,0.988888888888889,"TMMwsp",TRUE,FALSE,1.5345600834814,"purity_covariate",8,2,0.1,0.6,0.15,5,737087.5
13615,17,17,0,1720,0.00988372093023256,1,0,0.1,0.146153365501187,0,0,0,68,3734,0.991697911087306,"TMMwsp",FALSE,FALSE,1.37196526511316,"purity_filtered",8,2,0.1,0.6,0.15,5,737087.5
15503,33,30,3,1720,0.0174418604651163,0.909090909090909,0.0909090909090909,0.1,0.139288381229014,0,0,0,78,3505,0.990014265335235,"TMMwsp",TRUE,FALSE,1.58302797835829,"purity_ignored",8,3,0.2,0.6,0.15,5,871307.5
16625,29,24,5,1720,0.013953488372093,0.827586206896552,0.172413793103448,0.1,0.139404953164745,0,0,0,91,2572,0.990279937791602,"TMMwsp",TRUE,FALSE,1.45389621294689,"purity_covariate",8,3,0.2,0.6,0.15,5,871307.5
15503,33,30,3,1720,0.0174418604651163,0.909090909090909,0.0909090909090909,0.1,0.13917716318267,0,0,0,78,3505,0.990014265335235,"TMMwsp",TRUE,FALSE,1.58302797835829,"purity_filtered",8,3,0.2,0.6,0.15,5,871307.5
15592,51,49,2,1720,0.0284883720930233,0.96078431372549,0.0392156862745098,0.1,0.162520959885236,0,0,0,75,3605,0.991955617198336,"TMMwsp",TRUE,FALSE,1.50947067986079,"purity_ignored",8,4,0.3,0.6,0.15,5,807588
16704,41,39,2,1720,0.0226744186046512,0.951219512195122,0.048780487804878,0.1,0.16388434562144,0,0,0,84,2602,0.993850883935434,"TMMwsp",TRUE,FALSE,1.42256393438428,"purity_covariate",8,4,0.3,0.6,0.15,5,807588
15746,20,20,0,1720,0.0116279069767442,1,0,0.1,0.167386020250679,0,0,0,75,3251,0.992617656105814,"TMMwsp",TRUE,FALSE,1.54186510595055,"purity_filtered",8,4,0.3,0.6,0.15,5,807588
15724,116,49,67,1720,0.0284883720930233,0.422413793103448,0.577586206896552,0.1,0.133235070144055,0,0.00508905852417303,0,83,3482,0.990809879379667,"TMMwsp",TRUE,FALSE,1.49400046347757,"purity_ignored",8,5,0.4,0.6,0.15,5,835074
16836,20,19,1,1720,0.011046511627907,0.95,0.05,0.1,0.135331562698261,0,0,0,88,2544,0.989779874213837,"TMMwsp",TRUE,FALSE,1.45759452134727,"purity_covariate",8,5,0.4,0.6,0.15,5,835074
15724,116,49,67,1720,0.0284883720930233,0.422413793103448,0.577586206896552,0.1,0.133368741533899,0,0.00508905852417303,0,83,3482,0.990809879379667,"TMMwsp",TRUE,FALSE,1.49400046347757,"purity_filtered",8,5,0.4,0.6,0.15,5,835074
14770,42,42,0,1720,0.0244186046511628,1,0,0.1,0.187518369266351,0,0,0,89,3844,0.988033298647242,"TMMwsp",TRUE,FALSE,1.70070641671475,"purity_ignored",9,1,0,0.6,0.15,5,918567.5
15943,45,43,2,1720,0.025,0.955555555555556,0.0444444444444444,0.1,0.17205667746341,0,0,0,90,2893,0.989630141721397,"TMMwsp",TRUE,FALSE,1.54102644330889,"purity_covariate",9,1,0,0.6,0.15,5,918567.5
14770,42,42,0,1720,0.0244186046511628,1,0,0.1,0.187462270172743,0,0,0,89,3844,0.988033298647242,"TMMwsp",TRUE,FALSE,1.70070641671475,"purity_filtered",9,1,0,0.6,0.15,5,918567.5
15961,76,63,13,1720,0.0366279069767442,0.828947368421053,0.171052631578947,0.1,0.167440728817363,0,0,0,90,3328,0.991286057692308,"TMMwsp",TRUE,FALSE,1.31477164303558,"purity_ignored",9,2,0.1,0.6,0.15,5,904701
17039,53,52,1,1720,0.0302325581395349,0.981132075471698,0.0188679245283019,0.1,0.172988789368661,0,0,0,94,2381,0.990760184796304,"TMMwsp",TRUE,FALSE,1.3505244782254,"purity_covariate",9,2,0.1,0.6,0.15,5,904701
16464,63,50,13,1720,0.0290697674418605,0.793650793650794,0.206349206349206,0.1,0.158393536842216,0,0,0,92,2788,0.99103299856528,"TMMwsp",TRUE,FALSE,1.2342053746389,"purity_filtered",9,2,0.1,0.6,0.15,5,904701
15559,54,45,9,1720,0.0261627906976744,0.833333333333333,0.166666666666667,0.1,0.148756353718704,0,0,0,86,3529,0.986681779540946,"TMMwsp",TRUE,FALSE,1.65549493069577,"purity_ignored",9,3,0.2,0.6,0.15,5,885612.5
16588,16,16,0,1720,0.00930232558139535,1,0,0.1,0.152604234606604,0,0,0,91,2523,0.984938565200159,"TMMwsp",TRUE,FALSE,1.51889753727881,"purity_covariate",9,3,0.2,0.6,0.15,5,885612.5
15559,54,45,9,1720,0.0261627906976744,0.833333333333333,0.166666666666667,0.1,0.148731981528984,0,0,0,86,3529,0.986681779540946,"TMMwsp",TRUE,FALSE,1.65549493069577,"purity_filtered",9,3,0.2,0.6,0.15,5,885612.5
15460,36,35,1,1720,0.0203488372093023,0.972222222222222,0.0277777777777778,0.1,0.192787257849359,0,0,0,84,3569,0.991594284113197,"TMMwsp",TRUE,FALSE,1.43199095824298,"purity_ignored",9,4,0.3,0.6,0.15,5,813972
16592,34,31,3,1720,0.0180232558139535,0.911764705882353,0.0882352941176471,0.1,0.171342372173414,0,0,0,88,2635,0.992789373814042,"TMMwsp",TRUE,FALSE,1.47594330375811,"purity_covariate",9,4,0.3,0.6,0.15,5,813972
15520,30,29,1,1720,0.0168604651162791,0.966666666666667,0.0333333333333333,0.1,0.16727411885799,0,0,0,76,3306,0.994555353901996,"TMMwsp",FALSE,FALSE,1.38164548873691,"purity_filtered",9,4,0.3,0.6,0.15,5,813972
16233,634,125,509,1720,0.0726744186046512,0.197160883280757,0.802839116719243,0.1,0.125748793565369,0.00833333333333333,0.0271493212669683,0,83,3224,0.988523573200993,"TMMwsp",TRUE,FALSE,1.48494751400982,"purity_ignored",9,5,0.4,0.6,0.15,5,1139115.5
17185,12,12,0,1720,0.00697674418604651,1,0,0.1,0.135949593194943,0,0,0,92,2272,0.98899647887324,"TMMwsp",TRUE,FALSE,1.46168068712101,"purity_covariate",9,5,0.4,0.6,0.15,5,1139115.5
16690,93,48,45,1720,0.027906976744186,0.516129032258065,0.483870967741935,0.1,0.133413510980212,0.00833333333333333,0.00226244343891403,0,87,2674,0.990276738967838,"TMMwsp",TRUE,FALSE,1.41622295595839,"purity_filtered",9,5,0.4,0.6,0.15,5,1139115.5
15200,37,35,2,1720,0.0203488372093023,0.945945945945946,0.0540540540540541,0.1,0.164261115797915,0,0,0,79,3629,0.989804353816478,"TMMwsp",TRUE,FALSE,1.41033470561665,"purity_ignored",10,1,0,0.6,0.15,5,561811.5
16449,21,20,1,1720,0.0116279069767442,0.952380952380952,0.0476190476190476,0.1,0.13686074110468,0,0,0,86,2656,0.990963855421687,"TMMwsp",TRUE,FALSE,1.49411739427834,"purity_covariate",10,1,0,0.6,0.15,5,561811.5
15039,39,36,3,1720,0.0209302325581395,0.923076923076923,0.0769230769230769,0.1,0.162530419892161,0,0,0,78,3788,0.990232312565998,"TMMwsp",TRUE,FALSE,1.33473434859294,"purity_filtered",10,1,0,0.6,0.15,5,561811.5
15670,64,61,3,1720,0.0354651162790698,0.953125,0.046875,0.1,0.186697883206911,0,0,0,78,3490,0.988825214899713,"TMMwsp",TRUE,FALSE,1.59473062201785,"purity_ignored",10,2,0.1,0.6,0.15,5,776442.5
16767,70,67,3,1720,0.038953488372093,0.957142857142857,0.0428571428571429,0.1,0.190063372206721,0,0,0,81,2517,0.988875645609853,"TMMwsp",TRUE,FALSE,1.4346023225509,"purity_covariate",10,2,0.1,0.6,0.15,5,776442.5
15529,19,19,0,1720,0.011046511627907,1,0,0.1,0.164408206366165,0,0,0,71,3219,0.989127058092575,"TMMwsp",TRUE,FALSE,1.53280335872292,"purity_filtered",10,2,0.1,0.6,0.15,5,776442.5
15612,34,31,3,1720,0.0180232558139535,0.911764705882353,0.0882352941176471,0.1,0.132171164204142,0,0.00259067357512953,0,84,3548,0.988726042841037,"TMMwsp",TRUE,FALSE,1.83597250066898,"purity_ignored",10,3,0.2,0.6,0.15,5,999197
16780,39,36,3,1720,0.0209302325581395,0.923076923076923,0.0769230769230769,0.1,0.153011117952316,0,0.00259067357512953,0,91,2578,0.987975174553918,"TMMwsp",TRUE,FALSE,1.52360771722244,"purity_covariate",10,3,0.2,0.6,0.15,5,999197
15612,34,31,3,1720,0.0180232558139535,0.911764705882353,0.0882352941176471,0.1,0.132223945113405,0,0.00259067357512953,0,84,3548,0.988726042841037,"TMMwsp",TRUE,FALSE,1.83597250066898,"purity_filtered",10,3,0.2,0.6,0.15,5,999197
16189,93,67,26,1720,0.038953488372093,0.720430107526882,0.279569892473118,0.1,0.156251706296891,0,0,0,93,3285,0.986301369863014,"TMMwsp",TRUE,FALSE,1.2774836572476,"purity_ignored",10,4,0.3,0.6,0.15,5,1135827.5
17208,23,23,0,1720,0.0133720930232558,1,0,0.1,0.138107944588205,0,0,0,99,2325,0.986666666666667,"TMMwsp",TRUE,FALSE,1.32676155749858,"purity_covariate",10,4,0.3,0.6,0.15,5,1135827.5
16224,27,26,1,1720,0.0151162790697674,0.962962962962963,0.037037037037037,0.1,0.129645684499132,0,0,0,97,2885,0.987175043327556,"TMMwsp",FALSE,FALSE,1.33014671007506,"purity_filtered",10,4,0.3,0.6,0.15,5,1135827.5
15829,2929,274,2655,1720,0.159302325581395,0.0935472857630591,0.906452714236941,0.1,0.105626900832915,0.1,0.085,0,84,3603,0.991118512350819,"TMMwsp",TRUE,FALSE,1.38444221393689,"purity_ignored",10,5,0.4,0.6,0.15,5,922171.5
16808,3,3,0,1720,0.00174418604651163,1,0,0.1,0.105182067912085,0,0,0,90,2529,0.991300909450376,"TMMwsp",TRUE,FALSE,1.42269449957726,"purity_covariate",10,5,0.4,0.6,0.15,5,922171.5
14851,1210,143,1067,1720,0.0831395348837209,0.118181818181818,0.881818181818182,0.1,0.107254188959533,0.0416666666666667,0.0325,0,76,4060,0.991871921182266,"TMMwsp",FALSE,FALSE,1.38871160066921,"purity_filtered",10,5,0.4,0.6,0.15,5,922171.5
14942,37,37,0,1720,0.0215116279069767,1,0,0.1,0.166666878596062,0,0,0,69,3722,0.992208490059108,"TMMwsp",TRUE,FALSE,1.59399970522458,"purity_ignored",11,1,0,0.6,0.15,5,550856.5
16067,43,39,4,1720,0.0226744186046512,0.906976744186046,0.0930232558139535,0.1,0.174984945877961,0,0,0,73,2775,0.993153153153153,"TMMwsp",TRUE,FALSE,1.4967377438805,"purity_covariate",11,1,0,0.6,0.15,5,550856.5
15085,30,28,2,1720,0.0162790697674419,0.933333333333333,0.0666666666666667,0.1,0.171817533413458,0,0,0,68,3161,0.993040177159127,"TMMwsp",FALSE,FALSE,1.56023103621796,"purity_filtered",11,1,0,0.6,0.15,5,550856.5
15645,49,47,2,1720,0.0273255813953488,0.959183673469388,0.0408163265306122,0.1,0.181062087525732,0,0,0,82,3371,0.988134084841293,"TMMwsp",TRUE,FALSE,1.37629916053153,"purity_ignored",11,2,0.1,0.6,0.15,5,896434
16674,47,45,2,1720,0.0261627906976744,0.957446808510638,0.0425531914893617,0.1,0.180778796042153,0,0,0,86,2470,0.987449392712551,"TMMwsp",TRUE,FALSE,1.41597408771604,"purity_covariate",11,2,0.1,0.6,0.15,5,896434
13973,20,18,2,1720,0.0104651162790698,0.9,0.1,0.1,0.127932340984884,0,0,0,63,3828,0.991118077324974,"TMMwsp",FALSE,FALSE,1.16420857745488,"purity_filtered",11,2,0.1,0.6,0.15,5,896434
15261,55,47,8,1720,0.0273255813953488,0.854545454545454,0.145454545454545,0.1,0.162147433952028,0,0,0,84,3506,0.989446662863662,"TMMwsp",TRUE,FALSE,1.40189152363255,"purity_ignored",11,3,0.2,0.6,0.15,5,877708.5
16392,40,37,3,1720,0.0215116279069767,0.925,0.075,0.1,0.159574620987269,0,0,0,87,2607,0.988108937476026,"TMMwsp",TRUE,FALSE,1.47846046952622,"purity_covariate",11,3,0.2,0.6,0.15,5,877708.5
15013,43,39,4,1720,0.0226744186046512,0.906976744186046,0.0930232558139535,0.1,0.16144867537284,0,0,0,83,3646,0.990126165660998,"TMMwsp",TRUE,FALSE,1.36603710600686,"purity_filtered",11,3,0.2,0.6,0.15,5,877708.5
15026,1430,167,1263,1720,0.097093023255814,0.116783216783217,0.883216783216783,0.1,0.112179965386942,0.0666666666666667,0.0355329949238579,0,88,3923,0.988529186846801,"TMMwsp",TRUE,FALSE,1.50115734272998,"purity_ignored",11,4,0.3,0.6,0.15,5,611633
16112,7,6,1,1720,0.00348837209302326,0.857142857142857,0.142857142857143,0.1,0.108259872362439,0,0,0,92,2847,0.987706357569371,"TMMwsp",TRUE,FALSE,1.4975587371649,"purity_covariate",11,4,0.3,0.6,0.15,5,611633
14782,43,27,16,1720,0.0156976744186047,0.627906976744186,0.372093023255814,0.1,0.111064675604787,0,0,0,83,3516,0.988339021615472,"TMMwsp",FALSE,FALSE,1.67605296656886,"purity_filtered",11,4,0.3,0.6,0.15,5,611633
15732,196,86,110,1720,0.05,0.438775510204082,0.561224489795918,0.1,0.146728428274026,0,0.00748129675810474,0,81,3489,0.98853539696188,"TMMwsp",TRUE,FALSE,1.52549878792638,"purity_ignored",11,5,0.4,0.6,0.15,5,967461.5
16791,37,35,2,1720,0.0203488372093023,0.945945945945946,0.0540540540540541,0.1,0.146512309585234,0,0,0,94,2551,0.989023912191297,"TMMwsp",TRUE,FALSE,1.44078070511853,"purity_covariate",11,5,0.4,0.6,0.15,5,967461.5
15732,196,86,110,1720,0.05,0.438775510204082,0.561224489795918,0.1,0.14695579057913,0,0.00748129675810474,0,81,3489,0.98853539696188,"TMMwsp",TRUE,FALSE,1.52549878792638,"purity_filtered",11,5,0.4,0.6,0.15,5,967461.5
15816,29,29,0,1720,0.0168604651162791,1,0,0.1,0.185102579487895,0,0,0,88,3346,0.989838613269576,"TMMwsp",TRUE,FALSE,1.62123362172663,"purity_ignored",12,1,0,0.6,0.15,5,1052077
16904,69,68,1,1720,0.0395348837209302,0.985507246376812,0.0144927536231884,0.1,0.195377101882776,0,0,0,96,2489,0.989152269987947,"TMMwsp",TRUE,FALSE,1.3768565572992,"purity_covariate",12,1,0,0.6,0.15,5,1052077
15871,14,14,0,1720,0.00813953488372093,1,0,0.1,0.168786838091181,0,0,0,86,3116,0.990372272143774,"TMMwsp",TRUE,FALSE,1.43565578667107,"purity_filtered",12,1,0,0.6,0.15,5,1052077
15007,52,51,1,1720,0.0296511627906977,0.980769230769231,0.0192307692307692,0.1,0.190368845321914,0,0,0,81,3695,0.990257104194858,"TMMwsp",TRUE,FALSE,1.46188125419506,"purity_ignored",12,2,0.1,0.6,0.15,5,1027571.5
16098,41,39,2,1720,0.0226744186046512,0.951219512195122,0.048780487804878,0.1,0.165618393243058,0,0,0,90,2793,0.98890082348729,"TMMwsp",TRUE,FALSE,1.50797005090482,"purity_covariate",12,2,0.1,0.6,0.15,5,1027571.5
14318,54,51,3,1720,0.0296511627906977,0.944444444444444,0.0555555555555556,0.1,0.176547936095262,0,0,0,78,4255,0.988954171562867,"TMMwsp",FALSE,FALSE,1.43916104237993,"purity_filtered",12,2,0.1,0.6,0.15,5,1027571.5
15687,22,22,0,1720,0.0127906976744186,1,0,0.1,0.16703169939419,0,0,0,90,3334,0.988002399520096,"TMMwsp",TRUE,FALSE,1.67717089376551,"purity_ignored",12,3,0.2,0.6,0.15,5,870193
16834,61,55,6,1720,0.0319767441860465,0.901639344262295,0.0983606557377049,0.1,0.177106254100659,0,0,0,101,2426,0.98722176422094,"TMMwsp",TRUE,FALSE,1.42439696811781,"purity_covariate",12,3,0.2,0.6,0.15,5,870193
15687,22,22,0,1720,0.0127906976744186,1,0,0.1,0.167066277848451,0,0,0,90,3334,0.988002399520096,"TMMwsp",TRUE,FALSE,1.67717089376551,"purity_filtered",12,3,0.2,0.6,0.15,5,870193
15794,82,60,22,1720,0.0348837209302326,0.731707317073171,0.268292682926829,0.1,0.156343218855413,0,0,0,77,3367,0.988119988119988,"TMMwsp",TRUE,FALSE,1.42667037406488,"purity_ignored",12,4,0.3,0.6,0.15,5,1000857.5
16869,38,37,1,1720,0.0215116279069767,0.973684210526316,0.0263157894736842,0.1,0.150197507579194,0,0,0,86,2477,0.987888574888979,"TMMwsp",TRUE,FALSE,1.36200049569018,"purity_covariate",12,4,0.3,0.6,0.15,5,1000857.5
15613,19,18,1,1720,0.0104651162790698,0.947368421052632,0.0526315789473684,0.1,0.133539759052499,0,0,0,77,3200,0.98875,"TMMwsp",FALSE,FALSE,1.59407019705583,"purity_filtered",12,4,0.3,0.6,0.15,5,1000857.5
15602,1401,188,1213,1720,0.109302325581395,0.134189864382584,0.865810135617416,0.1,0.120382078399533,0.0333333333333333,0.075187969924812,0,84,3617,0.988941111418302,"TMMwsp",TRUE,FALSE,1.70172045261503,"purity_ignored",12,5,0.4,0.6,0.15,5,960404
16675,34,31,3,1720,0.0180232558139535,0.911764705882353,0.0882352941176471,0.1,0.13806024138137,0,0,0,96,2582,0.989930286599535,"TMMwsp",TRUE,FALSE,1.47440429311117,"purity_covariate",12,5,0.4,0.6,0.15,5,960404
15602,1401,188,1213,1720,0.109302325581395,0.134189864382584,0.865810135617416,0.1,0.12030078958506,0.0333333333333333,0.075187969924812,0,84,3617,0.988941111418302,"TMMwsp",TRUE,FALSE,1.70172045261503,"purity_filtered",12,5,0.4,0.6,0.15,5,960404
14641,29,29,0,1720,0.0168604651162791,1,0,0.1,0.16464525889112,0,0,0,71,3778,0.991000529380625,"TMMwsp",TRUE,FALSE,1.61567840394009,"purity_ignored",13,1,0,0.6,0.15,5,717841
15889,39,38,1,1720,0.022093023255814,0.974358974358974,0.0256410256410256,0.1,0.174412642426474,0,0,0,80,2826,0.990445859872611,"TMMwsp",TRUE,FALSE,1.59264292035717,"purity_covariate",13,1,0,0.6,0.15,5,717841
15318,27,27,0,1720,0.0156976744186047,1,0,0.1,0.160944136709437,0,0,0,77,3162,0.989879822896901,"TMMwsp",TRUE,FALSE,1.62793774199666,"purity_filtered",13,1,0,0.6,0.15,5,717841
15168,57,53,4,1720,0.0308139534883721,0.929824561403509,0.0701754385964912,0.1,0.17038270319615,0,0,0,84,3535,0.991796322489392,"TMMwsp",TRUE,FALSE,1.40016087210726,"purity_ignored",13,2,0.1,0.6,0.15,5,1015616.5
16306,60,57,3,1720,0.0331395348837209,0.95,0.05,0.1,0.169190345130303,0.00833333333333333,0,0,90,2598,0.99153194765204,"TMMwsp",TRUE,FALSE,1.45021288184623,"purity_covariate",13,2,0.1,0.6,0.15,5,1015616.5
15890,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.17155467553231,0,0,0,87,2914,0.991420727522306,"TMMwsp",TRUE,FALSE,1.39042018854032,"purity_filtered",13,2,0.1,0.6,0.15,5,1015616.5
15900,36,30,6,1720,0.0174418604651163,0.833333333333333,0.166666666666667,0.1,0.14067794193111,0,0,0,86,3339,0.98712189278227,"TMMwsp",TRUE,FALSE,1.45514500738285,"purity_ignored",13,3,0.2,0.6,0.15,5,1187029.5
16969,27,25,2,1720,0.0145348837209302,0.925925925925926,0.0740740740740741,0.1,0.150760548059602,0,0,0,93,2472,0.986650485436893,"TMMwsp",TRUE,FALSE,1.37552236528375,"purity_covariate",13,3,0.2,0.6,0.15,5,1187029.5
16265,22,21,1,1720,0.0122093023255814,0.954545454545455,0.0454545454545455,0.1,0.147583567283718,0,0,0,82,2900,0.989310344827586,"TMMwsp",FALSE,FALSE,1.43062315634282,"purity_filtered",13,3,0.2,0.6,0.15,5,1187029.5
16041,986,147,839,1720,0.0854651162790698,0.149087221095335,0.850912778904665,0.1,0.118856520652693,0.025,0.0341207349081365,0,79,3392,0.988207547169811,"TMMwsp",TRUE,FALSE,1.58796389166193,"purity_ignored",13,4,0.3,0.6,0.15,5,1052107.5
17083,15,15,0,1720,0.00872093023255814,1,0,0.1,0.126885423672229,0,0,0,91,2366,0.986897717666948,"TMMwsp",TRUE,FALSE,1.45193739332696,"purity_covariate",13,4,0.3,0.6,0.15,5,1052107.5
16041,986,147,839,1720,0.0854651162790698,0.149087221095335,0.850912778904665,0.1,0.118727443340224,0.025,0.0341207349081365,0,79,3392,0.988207547169811,"TMMwsp",TRUE,FALSE,1.58796389166193,"purity_filtered",13,4,0.3,0.6,0.15,5,1052107.5
14534,829,124,705,1720,0.072093023255814,0.149577804583836,0.850422195416164,0.1,0.109694877838772,0.0416666666666667,0.0267639902676399,0,84,4134,0.990082244799226,"TMMwsp",TRUE,FALSE,1.75969663335229,"purity_ignored",13,5,0.4,0.6,0.15,5,390854.5
15625,11,9,2,1720,0.00523255813953488,0.818181818181818,0.181818181818182,0.1,0.120771453730862,0,0,0,88,3028,0.988441215323646,"TMMwsp",TRUE,FALSE,1.92251212697084,"purity_covariate",13,5,0.4,0.6,0.15,5,390854.5
14406,29,17,12,1720,0.00988372093023256,0.586206896551724,0.413793103448276,0.1,0.110280621392489,0,0,0,80,3496,0.98941647597254,"TMMwsp",FALSE,FALSE,1.84100203620954,"purity_filtered",13,5,0.4,0.6,0.15,5,390854.5
15536,52,51,1,1720,0.0296511627906977,0.980769230769231,0.0192307692307692,0.1,0.19849921767554,0,0,0,87,3406,0.988549618320611,"TMMwsp",TRUE,FALSE,1.4393645506867,"purity_ignored",14,1,0,0.6,0.15,5,787914
16631,62,62,0,1720,0.036046511627907,1,0,0.1,0.201439377100563,0,0,0,91,2529,0.988137603795967,"TMMwsp",TRUE,FALSE,1.39180642839361,"purity_covariate",14,1,0,0.6,0.15,5,787914
15076,59,58,1,1720,0.0337209302325581,0.983050847457627,0.0169491525423729,0.1,0.20849048828772,0,0,0,85,3658,0.989338436303991,"TMMwsp",TRUE,FALSE,1.3610646002603,"purity_filtered",14,1,0,0.6,0.15,5,787914
15444,36,36,0,1720,0.0209302325581395,1,0,0.1,0.171777378709406,0,0,0,75,3490,0.99054441260745,"TMMwsp",TRUE,FALSE,1.53843065906134,"purity_ignored",14,2,0.1,0.6,0.15,5,863510.5
16598,49,48,1,1720,0.027906976744186,0.979591836734694,0.0204081632653061,0.1,0.172606080488648,0,0,0,80,2587,0.988790104367994,"TMMwsp",TRUE,FALSE,1.43434670207912,"purity_covariate",14,2,0.1,0.6,0.15,5,863510.5
14901,10,10,0,1720,0.00581395348837209,1,0,0.1,0.150145702016754,0,0,0,61,3479,0.99137683242311,"TMMwsp",TRUE,FALSE,1.39849645111776,"purity_filtered",14,2,0.1,0.6,0.15,5,863510.5
15882,148,83,65,1720,0.0482558139534884,0.560810810810811,0.439189189189189,0.1,0.158646131400305,0.00833333333333333,0,0,79,3394,0.988509133765468,"TMMwsp",TRUE,FALSE,1.36860906872465,"purity_ignored",14,3,0.2,0.6,0.15,5,1015044.5
16950,51,48,3,1720,0.027906976744186,0.941176470588235,0.0588235294117647,0.1,0.168863522143792,0,0,0,88,2481,0.989520354695687,"TMMwsp",TRUE,FALSE,1.3809490865059,"purity_covariate",14,3,0.2,0.6,0.15,5,1015044.5
15703,107,83,24,1720,0.0482558139534884,0.775700934579439,0.224299065420561,0.1,0.173734556789079,0,0.00245098039215686,0,82,3464,0.987586605080831,"TMMwsp",TRUE,FALSE,1.25073584057529,"purity_filtered",14,3,0.2,0.6,0.15,5,1015044.5
16035,557,134,423,1720,0.077906976744186,0.240574506283662,0.759425493716337,0.1,0.137786254409146,0.00833333333333333,0.0265957446808511,0,92,3396,0.987632508833922,"TMMwsp",TRUE,FALSE,1.51043784557429,"purity_ignored",14,4,0.3,0.6,0.15,5,1117130
17022,37,36,1,1720,0.0209302325581395,0.972972972972973,0.027027027027027,0.1,0.153732909055597,0,0,0,100,2429,0.987237546315356,"TMMwsp",TRUE,FALSE,1.34665598625301,"purity_covariate",14,4,0.3,0.6,0.15,5,1117130
16035,557,134,423,1720,0.077906976744186,0.240574506283662,0.759425493716337,0.1,0.137824456888379,0.00833333333333333,0.0265957446808511,0,92,3396,0.987632508833922,"TMMwsp",TRUE,FALSE,1.51043784557429,"purity_filtered",14,4,0.3,0.6,0.15,5,1117130
15746,3515,316,3199,1720,0.183720930232558,0.089900426742532,0.910099573257468,0.1,0.105354689274314,0.116666666666667,0.120967741935484,0,86,3702,0.990005402485143,"TMMwsp",TRUE,FALSE,1.5957791360181,"purity_ignored",14,5,0.4,0.6,0.15,5,939673
16750,17,12,5,1720,0.00697674418604651,0.705882352941177,0.294117647058824,0.1,0.106811049489912,0,0,0,94,2558,0.989835809225958,"TMMwsp",TRUE,FALSE,1.41712817427049,"purity_covariate",14,5,0.4,0.6,0.15,5,939673
15746,3515,316,3199,1720,0.183720930232558,0.089900426742532,0.910099573257468,0.1,0.105370246092702,0.116666666666667,0.120967741935484,0,86,3702,0.990005402485143,"TMMwsp",TRUE,FALSE,1.5957791360181,"purity_filtered",14,5,0.4,0.6,0.15,5,939673
16118,61,61,0,1720,0.0354651162790698,1,0,0.1,0.198739331391872,0,0,0,80,3216,0.989427860696517,"TMMwsp",TRUE,FALSE,1.47609504341734,"purity_ignored",15,1,0,0.6,0.15,5,1133122.5
